KEY,Russian
E_C19_September_Gau01_01,"О? Янни, что Вы здесь делаете?"
E_C19_September_Gau01_02,Готовлюсь к неожиданной вечеринке~\nК вечеру здесь будет больше людей.
E_C19_September_Gau01_03,Что? Сегодня какой-то особенный день?
E_C19_September_Gau01_04,Да. День рождения Гау.
E_C19_September_Gau01_05,А-а.. У дядьки сегодня день рождения?!
E_C19_September_Gau01_06,"Однажды, когда мы выпивали вместе, он упоминал об этом."
E_C19_September_Gau01_07,"Аа... А я не знала об этом и предложила посоревноваться, кто больше соберёт горной клубники..."
E_C19_September_Gau01_08,"М-м.. Может быть поэтому он и обиделся, что я ничего не знала?!"
E_C19_September_Gau01_09,Он выглядел недовольным ?
E_C19_September_Gau01_10,Он неохотно отвечал на вопросы и до обеда выглядел чем-то расстроенным.
E_C19_September_Gau01_11,Может быть это всё из-за чувства вины?..
E_C19_September_Gau01_12,Что? Разве можно чувствовать вину в свой день рождения?
E_C19_September_Gau01_13,Как-то Гау в свой день рождения устроил беспорядки и из-за этого его товарищи сильно поранились.
E_C19_September_Gau01_14,"Кажется, эти воспоминания преследуют его."
E_C19_September_Gau01_15,"Вы точно говорите о дяденьке, что похож на медведя???!!"
E_C19_September_Gau01_16,"В самом деле, этот дяденька, который даже воробушка обидеть не способен..."
E_C19_September_Gau01_17,"А, Дина, ты конечно не знаешь. "
E_C19_September_Gau01_18,"Я не знаю, может для тебя дяденька Гау и хороший человек,"
E_C19_September_Gau01_19,"Но раньше, в Империи варваров его прозвали самым жестоким воином."
E_C19_September_Gau01_20,"Ы-а-а-а, не может быть!"
E_C19_September_Gau01_21,"Он был знаменит, когда я была маленькой."
E_C19_September_Gau01_22,"Он был настолько пугающим, что всегда когда варвар с двумя топорами проходил мимо, все жители закрывали двери своих домов на замок."
E_C19_September_Gau01_23,Дяденька... Не верю.
E_C19_September_Gau01_24,"Значит то, что он построил приют, это..."
E_C19_September_Gau01_25,М-м... Скорее всего он хотел просто замолить свои грехи...
E_C19_September_Gau01_26,"А я всегда думала, что Гау простой и жизнерадостный дяденька..."
E_C19_September_Gau01_27,Но похоже у него на сердце лежит тяжкий груз...
E_C19_September_Gau01_28,"Я думаю, теперь Гау уже может избавиться от этого груза."
E_C19_September_Gau01_29,К тому же он старается восстановить рухнувшую Империю варваров...
E_C19_September_Gau01_30,"Так что даже если ещё и остались люди, которые помнят прошлого Гау..."
E_C19_September_Gau01_31,"Дина, ты ведь тоже знаешь?"
E_C19_September_Gau01_32,То что он добросердечный человек.
E_C19_September_Gau01_33,Конечно!
E_C19_September_Gau01_34,"Дяденька больше чем кто-либо другой... Нет, даже не так, его добродушие может растопить целый ледник!"
E_C19_September_Gau01_35,"А-ха-ха, поэтому~ Для неожиданной вечеринки я пригласила особых гостей!"
E_C19_September_Gau01_36,"Пусть даже я и не смогла пригласить Касселя, потому что он находится очень далеко. "
E_C19_September_Gau01_37,Давай хорошо повеселимся на этой вечеринке!
E_C19_September_Gau01_38,Ага!! Могу я Вам как-нибудь помочь?!
E_C19_September_Gau01_39,"Я уже приготовила алкоголь и мясо,"
E_C19_September_Gau01_40,"Поэтому, Дина, можешь нарвать горную клубнику, которую так любит Гау?"
E_C19_September_Gau01_41,"Да!!! Тогда, я соберу спелую горную клубнику и вернусь!"
E_C19_September_Gau01_42,А ещё я попрошу Павла помочь мне приготовить холодный клубничный торт!!
E_C19_September_Gau01_43,Замечательно!
E_C19_September_Gau01_44,А... Но...
E_C19_September_Gau01_45,Придёт ли сегодня дяденька поесть торт?
