KEY,ChineseSimplified
E_C19_Oct_Laudia01_01,那边已经处理好了。
E_C19_Oct_Laudia01_02,这里也处理好了。唉…虽然少了很多，但还是得不断地击退怪物。
E_C19_Oct_Laudia01_03,除非魔族势力不再滋长…辛苦你了。
E_C19_Oct_Laudia01_04,不会，我只是在做我应该做的事情而已。
E_C19_Oct_Laudia01_05,这样就差不多了，要不要先回去呢？
E_C19_Oct_Laudia01_06,今天不是劳蒂亚的生日嘛。
E_C19_Oct_Laudia01_07,没关系，就跟你一样，这也是我该做的事情。
E_C19_Oct_Laudia01_08,但是…
E_C19_Oct_Laudia01_09,真的没关系，而且我还有其他地方要去。
E_C19_Oct_Laudia01_10,什么地方？
E_C19_Oct_Laudia01_11,嗯，是一个小时候去过的地方…如果你不介意的话，要不要跟我一起去？
E_C19_Oct_Laudia01_12,感觉是个很特别的地方，那就打扰了。
E_C19_Oct_Laudia01_13,原来还有这种地方啊…
E_C19_Oct_Laudia01_14,管理得很好嘛，这里是做仪式的地方吗？
E_C19_Oct_Laudia01_15,不是那样的，虽然是有在管理没错。
E_C19_Oct_Laudia01_16,像是小时候用的秘密基地…说来话长。
E_C19_Oct_Laudia01_17,你不在意的话，讲讲给我听吧，我很好奇。
E_C19_Oct_Laudia01_18,其实是我很小的时候的事…
E_C19_Oct_Laudia01_19,你应该也听过吧？关于在流动神殿里睡觉的神龙的故事。
E_C19_Oct_Laudia01_20,啊，我听过，小时候睡觉之前听过很多次。
E_C19_Oct_Laudia01_21,因为我那个时候还小，不知道那件事是真实发生过的事，
E_C19_Oct_Laudia01_22,只是单纯对在沙漠降下甘霖的美丽神龙感到憧憬罢了，
E_C19_Oct_Laudia01_23,还有在神龙大人苏醒的时候，还想过要为它提供居住的环境，
E_C19_Oct_Laudia01_24,现在回想，真可笑。
E_C19_Oct_Laudia01_25,反正…当时还小嘛，如果莱雅丝大人听到这个故事，应该会一笑置之吧。
E_C19_Oct_Laudia01_26,谢谢你这么说。所以我为了找寻更好的地方才会来到这里，
E_C19_Oct_Laudia01_27,还想着等神龙苏醒时，要在这里跟他一起玩儿，还打扫了呢，
E_C19_Oct_Laudia01_28,可以等我再大一点后，发现到了一件事。
E_C19_Oct_Laudia01_29,什么事？
E_C19_Oct_Laudia01_30,对神龙来说，这里太小。
E_C19_Oct_Laudia01_31,哈哈哈…也是。
E_C19_Oct_Laudia01_32,可是看着整理好的花朵和干净的地板很舒服，
E_C19_Oct_Laudia01_33,所以我只要一有空就会来这边整理。
E_C19_Oct_Laudia01_34,原来如此…那每次生日都来这里吗？
E_C19_Oct_Laudia01_35,嗯？那倒也不是，只是最近很常拜访莱雅丝大人，才想起来的。
E_C19_Oct_Laudia01_36,刚好生日这天有时间，所以想来看看。
E_C19_Oct_Laudia01_37,啊，那么来对地方了。
E_C19_Oct_Laudia01_38,莱、莱雅丝大人？！您怎么会来这里…
E_C19_Oct_Laudia01_39,我有些话想跟你说才来的。
E_C19_Oct_Laudia01_40,那我不打扰你们了，两位聊吧。
