KEY,Russian
E_C19_Dec_Pavel01_01,...
E_C19_Dec_Pavel01_02,"Если так посмотреть... Действительно, какие-то смешанные чувства."
E_C19_Dec_Pavel01_03,"Ноеобоснованные, но я не хочу их отпускать..."
E_C19_Dec_Pavel01_04,Такие смутные ощущения... Всё вертятся у меня в голове.
E_C19_Dec_Pavel01_05,"(Здесь, в холодной земле, Арлетт заснёт навечно.)"
E_C19_Dec_Pavel01_06,"(И только её неподвижное, холодное тело... Заполнит это опустевшее место.)"
E_C19_Dec_Pavel01_07,(Но...)
E_C19_Dec_Pavel01_08,Холодно...
E_C19_Dec_Pavel01_09,"Мороз этих мест... Казалось, что он мне нипочём, но..."
E_C19_Dec_Pavel01_10,Пронзающий до костей холод полностью овладел моим телом...
E_C19_Dec_Pavel01_11,"Когда Вы открыли глаза, приближалась 90-ая зима."
E_C19_Dec_Pavel01_12,А сегодня... Сегодня уже сотая зима.
E_C19_Dec_Pavel01_13,...Вот оно что.
E_C19_Dec_Pavel01_14,"Даже зная о возможной смерти, в меня метнули копьё..."
E_C19_Dec_Pavel01_15,"Всё это время это воспонимание съедало мою душу, ни на секунду не исчезнув из памяти…"
E_C19_Dec_Pavel01_16,Душераздирающее отчаяние...
E_C19_Dec_Pavel01_17,"Но тоска, которую она чувствовала..."
E_C19_Dec_Pavel01_18,"И тоска, которую сейчас чувствую я, - это не одно и то же."
E_C19_Dec_Pavel01_19,"Наша тоска различается так же,"
E_C19_Dec_Pavel01_20,"Как и боль, которую мы должны терпеть."
E_C19_Dec_Pavel01_21,(Желание где-нибудь встретить дорогого человека живым...)
E_C19_Dec_Pavel01_22,"(И необходимость отпустить его, даже если повторная встреча невозможна...)"
E_C19_Dec_Pavel01_23,Я беспокоюсь за тебя.
E_C19_Dec_Pavel01_24,Сейчас мы вместе...
E_C19_Dec_Pavel01_25,Но если мы уйдем... Ты опять будешь один?
E_C19_Dec_Pavel01_26,(Да... Я помню.)
E_C19_Dec_Pavel01_27,Ты появилась вместе с другими выжившими из какой-то разрушенной страны и выглядела невероятно изнурённой.)
E_C19_Dec_Pavel01_28,(А я отличался от других людей.)
E_C19_Dec_Pavel01_29,(Я считал вас помехой и преследовал вас... А ты всегда была так добра ко мне.)
E_C19_Dec_Pavel01_30,"(Если честно, меня это часто раздражало...)"
E_C19_Dec_Pavel01_31,"(Но времена, когда мы говорили по душам, были не такими уж и плохими.)"
E_C19_Dec_Pavel01_32,"Кстати, я вспомнил."
E_C19_Dec_Pavel01_33,"Из чего сделаны сегодняшние печенья, и с каких пор ты полюбила Кайла..."
E_C19_Dec_Pavel01_34,И куда ты с Кайлом и Марией ходила гулять...
E_C19_Dec_Pavel01_35,"Я думаю о прошлом, и понимаю, что мы говорили только о глубоко личном."
E_C19_Dec_Pavel01_36,"(Но слушать её рассказы... Как ни странно, было интересно.)"
E_C19_Dec_Pavel01_37,"Эй, Павел..."
E_C19_Dec_Pavel01_38,"Когда-нибудь... Тот, кто тебя понимает..."
E_C19_Dec_Pavel01_39,"Что это было? Такое ощущение, что это какое-то важное воспоминание…"
E_C19_Dec_Pavel01_40,...Никого нет?
E_C19_Dec_Pavel01_41,От Рейвиции все ещё нет никаких вестей.
E_C19_Dec_Pavel01_42,Дина...
E_C19_Dec_Pavel01_43,"Э-хе-хе! Нашла быстрее, чем думала!"
E_C19_Dec_Pavel01_44,"Надеюсь, Павлу понравится!"
E_C19_Dec_Pavel01_45,Дина.
E_C19_Dec_Pavel01_46,"Павел, Вы уже здесь! Вот и хорошо. Я как раз-таки хотела..."
E_C19_Dec_Pavel01_47,Павел?
E_C19_Dec_Pavel01_48,"...Сегодня метель слишком суровая, стоило бы вернуться пораньше."
E_C19_Dec_Pavel01_49,"Павел, Вы это обо мне беспокоитесь?"
E_C19_Dec_Pavel01_50,"У меня просто были дела в деревне, вот я и припозднилась. Не волнуйтесь Вы так."
E_C19_Dec_Pavel01_51,И я хочу Вам кое-что подарить.
E_C19_Dec_Pavel01_52,Подарить?
E_C19_Dec_Pavel01_53,"С днём рождения, Павел! В последнее время Вы выглядите одиноко, поэтому специально для Вас я подготовила кое-что особенное."
E_C19_Dec_Pavel01_54,День рождения?..
E_C19_Dec_Pavel01_55,Совсем недавно Вы мне сказали.
E_C19_Dec_Pavel01_56,"Что помните, как кто-то сделал Вам подарок тогда, когда Вы были в похожем настроении."
E_C19_Dec_Pavel01_57,"Разве это не значит, что сегодня Ваш день рождения?"
E_C19_Dec_Pavel01_58,Я... Неужели я ошиблась?
E_C19_Dec_Pavel01_59,"Когда-нибудь, даже если меня не будет..."
E_C19_Dec_Pavel01_60,"Я надеюсь, что появится человек, способный понять тебя."
E_C19_Dec_Pavel01_61,"Кто будет болеть за тебя, дарить подарки..."
E_C19_Dec_Pavel01_62,"Надеюсь, с тобой рядом будет такой человек."
E_C19_Dec_Pavel01_63,(Вот как... Арлетт... Определённо сказала мне такие слова.)
E_C19_Dec_Pavel01_64,"(Человек, который поймёт меня... И будет вместе со мной...)"
E_C19_Dec_Pavel01_65,Павел?..
E_C19_Dec_Pavel01_66,Спасибо большое.
E_C19_Dec_Rodina01_01,....
E_C19_Dec_Rodina01_02,"Давно не виделись, Дина. Тебе пришлось в свой день рождения отправиться на новое место службы. Молодец."
E_C19_Dec_Rodina01_03,Сержант Дина Клайн! Приветствует заместителя капитана Имперской гвардии!
E_C19_Dec_Rodina01_04,В неформальной обстановке не обязательно говорить так формально.
E_C19_Dec_Rodina01_05,"Н-ну... Давно не виделись, дядя Флусс."
E_C19_Dec_Rodina01_06,Ага. Ты здесь из-за подарка на день рождения? Или из-за назначенной новой миссии?
E_C19_Dec_Rodina01_07,"А, подарок здесь не причём. Я пришла по поводу задания."
E_C19_Dec_Rodina01_08,"В начале мне сказали, что это защитная миссия."
E_C19_Dec_Rodina01_09,"Но после того, как я согласилась и выслушала детали, оказывается...."
E_C19_Dec_Rodina01_10,На самом деле это просто слежка.
E_C19_Dec_Rodina01_11,…
E_C19_Dec_Rodina01_12,"Ты знаешь за кем тебе надо будет следить... Ой, оговорился, присматривать?"
E_C19_Dec_Rodina01_13,"Да. Это великий маг, настолько великий, что даже Империи необходимо за ним наблюдать."
E_C19_Dec_Rodina01_14,"Да. Нет ни одного человека, который может победить его в радиусе его атаки. По крайней мере, в Империи."
E_C19_Dec_Rodina01_15,Поэтому приказ отдали тебе.
E_C19_Dec_Rodina01_16,"Ты самый выдающийся снайпер страны, и можешь стрелять, находясь далеко от области действия магии."
