KEY,Russian
E_C19_Mar_Veronica01_01,"Ах, в гильдии вечно столько дел."
E_C19_Mar_Veronica01_02,"Я даже не мечтаю взять выходной, чтобы отпраздновать свой день рождения..."
E_C19_Mar_Veronica01_03,Ой! Время поджимает. Пора приступать к работе!
E_C19_Mar_Veronica01_04,Что? Тебе уже удалось разобраться с учебными пособиями?
E_C19_Mar_Veronica01_05,Ага. Мне помогли.
E_C19_Mar_Veronica01_06,Помогли?
E_C19_Mar_Veronica01_07,"К нам заглянул кое-кто, на кого можно положиться. Не переживайте."
E_C19_Mar_Veronica01_08,Хм... Ну ладно. Тогда до завтра.
E_C19_Mar_Veronica01_09,Эм... Подожду Туран... Ой! У нее же сегодня отгул!
E_C19_Mar_Veronica01_10,"Значит, следующий – господин Кумуро."
E_C19_Mar_Veronica01_11,А? Что такое?
E_C19_Mar_Veronica01_12,Хм? Все отчеты на сегодня уже готовы?
E_C19_Mar_Veronica01_13,Разумеется! Все готово!
E_C19_Mar_Veronica01_14,Уже? Обычно вы сдаете их мне перед самым моим уходом.
E_C19_Mar_Veronica01_15,Не беспокойтесь. Сегодня у меня был помощник.
E_C19_Mar_Veronica01_16,Ну ладно... Тогда увидимся завтра.
E_C19_Mar_Veronica01_17,"До завтра. Надеюсь, сегодня вы отдохнете как следует!"
E_C19_Mar_Veronica01_18,Хм-м... Да что сегодня происходит?..
E_C19_Mar_Veronica01_19,...
E_C19_Mar_Veronica01_20,"Простите, господин Хавлок. На этот раз мне не удалось раздобыть любимую еду Икко."
E_C19_Mar_Veronica01_21,Хм-м? В смысле? Мне уже доставили красного угря.
E_C19_Mar_Veronica01_22,Икко вот только закончил свой обед. Ха-ха-ха!
E_C19_Mar_Veronica01_23,"На угре, кстати, был очень своеобразный рубец. Мастерству поймавшего его рыболова можно только позавидовать."
E_C19_Mar_Veronica01_24,Ха-ха-ха... Вот оно что.
E_C19_Mar_Veronica01_25,С днем рождения. У вас очень хороший друг.
E_C19_Mar_Veronica01_26,"Спасибо. Ха-ха, кажется, так и есть."
E_C19_Mar_Veronica01_27,"Эй, подожди! Туран, стой!"
E_C19_Mar_Veronica01_28,"Ох, вот я и попалась."
E_C19_Mar_Veronica01_29,Как же я сразу не догадалась? Ты помогала мне с работой в свой выходной?
E_C19_Mar_Veronica01_30,"У тебя же сегодня день рождения, а работы невпроворот."
E_C19_Mar_Veronica01_31,"Ты помогала мне, когда я только поселилась здесь. Я хотела отплатить тебе за твою доброту."
E_C19_Mar_Veronica01_32,"Я хочу, чтобы ты немного отдохнула. Хотя бы сегодня."
E_C19_Mar_Veronica01_33,"Хи-хи. Спасибо, но я уже привыкла так работать."
E_C19_Mar_Veronica01_34,В следующий раз не прячься.
E_C19_Mar_Veronica01_35,"Прости, Вероника."
E_C19_Mar_Veronica01_36,Не стоит извиняться. Спасибо за добрые слова.
E_C19_Mar_Veronica01_37,Благодаря тебе у меня не осталось дел на сегодня! Так что пойдем поедим чего-нибудь вкусненького!
E_C19_Mar_Veronica01_38,Я всего лишь хочу сказать...
E_C19_Mar_Veronica01_39,"С днем рождения, Вероника! В следующем году я обязательно повторю эти слова."
E_C19_Mar_Veronica01_40,"Хи-хи. Спасибо, Туран! Буду с нетерпением ждать следующего года!"
E_C19_Mar_Kaulah01_01,"Ха-ха-ха, необитаемый остров! Здесь так тепло и красиво."
E_C19_Mar_Kaulah01_02,"Мне не так уж и хотелось отправляться в отпуск,"
E_C19_Mar_Kaulah01_03,"но как же здесь чудесно! Нет ничего лучше, чем провести день, валяясь на пляже!"
E_C19_Mar_Kaulah01_04,Как... здорово... Х-р-р... Х-р-р...
E_C19_Mar_Kaulah01_05,"Ты уверен, что все получится?"
E_C19_Mar_Kaulah01_06,"Мой дорогой друг! Когда я тебя обманывал... Кхе-кхе, в этот раз все будет по-другому."
E_C19_Mar_Kaulah01_07,"Мы выбрали этот необитаемый остров, чтобы избежать нежелательных последствий."
E_C19_Mar_Kaulah01_08,"Эксперимент с телепортацией поможет нам пролить свет на вопрос, состоит ли наш мир из множества измерений."
E_C19_Mar_Kaulah01_09,Этот мир в другом измерении! Разве это не восхитительно?
E_C19_Mar_Kaulah01_10,"Хм-м, я захватил с собой Леви, как ты и просил, но..."
E_C19_Mar_Kaulah01_11,"Ух ты! Тюлень! Дядя Одди, а можно я поплаваю?"
E_C19_Mar_Kaulah01_12,"Погоди-ка минутку, пушистик. Можешь сначала кое-что для меня сделать?"
E_C19_Mar_Kaulah01_13,Да. Что Леви нужно сделать?
E_C19_Mar_Kaulah01_14,"Может, ты знаком с душами, которые любят приключения? Которые захотели бы отправиться в другой мир, например?"
E_C19_Mar_Kaulah01_15,Конечно! Таких полно! Позвать их?
E_C19_Mar_Kaulah01_16,"Хорошо, можешь тогда попросить своих друзей заглянуть в эту дыру и узнать, что находится по ту сторону?"
E_C19_Mar_Kaulah01_17,"Запросто! Души, помогите мне!"
E_C19_Mar_Kaulah01_18,"Леви, а это не опасно?"
E_C19_Mar_Kaulah01_19,"Ничуть. Я всего лишь воспользуюсь душами людей, которые прилегли поспать!"
E_C19_Mar_Kaulah01_20,Что? Нет! Не-е-ет! Что я натворил? Спящая душа исчезла в этой дыре!
E_C19_Mar_Kaulah01_21,Что?
E_C19_Mar_Kaulah01_22,Хм-м... Где это я?
E_C19_Mar_Kaulah01_23,"Доброе утро, учитель!"
E_C19_Mar_Kaulah01_24,"Ой, это же декан! Бежим!"
E_C19_Mar_Kaulah01_25,Да что тут творится в конце-то концов!
E_C19_Mar_Kaulah01_26,"Господин Каула, что-то не так?"
E_C19_Mar_Kaulah01_27,"Сегодня начинается новый семестр... Хм, ваша душа... Она какая-то другая сегодня."
E_C19_Mar_Kaulah01_28,Где это я?.. Я же только что прилег поспать на том острове...
E_C19_Mar_Kaulah01_29,"Ха-ха-ха, проснитесь, господин Каула!"
E_C19_Mar_Kaulah01_30,Вы разве забыли? Вы в средней школе Орвелии!
E_C19_Mar_Kaulah01_31,Да ладно?
E_C19_Mar_Kaulah01_32,Какой несуразный сон... Вот так подарочек на день рождения!
E_C19_Mar_Kaulah01_33,"Может, это какое-то видение будущего?.."
E_C19_Mar_Artemia01_01,"Добро пожаловать, Ваше Величество! Прошло немало времени с нашей последней встречи!"
E_C19_Mar_Artemia01_02,"Приятно снова тебя видеть, Джуно. Слышала, со мной кто-то хочет встретиться."
E_C19_Mar_Artemia01_03,"Да, очень важная персона уже ждет вас, Ваше Величество. Сюда, пожалуйста."
E_C19_Mar_Artemia01_04,"Приветствую вас, Ваше Величество, Повелительница света."
E_C19_Mar_Artemia01_05,"И я вас приветствую. Помнится, последний раз мы встречались за чашкой чая."
E_C19_Mar_Artemia01_06,"Как поживаете, Серебряная принцесса?"
E_C19_Mar_Artemia01_07,Пф! Ха-ха-ха!
E_C19_Mar_Artemia01_08,"Мы же договорились обходиться без всех этих формальностей, правда?"
E_C19_Mar_Artemia01_09,"Ага, но не так-то просто избавиться от светских манер."
E_C19_Mar_Artemia01_10,"Но мы попробуем, Скарлет."
E_C19_Mar_Artemia01_11,"Конечно, Артемиа."
E_C19_Mar_Artemia01_12,"Тебя не смущает, что поблизости нет твоей охраны?"
E_C19_Mar_Artemia01_13,"Так лучше. Если бы окружающие знали, кто я такая, следить за демонами было бы гораздо сложнее."
E_C19_Mar_Artemia01_14,"Кстати, что привело тебя сюда сегодня? Неужели армия Повелителя тьмы двинулась вперед?"
