KEY,ChineseSimplified
E_C19_August_Phillop01_01,生日快乐！菲洛普！
E_C19_August_Phillop01_02,生日快乐啊，哈哈。
E_C19_August_Phillop01_03,谢～谢啦！野蛮人朋友们！
E_C19_August_Phillop01_04,怎么知道我喜欢喝酒的，哈哈！
E_C19_August_Phillop01_05,矮人之王很会喝酒的事都已经传遍世界了。
E_C19_August_Phillop01_06,如果不是野蛮人，还有谁能应付得了矮人族那鼎鼎大名的酒量呢？
E_C19_August_Phillop01_07,今天您过生日我来请客，都随便喝！
E_C19_August_Phillop01_08,我以前可是赚了不少钱呢。
E_C19_August_Phillop01_09,可别小看我菲洛普啊！
E_C19_August_Phillop01_10,如果喝到你破产那可不关我的事哦！哈哈哈～
E_C19_August_Phillop01_drink1,第1杯
E_C19_August_Phillop01_drink2,第5杯
E_C19_August_Phillop01_drink3,第13杯
E_C19_August_Phillop01_11,从特里娜山丘那边，恶龙部队第35次攻过来的那瞬间！！！
E_C19_August_Phillop01_12,我就用这把斧头！！！把他们的头盖骨一分为二！！
E_C19_August_Phillop01_13,那些蠢蛋，魂飞魄散地就逃跑了，真是太好笑了！！哈哈哈！！
E_C19_August_Phillop01_14,刚才不是说了第28次是最后一次攻击吗？
E_C19_August_Phillop01_15,哈哈哈，可能你听错了吧！第35次才是最后一次攻击！
E_C19_August_Phillop01_16,嗯…很会喝酒的事，应该是自己造的谣吧。
E_C19_August_Phillop01_17,可是在我获得了如此辉煌的成绩凯旋归来的时候！！
E_C19_August_Phillop01_18,我的女儿却说我身上有汗味，叫我滚开！！！
E_C19_August_Phillop01_19,怎么对爸爸这样！！呜呜呜！！
E_C19_August_Phillop01_20,高尔，我们要不回去吧？
E_C19_August_Phillop01_21,看来不能再喝下去了。
E_C19_August_Phillop01_22,可…可他哭得那么厉害…让他一个人待着也不好吧…
E_C19_August_Phillop01_23,等一下！！！！！！！
E_C19_August_Phillop01_24,吓死我了！
E_C19_August_Phillop01_25,我还有很重要的事还没说！！
E_C19_August_Phillop01_26,因为这是天大的秘密，我得悄悄地告诉你们。
E_C19_August_Phillop01_27,切记，只能你们自己知道。
E_C19_August_Phillop01_29,从特里娜山丘那边，恶龙部队第41次攻过来了，
E_C19_August_Phillop01_30,朱诺，这里要结账。
E_C19_August_Phillop01_31,他喝醉了，请你带他到房间去。
E_C19_August_Phillop01_32,哎哟～～菲洛普！又喝了这么多呀？
E_C19_August_Phillop01_33,赶快醒醒酒，你要回国呢～！！
E_C19_August_Phillop01_34,对，我得回去，还有一大堆事情要处理。嗝儿！
E_C19_August_Phillop01_35,当一个国家的国王真的好累啊！！
E_C19_August_Phillop01_36,因为有很多要考虑的事情啊！呜呜呜！！
E_C19_August_Phillop01_37,如果有来世，我绝对不会当国王。嗝儿！
E_C19_August_Phillop01_38,要是有来世…！！
E_C19_August_Phillop01_39,对了，我很会唱歌！！
E_C19_August_Phillop01_40,歌手！！！我要当个矮人之中最有名的歌手！！！
E_C19_August_Phillop01_41,哎哟，知道了，知道了。
E_C19_August_Phillop01_42,朱诺！这里，再给我一份肉排！
E_C19_August_Phillop01_43,好的～来了～！
E_C19_August_Phillop01_44,哎哟，您稍等一下。别再碰酒了！
E_C19_August_Phillop01_45,击溃敌人～～～发扬～矮人族的荣耀～～！！♬
E_C19_August_Phillop01_46,哎哟～～～～！
E_C19_August_Phillop01_47,吵死了，真是！
E_C19_August_Phillop01_48,我看了那个老头儿有100年了，他的曲目怎么一点都没变啊？！
E_C19_August_Phillop01_49,吃了这个在梦里唱个过瘾吧！
E_C19_August_Phillop01_50,哦…这个高档酒是什么呀！！
E_C19_August_Phillop01_51,咔啊…真好喝！！！哈哈哈！！
E_C19_August_Phillop01_52,哦哦
E_C19_August_Phillop01_53,我是矮人族最棒的男人，菲洛普！
E_C19_August_Phillop01_54,狂龙和恶龙都斗不过我！
E_C19_August_Phillop01_55,不管用什么东西攻击我
E_C19_August_Phillop01_56,都没有我的脑袋硬！！！
E_C19_August_Phillop01_57,没有我的脑袋硬……
E_C19_August_Phillop01_58,该起来了！！
E_C19_August_Phillop01_59,哎哟‥到底做了什么梦…
E_C19_August_Phillop01_60,呼噜呼噜…
E_C19_August_Cleo01_01,昨晚
E_C19_August_Cleo01_02,罗伊！今天几号？
E_C19_August_Cleo01_03,这么简单的事你可以自己看吧？还要依赖我到什么时候。
E_C19_August_Cleo01_04,今天是30…不是，是31号。
E_C19_August_Cleo01_05,嗯~是这样啊～？是吗～？我知道了！
E_C19_August_Cleo01_06,…我要你「自己」去看了，是你自己不看的。
E_C19_August_Cleo01_07,凯瑟、芙莱儿。现在有空吗？
E_C19_August_Cleo01_08,有什么事吗？
E_C19_August_Cleo01_09,我有件事想拜托你们。
E_C19_August_Cleo01_10,第二天
E_C19_August_Cleo01_11,那个～芙莱儿～
E_C19_August_Cleo01_12,今天～是什么日子呢～？
E_C19_August_Cleo01_13,今天？！嗯～？我不知道诶！
E_C19_August_Cleo01_14,对了，我要去树林采集木柴！
E_C19_August_Cleo01_15,呵呵呵～果然芙莱儿不会撒谎～
E_C19_August_Cleo01_16,大家真是在搞什么啊～
E_C19_August_Cleo01_17,就随便祝贺一下就行了，搞什么惊喜派对啊～
E_C19_August_Cleo01_18,也是，如此费心的生日派对才适合我这天才大魔法师。
E_C19_August_Cleo01_19,啊，克丽欧。
E_C19_August_Cleo01_20,凯瑟！后面的那个是什么？
E_C19_August_Cleo01_21,是…是史莱姆！我打算做史莱姆布丁！！
E_C19_August_Cleo01_22,芙莱儿！！我拿到史莱姆了！！
E_C19_August_Cleo01_23,扑哧，你们俩还真可爱！
E_C19_August_Cleo01_24,看来礼物的准备过程很顺利呢～
E_C19_August_Cleo01_25,那么，假装不知道出门逛一下好了！
E_C19_August_Cleo01_26,（哎…？）
E_C19_August_Cleo01_27,各位！我回来了~！
E_C19_August_Cleo01_28,你回来啦？吃过晚饭了吗？
E_C19_August_Cleo01_29,本来想找你却没找到，所以大家就先开动了。
E_C19_August_Cleo01_30,咦！？！？！
E_C19_August_Cleo01_31,大家还特地留下了克丽欧的份儿，别忘了吃饭哦！
E_C19_August_Cleo01_32,等一下！你们吃完了？！
E_C19_August_Cleo01_33,派对呢？？
E_C19_August_Cleo01_34,派对？有需要开派对吗…？
E_C19_August_Cleo01_35,那当然是因为我的…！！
E_C19_August_Cleo01_36,（不对啊…？芙莱儿不可能会不管我自己就先吃饭啊！）
E_C19_August_Cleo01_37,（啊哈！应该是为了骗我，才故意说已经吃了吧！）
E_C19_August_Cleo01_38,不用啦，芙莱儿。我已经在外面吃了！
E_C19_August_Cleo01_39,是吗？那我就把这边清掉罗。
E_C19_August_Cleo01_40,呃，嗯！
E_C19_August_Cleo01_41,（大家演得这么逼真，礼貌上我应该要假装吓一跳吗？）
E_C19_August_Cleo01_42,（不知道什么时候才会给我惊喜，是现在吗？）
E_C19_August_Cleo01_43,…（是现在吗！？）
E_C19_August_Cleo01_44,…！！（是现在吧！？）
E_C19_August_Cleo01_45,（什么嘛…？都快过12点了。）
E_C19_August_Cleo01_46,（难道大家都不知道今天是我生日吗…？）
E_C19_August_Cleo01_47,（可是罗伊应该知道我的生日啊…？大家明明知道今天是我的生日…）
E_C19_August_Cleo01_75,（又像在那个地方一样独自…）
E_C19_August_Cleo01_48,…
E_C19_August_Cleo01_49,什么啊…不是说我们是朋友吗…
E_C19_August_Cleo01_50,今天一整天即便没有我也过得挺好…
E_C19_August_Cleo01_51,结果…我的生日好像跟他们无关一样…
E_C19_August_Cleo01_52,生日快乐，克丽欧！！！
E_C19_August_Cleo01_53,什…什么…
E_C19_August_Cleo01_54,克丽欧…你在哭吗？！
E_C19_August_Cleo01_55,真是…！我就说过怕克丽欧会伤心啊！！
E_C19_August_Cleo01_56,那个…克丽欧，其实…
E_C19_August_Cleo01_57,今天才是8月1号。
E_C19_August_Cleo01_58,我问你的时候，你不是说31号吗？！
E_C19_August_Cleo01_59,我不是说了吗？像日期这种东西应该自己确认啊。
E_C19_August_Cleo01_60,罗伊之前有跟我们提过你的生日了。
E_C19_August_Cleo01_61,本来想说大家聚在一起帮妳庆祝，可是被罗伊阻止…
E_C19_August_Cleo01_62,什…什么！？！为什么！？！罗伊，你为什么做那种事！？
E_C19_August_Cleo01_63,……
E_C19_August_Cleo01_64,（跟以前相比，你已经不再孤单了，所以我希望你不要再感到不安。）
