KEY,Japanese
Sub1_Dimael_1_1_1,100年前、恥辱のあの日。
Sub1_Dimael_1_1_2,決して忘れることのできない記憶、忘れてはならない記憶。
Sub1_Dimael_1_1_3,世の中はおかしいぐらい静かで、全ては壊れ落ちた。
Sub1_Dimael_1_1_4,自ら世界との断絶を選んだ俺たちに、手を差し伸べる者はいなかった。
Sub1_Dimael_1_1_5,彼らの刃は俺の親の胸元までも貫く。
Sub1_Dimael_1_1_6,あの日、俺たちは悲惨なほどに負けたのだ。
Sub1_Dimael_1_1_7,ディマエル、時間がない！このままじゃ全員殺される。
Sub1_Dimael_1_1_8,とりあえず要塞に避難しろ！
Sub1_Dimael_1_1_9,先に行け！
Sub1_Dimael_1_1_10,俺が退却できる時間を稼ぐから！
Sub1_Dimael_1_1_11,無茶言うな！これ以上は無理だぞ！
Sub1_Dimael_1_1_12,まだ避難できていない人を連れて俺たちも急がないと...！
Sub1_Dimael_1_1_13,駄目だ！要塞への入り口を封鎖しないと、逃げてもすぐに押し寄せて来るだろ！？
Sub1_Dimael_1_1_14,俺の話を聞けって...！死ぬかもしれねえんだよ！
Sub1_Dimael_1_1_15,どうせ死ぬなら、俺の親を殺した奴らと一緒にここで死んでやるっ！
Sub1_Dimael_1_1_16,...このっ、馬鹿が...！
Sub1_Dimael_1_1_17,なら俺も残る。お前を置いていけるわけねえだろ！
Sub1_Dimael_1_1_18,お前は行けって！
Sub1_Dimael_1_2_1,この要塞の向こうには...一歩も進めさせねえ！！！
Sub1_Dimael_1_2_2,ふん、随分な奴だな。
Sub1_Dimael_1_2_3,無駄な勇気だが命だけは逃してやる。そこをどけ。
Sub1_Dimael_1_2_4,ごちゃごちゃうるせえ、早くかかって来いよ...！
Sub1_Dimael_1_2_5,ガハハハ！ボロボロのお前がそれを言うのか？
Sub1_Dimael_1_2_6,ダークエルフは...魔物なんかに、屈服しねえんだよ......
Sub1_Dimael_1_2_7,まだ分からないのか、哀れな...この地上はアングムンド様の手に入ったのも当然だ。
Sub1_Dimael_1_2_8,光に背を向け、陰に身を隠した裏切者たちよ。
Sub1_Dimael_1_2_9,闇に跪き、順理に従え―
Sub1_Dimael_1_2_10,地上が悪に染まる光景を喜び迎いたまえ。
Sub1_Dimael_1_3_1,っ、くっ...
Sub1_Dimael_1_3_2,足掻いたって無駄だ。最後にお前らを待っているのは死のみ...
Sub1_Dimael_1_3_3,道を開けろ。
Sub1_Dimael_1_3_4,...エピゲールを、頼む。
Sub1_Dimael_1_3_5,お前、何を...っ
Sub1_Dimael_1_3_6,まさかここまで来て俺だけ逃げろとか言うつもりか...？
Sub1_Dimael_1_3_7,最後のお願いだ。
Sub1_Dimael_1_3_8,両親も殺されたんだ。
Sub1_Dimael_1_3_9,もう俺にはお前と妹しかいねんだよ...
Sub1_Dimael_1_3_10,お前は...お前はどうするんだ！？
Sub1_Dimael_1_3_11,早く行け、お願いだから...！どうせそんな体で戦えるわけねえだろーが！
Sub1_Dimael_1_3_12,......
Sub1_Dimael_1_3_13,エピゲールと一緒に要塞で待ってるから...
Sub1_Dimael_1_3_14,必ず、生きて戻れ...！
Sub1_Dimael_1_4_1,くっ、強がってたくせに、いい様だ...
Sub1_Dimael_1_4_2,......クハハハ、実に面白い。
Sub1_Dimael_1_4_3,まさか下等な種族の中でこんな力を持つ奴がいるとは。
Sub1_Dimael_1_4_4,だが、お前らの敗北に変わりはねえ。
