KEY,Korean
E_C19_May_Lucias_01,"찾으셨나요, 리카르도 님."
E_C19_May_Lucias_02,요즘 자리를 비우는 일이 많은 것 같구나.
E_C19_May_Lucias_03,최근 마족들과의 전투에서 성기사만이 아니라 많은 민간인들이 큰 피해를 입었으니까요.
E_C19_May_Lucias_04,도움이 필요한 분들을 찾아뵙다 보니 돌아오는 일이 뜸했네요. 죄송합니다.
E_C19_May_Lucias_05,하하하! 사과할 필요는 없단다! 
E_C19_May_Lucias_06,네가 곤경에 처한 사람들을 무시하지 못하는 것은 모두 알고 있으니까.
E_C19_May_Lucias_07,"그나저나 루시아스, 오늘이 생일이더구나!"
E_C19_May_Lucias_08,평소 같았으면 좀 더 일찍 축하해 줬을 텐데
E_C19_May_Lucias_09,"나이를 먹으면 이런 중대사도 깜빡깜빡한단 말이지, 하하하!"
E_C19_May_Lucias_10,축하가 늦어서 미안하구나.
E_C19_May_Lucias_11,별건 아니지만 이건 내가 주는 선물이니 받아 두거라.
E_C19_May_Lucias_12,감사합니다.
E_C19_May_Lucias_13,"...그런데, 제가 오늘 생일이라는 건 어떻게…?"
E_C19_May_Lucias_14,오늘 내게 '별모래의 마술사'가 보낸 편지가 한 통 도착했단다. 
E_C19_May_Lucias_15,"네 생일을 아는 걸 보면 지인인 것 같은데, 재미있는 친구를 두었구나."
E_C19_May_Lucias_16,"하하… 예, 뭐… 그렇네요."
E_C19_May_Lucias_17,"그렇지, 고향에는 다녀오고 그러나?"
E_C19_May_Lucias_18,"아뇨, 돌아가는 일은 없었네요."
E_C19_May_Lucias_19,"부모는 울타리 밖을 떠난 자식을 수십, 수백 번 그리게 되지."
E_C19_May_Lucias_20,"건강한지, 어디 위험한 일에 휘말리지 않았는지. "
E_C19_May_Lucias_21,시덥잖은 걱정에 밤잠을 설치게 돼.
E_C19_May_Lucias_22,더구나 오늘은 네가 태어난 귀한 날이지 않으냐.
E_C19_May_Lucias_23,고향에 안부도 전할 겸 한숨 돌리고 오는 게 어떻겠니.
E_C19_May_Lucias_24,루시아스. 이거 너희 부모님 가져다 드리렴.
E_C19_May_Lucias_25,늘 작물을 나누어 주셔서 감사합니다.
E_C19_May_Lucias_26,"후후후, 고맙긴. 네 덕분에 마을이 평화롭고 안전하잖니."
E_C19_May_Lucias_27,정말 여신께 늘 감사드리고 있단다. 
E_C19_May_Lucias_28,너 같은 축복받은 아이를 우리에게 보내주시다니…
