KEY,Spanish
E_C19_Mar_Veronica01_01,"Ah, hay demasiadas cosas por hacer en el clan."
E_C19_Mar_Veronica01_02,Nunca podré tomarme el día por mi cumpleaños…
E_C19_Mar_Veronica01_03,¡No hay tiempo para esto! ¡Debo poner manos a la obra!
E_C19_Mar_Veronica01_04,¿Eh? ¿Ya terminaron de organizar los manuales de entrenamiento?
E_C19_Mar_Veronica01_05,Así es. Hoy tuvimos una ayuda.
E_C19_Mar_Veronica01_06,¿Una ayuda?
E_C19_Mar_Veronica01_07,Vino un colaborador muy confiable. No te preocupes.
E_C19_Mar_Veronica01_08,"Hum, de acuerdo. Nos vemos mañana."
E_C19_Mar_Veronica01_09,"Hum, creo que sigue Turan, ¿no? ¡Oh, no! ¡Hoy no trabaja!"
E_C19_Mar_Veronica01_10,"El señor Kumuro, entonces."
E_C19_Mar_Veronica01_11,¿Mh? ¿Eso es todo?
E_C19_Mar_Veronica01_12,¿No hay más trabajo de contabilidad por hoy?
E_C19_Mar_Veronica01_13,"¡Por supuesto, ya está todo listo!"
E_C19_Mar_Veronica01_14,¿Tan pronto? Normalmente me lo entregan justo antes de que marque la salida.
E_C19_Mar_Veronica01_15,"No te preocupes. De hecho, hoy tuvimos a dos personas distintas en el puesto."
E_C19_Mar_Veronica01_16,De acuerdo. Nos vemos mañana.
E_C19_Mar_Veronica01_17,Nos vemos. ¡Espero que tengas un día tranquilo hoy!
E_C19_Mar_Veronica01_18,Hum. ¿Qué va a suceder hoy…?
E_C19_Mar_Veronica01_19,…
E_C19_Mar_Veronica01_20,"Lo siento, señor Havelock. No pude conseguir la comida favorita de Ikko esta vez."
E_C19_Mar_Veronica01_21,¿De qué hablas? Ya recibí la anguila roja.
E_C19_Mar_Veronica01_22,"Ikko acaba de devorársela. ¡Ja, ja, ja!"
E_C19_Mar_Veronica01_23,La anguila tiene una cicatriz muy particular. Nunca había visto una habilidad así en este continente.
E_C19_Mar_Veronica01_24,"Ja, ja, ja. Tiene sentido."
E_C19_Mar_Veronica01_25,Feliz cumpleaños. Tienes una muy buena amiga.
