KEY,Thai
Sub1_Ophelia_1_1,ข้าฝัน
Sub1_Ophelia_1_2,เป็นฝันที่ข้าไม่อยากจะฝันอีก ฝันว่าโลกทั้งใบถูกความมืดครอบงำ
Sub1_Ophelia_1_3,ขณะนั้นข้าเห็นเพียงแค่ภาพที่โลกนี้ถูกความมืดครอบงำ
Sub1_Ophelia_1_4,ข้าฝัน
Sub1_Ophelia_1_5,ถึงท่านผู้ที่ปรากฏกายราวกับแสงอาทิตย์ที่สาดส่อง แล้วนั่งข้างๆข้าที่เอาแต่ร้องไห้ราวกับเด็กๆ
Sub1_Ophelia_1_6,เมื่อเขายื่นมือออกมา
Sub1_Ophelia_1_7,ดอกไม้ก็เต็มไปด้วยสีสัน
Sub1_Ophelia_1_8,สีฟ้าก็กลับสู่ธรณีและท้องฟ้า
Sub1_Ophelia_1_9,ดวงอาทิตย์ก็พลันขับไล่ความมืดไป
Sub1_Ophelia_1_10,เมื่อตื่นจากฝัน
Sub1_Ophelia_1_11,ใบหน้าที่จำไม่ได้นั้น
Sub1_Ophelia_1_12,เสียงที่นึกไม่ออกนั้น
Sub1_Ophelia_1_13,แต่ข้ากลับไม่อาจลืมความอบอุ่นที่ผู้นั้นตบหลังให้กำลังใจข้า
Sub1_Ophelia_1_14,ดังนั้น ไม่ว่ายังไง ข้าก็ต้องหาผู้นั้นให้เจอให้ได้
Sub1_Ophelia_1_15,สิ่งที่สำคัญของข้า
Sub1_Ophelia_1_16,ดวงดาวของข้า
Sub1_Ophelia_1_17,โชคชะตาของข้า
Sub1_Ophelia_2_1,อืมม.. นี่ก็เดือนนึงแล้วสินะที่จาก Stardust มา
Sub1_Ophelia_2_2,ท่านหัวหน้าตอนนี้คงจะข้ามทวีปไปแล้วสินะ
Sub1_Ophelia_2_3,การเดินทางครั้งนี้... ได้ฝันถึงท่านผู้นั้นด้วย อารมณ์ดีจัง!
Sub1_Ophelia_2_4,พวกเจ้าก็เป็นแบบข้าใช่ไหม เด็กๆ
Sub1_Ophelia_2_5,โอ๊ยเด็กๆ~~~ ข้าคันนะ~! ฮ่าฮ่า!
Sub1_Ophelia_2_6,ท่านรถม้าทาโร่ รีบไปยังต้นไม้กำเนิดโลกกันเถอะ~!
Sub1_Ophelia_3_1,เจ้าเคยได้ยินเสียงกระซิบแห่งดวงดาวไหม
Sub1_Ophelia_3_2,เสียงที่สดใสและลึกลับน่าอัศจรรย์
Sub1_Ophelia_3_3,เพราะว่าในวันนี้
Sub1_Ophelia_3_4,สำหรับนักโหราศาสตร์แล้ว มันคือการรวมตัวของทุกสิ่ง ณ ท้องฟ้าของที่แห่งนี้
Sub1_Ophelia_3_5,สถานที่ศักดิ์สิทธิ์ที่โหราศาสตร์แรกกำเนิดขึ้น ก็คือต้นไม้กำเนิดโลกยังไงล่ะ
Sub1_Ophelia_3_6,ว้าว.. คนเยอะจัง นั่นสินะ ถ้าเป็นวันนี้ก็สมควรแล้วล่ะ
Sub1_Ophelia_3_7,ข้าแม่มด Ophelia
Sub1_Ophelia_3_8,จะขอภาวนา ณ ต้นไม้กำเนิดโลกในฐานะผู้สืบทอดประวัติศาสตร์แห่งการหยั่งรู้จากดวงดาว
Sub1_Ophelia_3_9,ในภายภาคหน้าโปรดช่วยให้ข้าสามารถมองเห็นแสงสว่างจากภายในดวงตาของผู้คนได้ด้วยเถิด
Sub1_Ophelia_3_10,แล้วก็... ใบหน้าของเขาผู้นั้น ช่างหล่อเหลาที่สุดในโลก..
Sub1_Ophelia_3_11,เงียบๆหน่อยสิ~ ถ้ามาที่นี่แล้ว.. ก็ต้องให้ความเคารพสถานที่แห่งนี้สิ
Sub1_Ophelia_3_12,หืม... เวลเลเคีย!! อยู่ไหนน่ะ!!!
Sub1_Ophelia_3_13,ถ้าเกิดหลงทางที่นี่จะเป็นอันตรายเอานะ!!!
Sub1_Ophelia_3_14,เวลเลเคีย อยู่ตรงนั้นใช่ไหม
Sub1_Ophelia_3_15,... แสงนั่น อะไรกันนะ..
Sub1_Ophelia_3_16,หือ..?! วงกลมเวทมนตร์หรอ...?
Sub1_Ophelia_3_17,หา...!
Sub1_Ophelia_3_18,ข้ารู้อยู่แล้วว่าเจ้าจะต้องมา
Sub1_Ophelia_3_19,สาวน้อยที่เป็นความฝันครั้งสุดท้ายของข้า...
