KEY,Japanese
CS_CHE_H1_1_001,メイ～！！遊びにきたよ！！
CS_CHE_H1_1_002,ニンジンキャンディ！ニンジンキャンディある！？
CS_CHE_H1_1_003,ニンジンキャンディ...？初めて聞くなぁ...チョコレートならあるよ？
CS_CHE_H1_1_004,チョコもおいしー！
CS_CHE_H1_1_005,もぐもぐ...あれっ？そこの大きい女の人、だぁれ？見慣れない顔！
CS_CHE_H1_1_006,ああ、ヤンヌさん？
CS_CHE_H1_1_007,すっご～い人なんだよ！竜殺しって呼ばれるほど有名なの！
CS_CHE_H1_1_008,狂竜スヴェルタっていう悪名高いドラゴンがいたんだけど、何年か前に一人で退治したんだって！
CS_CHE_H1_1_009,...きょ...きょーりゅう？なにそれ？
CS_CHE_H1_1_010,世界の守護者として生きるべきドラゴンが、とある理由で堕落して狂っちまったやつを言うのさ。
CS_CHE_H1_1_011,メイ、この前お前が頼んだドラゴンの鱗や皮と他の材料は外に置いといたからね！
CS_CHE_H1_1_012,いつもありがとうございます～えへへ！
CS_CHE_H1_1_013,あ～ドラゴン！でかいトカゲね！知ってるー！大きいお姉ちゃん、カッコいい！
CS_CHE_H1_1_014,向こうにいる鍛冶屋の前では、そういう話は避けたほうがいいかも。
CS_CHE_H1_1_015,へへっ、ジンは心の広い人ですから大丈夫ですよ！
CS_CHE_H1_1_016,ところでメイ、なんだか様子が変わったみたい！お店もメイの服も、いつもと違うよ？
CS_CHE_H1_1_017,うん、今夜はハロウィンのお祭りだからね。仕立ての依頼がたくさん入ってきたの。
CS_CHE_H1_1_018,久しぶりに本気出しちゃった～！
CS_CHE_H1_1_019,それほどの実力なら、雑貨店じゃなくて仕立て屋やっても有名になるんじゃない？
CS_CHE_H1_1_020,あはは！実は、洋服作りって趣味みたいなものなんです。
CS_CHE_H1_1_021,わああ～めっちゃかわいい！
CS_CHE_H1_1_022,ねえねえ、ルナは？ルナのは？
CS_CHE_H1_1_023,そうだ！ルナによく似合いそうな子ども用の服も何着か作ったんだけど、試着してみる？
CS_CHE_H1_1_024,うんうん！早く見せてー！
CS_CHE_H1_1_025,オッケー、ちょっと待っててね。持ってくるから！
CS_CHE_H1_1_027,キャーッ！
CS_CHE_H1_1_028,メイ！！どうしたの！？
CS_CHE_H1_1_030,...返事がない。中に入ってみようか？
CS_CHE_H1_1_031,あれー？何も見えないよ！
CS_CHE_H1_1_032,...闇のオーラ？いや、これは少し違う気が...
CS_CHE_H1_1_034,...大きいお姉ちゃん、これってまさか...
CS_CHE_H1_1_035,...うん、そうみたいね。
CS_CHE_H1_1_036,...落ちるぅぅぅーーー！！！
CS_CHE_H1_2_001,う...うっ...ここは...？
CS_CHE_H1_2_002,えーん、痛いよ...頭打っちゃった！
CS_CHE_H1_2_003,ところでメイはどこに...あっ！
CS_CHE_H1_2_004,気を失ってるだけだね。幸いケガはしていない様子よ。
CS_CHE_H1_2_005,メイ！起きてー！こんなとこで寝たらカゼ引いちゃうよ！
CS_CHE_H1_2_006,う...ん...あれ？ヤンヌさんに...ルナ...？
CS_CHE_H1_2_007,ここはどこ？私、たしか服を取りに...
CS_CHE_H1_2_008,クローゼットを開けて衣装を確認したら、6着ぐらい足りなくて探してたんだけど...
CS_CHE_H1_2_009,ストップ、その話は後だ。何か...いやな予感がする。
CS_CHE_H1_3_001,変なカボチャを被ったモンスターからしてどこかおかしい...あれは普通のアンデッドじゃないよ。
CS_CHE_H1_3_002,いつものモンスターとはなんか違う感じがする。
CS_CHE_H1_3_003,大きいお姉ちゃん、あれって悪いやつら？こらしめたらいいの？
CS_CHE_H1_3_004,でもあの子たちの頭、すっごくかわいい！
CS_CHE_H1_3_005,メイのショップに1匹連れてって並べようよ！
CS_CHE_H1_3_006,あはは、カボチャの飾りはあるわ。それにあれはちょっと...
CS_CHE_H1_3_007,こっちに敵意を示しているみたいだし、ひとまず突破するしかないか。
CS_CHE_H1_4_001,しっ！ちょっと待って、あれは...
CS_CHE_H1_4_002,...あれは何です？
CS_CHE_H1_4_003,あたいにもよく分からないけど...人の形をした悪霊の類か...
CS_CHE_H1_4_004,別の形をしたやつもいるみたいだよ？
CS_CHE_H1_4_006,ん？どうしたの？
CS_CHE_H1_4_007,あ、あはは...実はあの服、さっき探していた衣装の一つなんだよね...
CS_CHE_H1_4_008,うーむ、アイギーナ砂漠のアンデッドミイラを模したものか...
CS_CHE_H1_4_009,包帯しかない！ケガしたのかな？手当てしてあげようか？
CS_CHE_H1_4_010,あ、あははは...
CS_CHE_H1_4_011,それにしても、あれは誰でしょう？どうして私の作った衣装を...
CS_CHE_H1_4_012,あそこにいる他の悪霊と似たようなオーラを感じるけど...
CS_CHE_H1_4_013,とにかく悪いやつらなんだよね？メイの服を盗んだ、悪い泥棒さんの悪霊！
CS_CHE_H1_4_014,よ～し！メイの服は私が取り戻すんだもん！
CS_CHE_H1_4_015,ルナ！一人じゃ危ないよ！
CS_CHE_H1_4_016,???
CS_CHE_H1_4_017,短気だな！
CS_CHE_H1_4_018,...さっき、ルナの攻撃全然効いてなかったね...
CS_CHE_H1_4_019,メイの攻撃は効いてたのに...えーん！
CS_CHE_H1_4_020,...さっき、メイが着ている服と悪霊が着ている服から妙なオーラが...
CS_CHE_H1_4_021,えっ？二つともメイが作ったお洋服でしょ？
CS_CHE_H1_4_022,そう。そのこととなんか関係があるのかもしれない。
CS_CHE_H1_4_024,メイ、別の衣装はあるの？
CS_CHE_H1_4_025,あ、はい！ルナに見せようとした子ども用の衣装一着と...
CS_CHE_H1_4_026,...それ以外にも何着かあるにはあるんだけど...へへへ...
CS_CHE_H1_4_027,...?
CS_CHE_H1_4_028,とりあえず出してみて。
CS_CHE_H1_4_029,わぁ、かわいい！すっごくかわいいよ！
CS_CHE_H1_4_030,あはは、ありがとう！きゃー、ルナったら可愛い～！
CS_CHE_H1_4_032,おい、あたいに合うのって...本当にこれしかないのかい？
CS_CHE_H1_4_033,うーん...なんかちょっと恥ずかしいね。ハハハ...
CS_CHE_H1_4_034,あはは...ちょっとスースーしますよね？
CS_CHE_H1_4_035,...で、でも！とってもお似合いですよ！
CS_CHE_H1_4_036,ウサギさんの耳だー！
CS_CHE_H1_4_037,大きいお姉ちゃん、ルナと一緒だね！
CS_CHE_H1_4_038,...ハハハ...ま、仕方ないけど。
CS_CHE_H1_4_039,あたいの予想通りなら、メイが作った服を着ないと...
CS_CHE_H1_4_040,メイの服を着た悪霊は倒せないはず。
