KEY,"Portuguese"
Sub1_Rephy_1_1_1,"Guia da Estrela Azul"
Sub1_Rephy_1_1_2,"Por trás de toda vida, há uma alma."
Sub1_Rephy_1_1_3,"Apesar de toda vida terminar,"
Sub1_Rephy_1_1_4,"a alma permanece neste Mundo da Luz."
Sub1_Rephy_1_1_5,"Elas todas voltam ao lar das almas,"
Sub1_Rephy_1_1_6,"a Estrela Azul."
Sub1_Rephy_1_1_7,"No jardim de Asiphia, Rainha da Estrela Azul,"
Sub1_Rephy_1_1_8,"elas descansam tranquilamente no jardim de repouso."
Sub1_Rephy_1_1_9,"Elas aguardam até serem convocadas de novo por Lua"
Sub1_Rephy_1_1_10,"para retornar ao Mundo da Luz."
Sub1_Rephy_1_1_11,"Claro, nem toda alma consegue."
Sub1_Rephy_1_1_12,"Apenas as mais puras, aquelas que conseguiram cruzar a Ponte Estelar,"
Sub1_Rephy_1_1_13,"conseguem chegar à Estrela Azul."
Sub1_Rephy_1_1_14,"As almas que se perdem na Ponte Estelar"
Sub1_Rephy_1_1_15,"ficam manchadas com escuridão."
Sub1_Rephy_1_1_16,"Por isso, elas precisam de guias espirituais."
Sub1_Rephy_1_1_17,"Para que as almas não se percam,"
Sub1_Rephy_1_1_18,"com lâmpadas que iluminam as Colinas Nebulosas..."
Sub1_Rephy_1_1_19,"............................................."
Sub1_Rephy_1_1_20,"Está ouvindo?"
Sub1_Rephy_1_1_21,"Rephy... Rephy! Rephy!"
Sub1_Rephy_1_2_1,"Hã? Eu não tava dormindo. Juro!"
Sub1_Rephy_1_2_2,"Rephy! Como você pôde!? Já foram quantas vezes?"
Sub1_Rephy_1_2_3,"Eu tô aqui contando sobre nosso trabalho mais importante na Tribo Tamian, e você tá pescando..."
Sub1_Rephy_1_2_4,"Quê? Não! Rephy tava ouvindo esse tempo todo!"
Sub1_Rephy_1_2_5,"Podemos usar a Lâmpada de Deus que o Sentinela da Estrela Azul nos deu"
Sub1_Rephy_1_2_6,"e acender... fogo nas Colinas Nebulosas?"
Sub1_Rephy_1_2_7,"Do que raios você tá falando?"
Sub1_Rephy_1_2_8,"Escuta! A gente acende as Colinas Nebulosas como um farol de luz brilhante!"
