KEY,English
E_C19_Apr_Morrah09_01,…
E_C19_Apr_Morrah09_02,Maria... isn't here today.
E_C19_Apr_Morrah09_03,"Ah, I guess it's that day again..."
E_C19_Apr_Morrah09_04,That means... she must be there...
E_C19_Apr_Morrah09_05,At his grave...
E_C19_Apr_Morrah09_06,It was like walking through a thick fog of blood.
E_C19_Apr_Morrah09_07,There was no reason to think.
E_C19_Apr_Morrah09_08,There was no need to think.
E_C19_Apr_Morrah09_09,All I needed was someone to fight. That was enough.
E_C19_Apr_Morrah09_10,The Dark Lord had ordered me to hunt down the dragons and decimate the Earth.
E_C19_Apr_Morrah09_11,"And so, I devoured countless dragons and absorbed their powers."
E_C19_Apr_Morrah09_12,The bloodthirsty Draconics Army continued to grow in strength.
E_C19_Apr_Morrah09_13,"But during the final battle against the warrior and his party, I..."
E_C19_Apr_Morrah09_14,...Hm? Why are you just standing there?
E_C19_Apr_Morrah09_15,"...!? Maria, I thought you went to visit Oricana's grave..."
E_C19_Apr_Morrah09_16,"I already did, just like I've done for the past 100 years..."
E_C19_Apr_Morrah09_17,…
E_C19_Apr_Morrah09_18,"Can I ask you a question, Maria?"
E_C19_Apr_Morrah09_19,Hm?
E_C19_Apr_Morrah09_20,...Do you not... despise me?
E_C19_Apr_Morrah09_21,For killing the one... who was considered as your other half...
E_C19_Apr_Morrah09_22,…
E_C19_Apr_Morrah09_23,*Sigh* Didn't we already talk about this?
E_C19_Apr_Morrah09_24,"...Of course, I did hate your guts once."
E_C19_Apr_Morrah09_25,But... you are also the last memento left behind by him.
E_C19_Apr_Morrah09_26,Besides... You're not that person anymore.
E_C19_Apr_Morrah09_27,You've changed too much... for me to ask of you to take responsibility for your past sins.
E_C19_Apr_Morrah09_28,…
E_C19_Apr_Morrah09_29,Becoming unshackled from the Dark Lord... and the awakening of my true nature...
E_C19_Apr_Morrah09_30,It was the last gift... left behind by Oricana.
E_C19_Apr_Morrah09_31,Even though our journey started off from resentment and curses...
E_C19_Apr_Morrah09_32,Things have changed now.
E_C19_Apr_Morrah09_33,Oricana may be gone... but now I have you.
E_C19_Apr_Morrah09_34,Which is why the day he left... has technically become your birthday.
E_C19_Apr_Morrah09_35,"Well, maybe that kind of human tradition is kind of meaningless..."
E_C19_Apr_Morrah09_36,I'm sorry... for not taking care of you until now.
E_C19_Apr_Morrah09_37,…
E_C19_Apr_Morrah09_38,Thank you... Maria.
E_C19_Apr_Mediana07_01,"Hmm, let's try mixing a bit of this... and next..."
E_C19_Apr_Mediana07_02,"Ha ha, the new medicine is close to completion..."
E_C19_Apr_Mediana07_03,"Ah, I just can't wait to test it out already..."
E_C19_Apr_Mediana07_04,…
E_C19_Apr_Mediana07_05,Ahem.
E_C19_Apr_Mediana07_06,Happy birthday!
E_C19_Apr_Mediana07_07,?!
E_C19_Apr_Mediana07_08,Huh? When did you get here?
E_C19_Apr_Mediana07_09,What are you talking about? Birthday...?
E_C19_Apr_Mediana07_10,Is it already that time of the year?
E_C19_Apr_Mediana07_11,"Hahaha, did you forget about your birthday again because of your research?"
E_C19_Apr_Mediana07_12,"Well, this isn't the first time you've done that, ha ha..."
E_C19_Apr_Mediana07_13,"You disappeared last year in search of some herbs, so we didn't even have a proper celebration."
E_C19_Apr_Mediana07_14,That's why I suggested we have a big party this year if we have the chance!
E_C19_Apr_Mediana07_15,"Heh heh, and we obviously have some presents for you!"
E_C19_Apr_Mediana07_16,Ta-da!
E_C19_Apr_Mediana07_17,"Oh, wow… this is.."
E_C19_Apr_Mediana07_18,Are you sure about giving me something so valuable...?
E_C19_Apr_Mediana07_19,"Of course, it may be rare, but merchants have a knack for finding stuff like this!"
E_C19_Apr_Mediana07_20,I'll be able to get some more later.
E_C19_Apr_Mediana07_21,Ahahaha...
E_C19_Apr_Mediana07_22,"Although I don't have any... poison for your research, Mediana..."
E_C19_Apr_Mediana07_23,I made some cake since it's your birthday after all.
E_C19_Apr_Mediana07_24,"Oh, what a nice cake."
E_C19_Apr_Mediana07_25,"Thank you, both of you."
E_C19_Apr_Mediana07_26,You remembered my birthday while I completely forgot...
E_C19_Apr_Mediana07_27,Heh heh...
E_C19_Apr_Mediana07_28,Whoa!
E_C19_Apr_Mediana07_29,...? Is that...?
E_C19_Apr_Mediana07_30,"*Whew* Sorry, my bad."
E_C19_Apr_Mediana07_31,I had a hard time bringing this in because it's so heavy.
E_C19_Apr_Mediana07_32,"Wow, that's a huge monster..."
E_C19_Apr_Mediana07_33,"Ah, yeah. It's a monster called Giant Hellhound that lives near the volcano."
E_C19_Apr_Mediana07_34,It's notorious for being really tough and vicious.
E_C19_Apr_Mediana07_35,"Oh... So, why did you bring this monster?"
E_C19_Apr_Mediana07_36,"Ah, this is a demonic beast that crossed over from Pandemonium."
E_C19_Apr_Mediana07_37,I remember something about Mediana wanting to test her medicines on demons or demonic beasts...
E_C19_Apr_Mediana07_38,"And it's her birthday too, right?"
E_C19_Apr_Mediana07_39,I just couldn't come here empty-handed.
E_C19_Apr_Mediana07_40,…
E_C19_Apr_Mediana07_41,"Hahaha... Thank you, everyone."
E_C19_Apr_Mediana07_42,Thank you for the best birthday presents I've ever received.
E_C19_Apr_Mediana07_43,Well then... Shall we start the experiment?
E_C19_Apr_Mediana07_44,"Oh, I can't wait to see Mediana's experiment in person!"
E_C19_Apr_Mediana07_45,"Hahaha, I can't help but always think that... Mediana really loves her research."
E_C19_Apr_Mediana07_46,Ahahaha...
E_C19_Apr_Roi01_01,"Oh, Cleo! What kind of errand is it this time!?"
E_C19_Apr_Roi01_02,I was wondering why she was so quiet today.
E_C19_Apr_Roi01_03,Well... I suppose it was the same during the birthdays from before...
E_C19_Apr_Roi01_04,Five years ago
E_C19_Apr_Roi01_05,Target confirmed. Currently approaching the central plaza.
E_C19_Apr_Roi01_06,We're approaching the target now. Are you ready?
E_C19_Apr_Roi01_07,H-hold on. My heels... Ugh...
E_C19_Apr_Roi01_08,...Change of plans. I am approaching the target.
E_C19_Apr_Roi01_09,I told you to wait. I won't lose him this time!
E_C19_Apr_Roi01_10,Shhh! Don't yell that out here...
E_C19_Apr_Roi01_11,"Oh, dear... Looks like the husband is running away."
E_C19_Apr_Roi01_12,How terrible... Leaving behind his young wife like that...
E_C19_Apr_Roi01_13,...*Sigh*
E_C19_Apr_Roi01_14,...Let's pull back for now.
E_C19_Apr_Roi01_15,Three years ago
E_C19_Apr_Roi01_16,This 44th bomb!
E_C19_Apr_Roi01_17,"...So, why did you call me out today?"
E_C19_Apr_Roi01_18,Happy birthday!
E_C19_Apr_Roi01_19,You're... celebrating my birthday by fighting these monsters?
E_C19_Apr_Roi01_20,Right! See my new bomb power!
E_C19_Apr_Roi01_21,Super! Cool!
E_C19_Apr_Roi01_22,...I never want this sort of celebration ever again.
E_C19_Apr_Roi01_23,One year ago
E_C19_Apr_Roi01_24,I knew... this day would come sooner or later...
E_C19_Apr_Roi01_25,Doing part-time work to get money for food...
E_C19_Apr_Roi01_26,"Why are you dragging your heels like that, Roi!?"
E_C19_Apr_Roi01_27,We have to finish quickly to earn our bonus!
E_C19_Apr_Roi01_28,...*Sigh* How did I end up like this...?
E_C19_Apr_Roi01_29,I guess... Having to run an errand for Cleo sounds typical for my birthday.
E_C19_Apr_Roi01_30,Hm... This must be it. I just have to pick up that Flame Scroll from here?
E_C19_Apr_Roi01_31,Where's the contact?
E_C19_Apr_Roi01_32,Oh! That rear of yours is as perfect as I remember!
E_C19_Apr_Roi01_33,...This voice. Are you the contact?
E_C19_Apr_Roi01_34,Of course! Roi! I myself have personally brought this rare scroll that can't be found anywhere in the Empire these days!
