KEY,ChineseTraditional
E1_Pancironne_1_1_1,快點～快點～快點～快點～
E1_Pancironne_1_1_2,快點～快點～快點～快點～
E1_Pancironne_1_1_3,呃啊啊，好無聊…
E1_Pancironne_1_1_4,不就是挖個地而已，到底為什麼可以拖這麼久？
E1_Pancironne_1_1_5,該死…都拖幾個月了。
E1_Pancironne_1_1_6,那個…少尉。
E1_Pancironne_1_1_7,那個…這片區域開始作業還不到5分鐘…
E1_Pancironne_1_1_8,而且大家都好幾天沒休息了…
E1_Pancironne_1_1_9,再說，這裡完全捕捉不到能源訊號…
E1_Pancironne_1_1_10,能請您再稍候片刻嗎…
E1_Pancironne_1_1_11,你話還真多呢？
E1_Pancironne_1_1_12,咦…咦…？！
E1_Pancironne_1_1_13,全都燒掉吧～！
E1_Pancironne_1_1_14,呃啊啊啊！
E1_Pancironne_1_1_15,對…對不起！
E1_Pancironne_1_1_16,煩死了！！
E1_Pancironne_1_1_17,一直重複一樣的話你知道有多累嗎！！
E1_Pancironne_1_1_18,有空說廢話還不如給我去挖地！
E1_Pancironne_1_1_19,快點～快點～快點～快點～！！！！！！！！
E1_Pancironne_1_1_20,呃啊啊！！！！
E1_Pancironne_1_1_21,為什麼偏偏是那種瘋子被派來當我們的上司啊！
E1_Pancironne_1_1_22,聽說待遇不錯，我才下定決心過來的，唉…
E1_Pancironne_1_1_23,工作還超辛苦…
E1_Pancironne_1_1_24,挖了老半天，連隻螞蟻都沒發現…
E1_Pancironne_1_1_25,哎！我幹不下去了。
E1_Pancironne_1_1_26,現在連看到土都想吐！
E1_Pancironne_1_1_27,呃啊…讓我睡覺…
E1_Pancironne_1_1_28,拜託，就算是讓我坐著休息一下也好！！
E1_Pancironne_1_1_29,這裡和戰場有什麼不同？
E1_Pancironne_1_1_30,還不如讓我回戰場算了！！
E1_Pancironne_1_1_31,我…我受不了了！
E1_Pancironne_1_1_32,再這樣下去真的會死人的！
E1_Pancironne_1_1_33,走吧！！
E1_Pancironne_1_1_34,又來了…
E1_Pancironne_1_1_35,我們都死定了。
E1_Pancironne_1_1_36,嗯哼～？
E1_Pancironne_1_1_37,請…請讓我們休息吧！
E1_Pancironne_1_1_38,真的累到受不了了！
E1_Pancironne_1_1_39,要這樣的話，還不如把我們送回帝國去！
E1_Pancironne_1_1_40,把少尉您指示的地方全都挖了一遍，也沒有發現任何東西！
E1_Pancironne_1_1_41,這難道不代表下指示的長官能力不足嗎！
E1_Pancironne_1_1_42,嘎啊－蛤？
E1_Pancironne_1_1_43,沒錯！！就算是軍人，但請不要讓我們一直做些沒有意義的事情！
E1_Pancironne_1_1_44,如果都說到這份上了，您還是聽不進去的話，
E1_Pancironne_1_1_45,就…就只能這麼辦了！
E1_Pancironne_1_1_46,嘻…真有趣啊～
E1_Pancironne_1_2_1,好！！想先去死的人舉手～～！
E1_Pancironne_1_3_1,呃啊啊啊啊！！！！
E1_Pancironne_1_3_2,嘿嘿，剛剛那樣如何呀～？
E1_Pancironne_1_3_3,我的屁股著火了！！
E1_Pancironne_1_3_4,生病的孩子得打個針才行呀～！
