KEY,"Thai"
E_C19_Jun_Fluss01_01,"หนาวจัง! ทำไมต้องมาที่ภูเขาหิมะแต่เช้าตรู่แบบนี้!"
E_C19_Jun_Fluss01_02,"หืม! Rodina!?"
E_C19_Jun_Fluss01_03,"อรุณสวัสดิ์ Mitra ไม่เจอกันนานเลยนะ"
E_C19_Jun_Fluss01_04,"ได้ข่าวว่าเจ้าเลิกทำงานแล้ว ไม่นึกเลยว่าจะเจอเจ้าที่นี่"
E_C19_Jun_Fluss01_05,"อืม ข้าก็ไม่นึกว่าจะเจอเจ้านอกการแข่งขันยิงปืนของจักรวรรดิ"
E_C19_Jun_Fluss01_06,"เจ้ามาที่นี่ทำไมกัน"
E_C19_Jun_Fluss01_07,"วันนี้ข้ามาช่วย Fluss"
E_C19_Jun_Fluss01_08,"หา เจ้าด้วยเหรอ"
E_C19_Jun_Fluss01_09,"แย่แล้ว ข้าสายแล้วล่ะ เจ้าสองคนมาถึงแล้ว รอให้อีกคนมาถึงก่อน"
E_C19_Jun_Fluss01_10,"นี่มันเรื่องอะไรกัน ข้ามาที่นี่ตามคำสั่งของชายชรา แต่กลับไม่รู้รายละเอียดอะไรเพิ่มเลย.."
E_C19_Jun_Fluss01_11,"รออีกสักพัก นั่นไงนางมาแล้ว!"
E_C19_Jun_Fluss01_12,"ขอโทษ! Luna มาสายใช่ไหม"
E_C19_Jun_Fluss01_13,"(น่ารักจังเลย!)"
E_C19_Jun_Fluss01_14,"ไม่นะ เด็กคนนี้เป็นอะไรกัน นี่เรากำลังจะทำอะไรกัน"
E_C19_Jun_Fluss01_15,"พวกเจ้าทุกคนจะต้องช่วยข้าทำสิ่งนี้!"
E_C19_Jun_Fluss01_16,"เราจะตามหาดอกกุหลาบที่ไม่มีวันหลับไหลซึ่งเติบโตบนภูเขาหิมะลูกนี้เท่านั้น"
E_C19_Jun_Fluss01_17,"Luna เจ้าจำกลิ่นดอกกุหลาบแล้วขุดหิมะหาได้ไหม"
E_C19_Jun_Fluss01_18,"เอาล่ะ Luna จงดมกลิ่นกุหลาบในหิมะ โอ้ ข้าก็ได้กลิ่นเหมือนกัน"
E_C19_Jun_Fluss01_19,"ดูเหมือนว่าเจ้าจะตั้งใจให้เด็กนั่นหาเจอ แล้วเรียกเรามาที่นี่ทำไม"
E_C19_Jun_Fluss01_20,"มันไม่ง่ายอย่างนั้นหรอก เดี๋ยวเจ้าก็จะได้รู้ เตรียมตัวให้พร้อมเถอะ"
E_C19_Jun_Fluss01_21,"????"
E_C19_Jun_Fluss01_22,"นี่ ดอกกุหลาบอยู่นี่! อ๊ากกกก! ไปไกลๆ นะเจ้าปีศาจ!"
E_C19_Jun_Fluss01_23,"ไปกันเถอะ เร็วเข้า!"
E_C19_Jun_Fluss01_24,"บ้าจริง! เจ้าเป็นอะไรไหม"
E_C19_Jun_Fluss01_25,"นั่นมันตัวอะไรน่ะ"
E_C19_Jun_Fluss01_26,"ข้าขอเรียกว่าเป็นเหมือนผู้พิทักษ์ดอกกุหลาบที่ไม่หลับใหลนะ"
E_C19_Jun_Fluss01_27,"เราต้องพิชิตศัตรูตัวนี้ให้ได้ก่อนจึงจะครอบครองดอกกุหลาบได้ แสดงฝีมือให้ข้าเห็นหน่อย"
E_C19_Jun_Fluss01_28,"เราต้องลำบากขนาดนี้เพื่อดอกไม้นี่เหรอ"
E_C19_Jun_Fluss01_29,"เจ้านี่หยาบคายจริงๆ ที่ดูหมิ่นดอกกุหลาบที่ไม่มีวันสูญสิ้นความงามแม้จะถูกเด็ดไปแล้วก็ตาม"
E_C19_Jun_Fluss01_30,"ข้าจะ... ทำตามคำสั่ง"
E_C19_Jun_Fluss01_31,"ข้าน่าจะรู้ว่าจะมีปัญหาตอนชายชราบอกให้ข้ามา... บ้าจริง นี่มันยุ่งยากชัดๆ"
E_C19_Jun_Fluss01_32,"Luna จะร่วมต่อสู้ด้วย!"
E_C19_Jun_Fluss01_33,"อืม พวกเขาสู้เก่งที่สุดในจักรวรรดิแล้ว"
E_C19_Jun_Fluss01_34,"ไปเด็ดกุหลาบดอกต่อไปกันเถอะ!"
E_C19_Jun_Fluss01_35,"ตอนเย็นในวันเดียวกันนั้น"
E_C19_Jun_Fluss01_36,"ข้าไม่รู้หรอกว่าเจ้าเป็นใคร"
E_C19_Jun_Fluss01_37,"ข้ารู้จักเจ้าในนามท่านหญิงแสนดีจากเรื่องเล่าของปู่ข้า..."
E_C19_Jun_Fluss01_38,"การเสียสละของเจ้าช่วยให้ข้ากับครอบครัวรอดพ้นจนถึงวันนี้"
E_C19_Jun_Fluss01_39,"ถึงข้าอาจไม่มีโอกาสได้พบท่าน"
E_C19_Jun_Fluss01_40,"แต่ข้าชื่นชมและเทิดทูนท่านสุดหัวใจ"
E_C19_Jun_Fluss01_41,"มาฉลองวันเกิดของข้าร่วมกันเถอะ ท่านหญิงผู้เป็นนิรันดร์..."
E_C19_Jun_Shea01_01,"นี่คือวันดี Mr. Schute!"
E_C19_Jun_Shea01_02,"ใช่แล้ว Shea! ถึงเวลาแล้วล่ะวันนี้ ข้ากังวลจัง เจ้าพร้อมหรือยัง"
E_C19_Jun_Shea01_03,"พร้อมสิ! ข้าสัญญากับ Mr. Schute ไว้ปีที่แล้ว!"
E_C19_Jun_Shea01_04,"ข้าจะร้องเพลงที่จัตุรัสนี้ในวันเกิดปีที่ 16"
E_C19_Jun_Shea01_05,"ใช่แล้ว F# คือแบบนี้ แล้ว G ก็..."
E_C19_Jun_Shea01_06,"โอ๊ย หูข้า! ฮ่ะฮ่ะ ดูนิ้วเจ้าสิสั่นไปหมด! อย่ากังวลเลย ร้องตามที่ซ้อมมานั่นแหละ"
E_C19_Jun_Shea01_07,"แต่ข้าตัวสั่นไปหมดเมื่อต้องยืนต่อหน้าฝูงชน"
E_C19_Jun_Shea01_08,"ใจเย็นสิ Shea เรายังมีเวลาเหลืออยู่ มาซ้อมกันอีกนิดมา"
E_C19_Jun_Shea01_09,"ได้ ไปหาที่เงียบๆ กัน"
E_C19_Jun_Shea01_10,"ข้าจะร้องอะไรก็ได้!"
E_C19_Jun_Shea01_11,"*ฟิ้ว* *พั่บ* *พั่บ*... *ฟิ้ว*"
E_C19_Jun_Shea01_12,"มีคนกำลังมา!"
E_C19_Jun_Shea01_13,"ข้าได้ยิน...เสียงเพลงจากสวรรค์..."
E_C19_Jun_Shea01_14,"ที่นี่วังเวงพิกล คงไม่มีใครมาใช่ไหม Mr. Schute"
E_C19_Jun_Shea01_15,"อืม ข้าสัมผัสได้ถึงพลังปีศาจอันรุนแรง แต่ดีที่เจ้าจะได้ฝึกความกล้าหาญ เริ่มซ้อมกันเถอะ!"
E_C19_Jun_Shea01_16,"มาเริ่มกัน!"
E_C19_Jun_Shea01_17,"*ตึก* *ตึก*"
E_C19_Jun_Shea01_18,"อะไรน่ะ! มีคนมาจริงๆ นะ!"
E_C19_Jun_Shea01_19,"ข้าเกลียดผีที่สุด! ไม่มีทาง!"
E_C19_Jun_Shea01_20,"ตอนนี้... นั่นคือเพลงกล่อมนอนของแม่ข้า"
E_C19_Jun_Shea01_21,"*แค่ก* Shea! เราอยู่ที่ไหนกัน นั่นมันพายุทรายใช่ไหม"
E_C19_Jun_Shea01_22,"ข้าขอโทษ Mr. Schute ข้ากำลังหาที่ปลอดคนแต่ดันมาอยู่ที่นี่เฉย"
E_C19_Jun_Shea01_23,"มาซ้อมครั้งสุดท้ายแล้วกลับไปที่จัตุรัสกันเถอะ!"
E_C19_Jun_Shea01_24,"*ตึก* *พั่บ* *พั่บ* ย๊ากกก!"
E_C19_Jun_Shea01_25,"อ๊ากก! มะ...มังกร"
E_C19_Jun_Shea01_26,"อย่ากลัวเลย! ข้าแค่อยากรู้ว่าเพลงอะไรเฉยๆ เดี๋ยวสิ!"
E_C19_Jun_Shea01_27,"เกิดอะไรขึ้น...? นี่มันกลางคืนแล้วนะ!"
E_C19_Jun_Shea01_28,"ไม่เห็นมีใครเลย Mr. Schute ข้าอยากจะ... *ฮึกๆ* เล่นดนตรีให้ผู้คนฟัง..."
E_C19_Jun_Shea01_29,"ข้าควรจะเลิกร้องเพลงซะ ข้าคงเป็นนักร้องไม่ได้"
E_C19_Jun_Shea01_30,"ไม่มีนักร้องคนไหนขี้อายเท่าข้าเลย... ไม่มีเลย"
E_C19_Jun_Shea01_31,"Shea..."
E_C19_Jun_Shea01_32,"อย่าพูดแบบนั้น!"
E_C19_Jun_Shea01_33,"ไม่มีนักร้องบนสวรรค์คนไหนที่เสียงเหมือนเจ้า"
E_C19_Jun_Shea01_34,"ใช่แล้ว! เพลงของเจ้า...ทำให้ข้านึกถึงเพลงกล่อมนอนที่แม่ชอบร้องให้ฟัง"
E_C19_Jun_Shea01_35,"ข้าจำไม่ได้แล้วว่ารู้สึกสงบแบบนี้ครั้งสุดท้ายเมื่อไหร่ ข้ารู้สึกซาบซึ้งมากหลังจากได้ยินบทเพลงของเจ้า"
E_C19_Jun_Shea01_36,"นี่ อย่าคิดเลิกร้องเพลงเชียวนะ"
E_C19_Jun_Shea01_37,"เพลงของเจ้าน่ะเพราะที่สุด! เอ่อ แต่ Laias ร้องเพราะกว่านะ"
E_C19_Jun_Shea01_38,"ขอบคุณนะทุกคน..."
E_C19_Jun_Shea01_39,"แล้วพวกเจ้าเป็นใคร"
E_C19_Jun_Shea01_40,"(... เทวดา ปีศาจ แล้วก็มังกร แม้แต่จักรพรรดิยังเรียกทุกคนมารวมตัวกันแบบนี้ไม่ได้นะ Shea)"
E_C19_Jun_Shea01_41,"(ตอนนี้มีคนมาเป็นแฟนคลับเราเพิ่มอีก 3 คนแล้ว! ฮี่ฮี่)"
E_C19_Jun_Nicky01_01,"วันนี้นี่!"
E_C19_Jun_Nicky01_02,"ข้าควรเก็บกวาดไหม"
E_C19_Jun_Nicky01_03,"ขอบคุณที่มาร่วมกิจกรรมที่มีขึ้นแค่ปีละหนในวันนี้"
E_C19_Jun_Nicky01_04,"สุภาพบุรุษและสุภาพสตรี ยินดีต้อนรับสู่การแข่งขันต่อสู้หลบหลีก!"
E_C19_Jun_Nicky01_05,"ข้าขอแนะนำไวกิ้งแสนสวย แชมเปี้ยนของปีที่แล้ว!"
