KEY,ChineseSimplified
E_C19_Dec_Pavel01_01,……
E_C19_Dec_Pavel01_02,这么看来…真是百感交集啊。
E_C19_Dec_Pavel01_03,虽虚幻却并不想放走…
E_C19_Dec_Pavel01_04,那种隐约的感觉…一直在脑海中打转。
E_C19_Dec_Pavel01_05,（在这里，这冰冷的地下，阿莱特的肉身应该会永眠于此吧。）
E_C19_Dec_Pavel01_06,（只有僵硬的冰冷尸体…会取代她的空位。）
E_C19_Dec_Pavel01_07,（但是…）
E_C19_Dec_Pavel01_08,好冰…
E_C19_Dec_Pavel01_09,这里的寒冷气息，我还以为我永远都不会触碰到…
E_C19_Dec_Pavel01_10,冷到骨子里的酷寒在我的身体里四处冲撞…
E_C19_Dec_Pavel01_11,在我醒来的时候，正面临第九十次冬天。
E_C19_Dec_Pavel01_12,还有…今天是第一百次冬天。
E_C19_Dec_Pavel01_13,…原来如此。
E_C19_Dec_Pavel01_14,明知道可能会死却还是把长矛指向我的那副面孔…
E_C19_Dec_Pavel01_15,那就像无限流逝的时间里，心灵被不断侵蚀，却始终无法摆脱的…
E_C19_Dec_Pavel01_16,哀苦的迫切感。
E_C19_Dec_Pavel01_17,但那男人的思念…
E_C19_Dec_Pavel01_18,和现在我所感受到的思念有明显的不同。
E_C19_Dec_Pavel01_19,而且随着差异，
E_C19_Dec_Pavel01_20,要承受的痛苦也会有所不同吧…
E_C19_Dec_Pavel01_21,（想要遇到在某处活着的珍重之人的感情和…）
E_C19_Dec_Pavel01_22,（不得不送走再也见不到的人的感情…）
E_C19_Dec_Pavel01_23,我担心你。
E_C19_Dec_Pavel01_24,虽然现在我们在一起…
E_C19_Dec_Pavel01_25,但是我们走了之后…不就又剩你自己一个了嘛。
E_C19_Dec_Pavel01_26,（是啊…想起来了。）
E_C19_Dec_Pavel01_27,（当时与某个灭绝的王国的幸存者一起出现的你，面容很憔悴。）
E_C19_Dec_Pavel01_28,（但是你和其他人类不一样。）
E_C19_Dec_Pavel01_29,（我以为你们是绊脚石，想赶走你们…但你始终都是温柔以对。）
E_C19_Dec_Pavel01_30,（说实话，我曾经认为你很烦，常常对你发脾气…）
E_C19_Dec_Pavel01_31,（但是至少和你聊天的那段时间觉得还是挺不错的。）
E_C19_Dec_Pavel01_32,这么一想也想起来了。
E_C19_Dec_Pavel01_33,今天零食装的是什么，还有什么时候开始喜欢凯尔的…
E_C19_Dec_Pavel01_34,还有小时候凯尔带着玛莉亚和自己去哪里玩…
E_C19_Dec_Pavel01_35,回想一下，这些都是极其私人的故事。
E_C19_Dec_Pavel01_36,（但是奇怪的是听她讲这些故事…好像也没那么无聊。）
E_C19_Dec_Pavel01_37,那个，帕菲…
E_C19_Dec_Pavel01_38,总有一天…有能理解你的人…
E_C19_Dec_Pavel01_39,刚才是什么呢？好像是非常重要的记忆…
E_C19_Dec_Pavel01_40,…没有人吗？
E_C19_Dec_Pavel01_41,露伊希亚到现在也没有消息的样子…
E_C19_Dec_Pavel01_42,罗迪娜…
E_C19_Dec_Pavel01_43,嘿嘿～幸好比我想象中的还要快找到！
E_C19_Dec_Pavel01_44,希望帕菲会喜欢！
E_C19_Dec_Pavel01_45,罗迪娜。
E_C19_Dec_Pavel01_46,帕菲，你已经到了啊！太好了。正好我要给你…
E_C19_Dec_Pavel01_47,帕菲？
E_C19_Dec_Pavel01_48,…像今天这样风雪交加的日子，还是早点回来比较好。
E_C19_Dec_Pavel01_49,帕菲，你是在担心我吗？
E_C19_Dec_Pavel01_50,只是村庄有点事所以才晚了，你不必太担心。
E_C19_Dec_Pavel01_51,先不说这个，我有东西一定要给你。
E_C19_Dec_Pavel01_52,要给我东西？
E_C19_Dec_Pavel01_53,生日快乐，帕菲！你最近好像有很多烦恼，所以我特地为你准备了这个。
E_C19_Dec_Pavel01_54,生日…？
E_C19_Dec_Pavel01_55,不久前帕菲你不是跟我说过吗？
E_C19_Dec_Pavel01_56,说你想起了曾在这个时候，从某人那里接受过祝贺。
E_C19_Dec_Pavel01_57,那个意思不就是今天是生日的意思吗？
E_C19_Dec_Pavel01_58,我…难道是我弄错了吗？
E_C19_Dec_Pavel01_59,就算有一天没有我…
E_C19_Dec_Pavel01_60,我希望能有人可以理解你。
E_C19_Dec_Pavel01_61,会为你抱屈，有时还为你准备礼物…
E_C19_Dec_Pavel01_62,希望有那样的人陪伴在你身边。
E_C19_Dec_Pavel01_63,（原来是这样…那时候的阿莱特…分明对我说过那样的话。）
E_C19_Dec_Pavel01_64,（理解我…还有陪伴我的人…）
E_C19_Dec_Pavel01_65,帕菲…？
E_C19_Dec_Pavel01_66,我会好好用的。
E_C19_Dec_Rodina01_01,……
