KEY,Spanish
Sub1_Rephy_1_1_1,Guía de la Estrella azul
Sub1_Rephy_1_1_2,"Detrás de cada vida, hay un alma."
Sub1_Rephy_1_1_3,"Aunque la vida llegue a su fin,"
Sub1_Rephy_1_1_4,el alma permanece en este Mundo de luz.
Sub1_Rephy_1_1_5,"Regresarán al hogar de las almas,"
Sub1_Rephy_1_1_6,la Estrella azul.
Sub1_Rephy_1_1_7,"En el jardín de Asiphia, Reina de la estrella azul,"
Sub1_Rephy_1_1_8,reposan en paz.
Sub1_Rephy_1_1_9,Esperan hasta que son invocadas nuevamente por Lua
Sub1_Rephy_1_1_10,para regresar al Mundo de luz.
Sub1_Rephy_1_1_11,"Por supuesto, no todas las almas lo logran."
Sub1_Rephy_1_1_12,Solo aquellas que logran cruzar el Puente de las estrellas
Sub1_Rephy_1_1_13,pueden llegar a la Estrella azul.
Sub1_Rephy_1_1_14,Las almas que se pierden en el camino hacia el Puente de las estrellas
Sub1_Rephy_1_1_15,quedarán manchadas por la oscuridad.
Sub1_Rephy_1_1_16,Es por eso que necesitan guías espirituales.
Sub1_Rephy_1_1_17,"Para que las almas no se pierdan en el camino,"
Sub1_Rephy_1_1_18,con lámparas que iluminan las Colinas brumosas...
Sub1_Rephy_1_1_19,.............................................
Sub1_Rephy_1_1_20,¿Estás escuchando?
Sub1_Rephy_1_1_21,Rephy... ¡Rephy! ¡Rephy!
Sub1_Rephy_1_2_1,¿Eh? ¡No estaba durmiendo!
Sub1_Rephy_1_2_2,Rephy! ¿Cómo pudiste? ¿Cuántas veces van ya?
Sub1_Rephy_1_2_3,Te cuento sobre nuestro trabajo más importante con la Tribu Tamian y te duermes...
Sub1_Rephy_1_2_4,¿Qué? ¡No! ¡Rephy estuvo escuchando todo el tiempo!
Sub1_Rephy_1_2_5,Podemos usar la Lámpara de Dios que nos dio el centinela de la Estrella azul
Sub1_Rephy_1_2_6,e iluminar las Colinas brumosas... ¿con fuego?
Sub1_Rephy_1_2_7,¿De qué estás hablando?
Sub1_Rephy_1_2_8,"¡Escucha! Iluminaremos las Colinas brumosas como un faro, ¡con una brillante luz!"
Sub1_Rephy_1_2_9,"Luego, haremos que el Puente de las estrellas brille de nuevo para que las almas perdidas logren llegar a la Estrella azul..."
Sub1_Rephy_1_2_10,Zzz... Zzz...
Sub1_Rephy_1_2_11,¿Te dormiste de nuevo...?
Sub1_Rephy_1_2_12,*Suspiro...* ¿Por qué el sabio eligió a este abúlico chico antes de irse a la Estrella azul...?
Sub1_Rephy_1_2_13,¿Qué hice de malo...? ¿Por qué debo hacerme cargo de este chico?
Sub1_Rephy_1_2_14,¿Eh? *Sniff* Eso es... ¡Huelo algo! ¡Ey! ¡Huelo algo!
Sub1_Rephy_1_2_15,¿¡Cómo te atreves!? ¡Yo no huelo! ¡Me bañé hace solo un mes...
Sub1_Rephy_1_2_16,No... Espera. ¡Debe ser...!
Sub1_Rephy_1_2_17,"Es el olor de la oscuridad... ¡Sí, puedo sentir un aroma muy aterrador!"
Sub1_Rephy_1_2_18,¡Son las almas oscuras!
Sub1_Rephy_1_2_19,"¡Rephy, alto! ¡No puedes ir solo!"
Sub1_Rephy_1_3_1,Ese asqueroso olor... Todas esas almas oscuras. ¡Son demonios!
Sub1_Rephy_1_3_2,¿¡Cómo se atreven a venir al Pueblo del alumbrador!?
Sub1_Rephy_1_3_3,¡Almas del bosque! ¡Ayúdenme!
Sub1_Rephy_1_4_1,"¡Je, je! ¡Ahora saben lo que puede hacer Rephy, el guía espiritual! ¿Qué les parece?"
Sub1_Rephy_1_4_2,¡¿Tú!?
Sub1_Rephy_1_4_3,.....................................
Sub1_Rephy_1_4_4,Eres Tamian... ¿¡Cómo puedes ser un alma oscura!?
Sub1_Rephy_1_4_5,Vayamos juntas... almas de luz... todas...
Sub1_Rephy_1_4_6,hacia... el abismo oscuro...
Sub1_Rephy_1_4_7,¿De ninguna manera! ¿Puedes oírme? ¡Despierta!
Sub1_Rephy_1_4_8,¡Por aquí! ¡Sigue esta lámpara! ¡No te acerques a la oscuridad!
Sub1_Rephy_1_5_1,¿Qué sucede?
Sub1_Rephy_1_5_2,Nadie puede entrar al Pueblo del alumbrador en el Bosque de Elidora sin nuestro permiso... ¿Cómo llegaron hasta aquí los demonios?
Sub1_Rephy_1_5_3,¿Esa alma oscura pertenecía a nuestra tribu?
Sub1_Rephy_1_5_4,Sí...
Sub1_Rephy_1_5_5,No... pude salvarlo. Le repetía que se aleje de la oscuridad...
Sub1_Rephy_1_5_6,Encendí la Lámpara de Dios... ¿Por qué no funcionó?
Sub1_Rephy_1_5_7,¡Me dijiste que todas las almas podían cruzar el Puente de las estrellas sin problemas cuando encendiéramos la lámpara!
Sub1_Rephy_1_5_8,Rephy... Cálmate. Se necesita más que la Lámpara de Dios.
Sub1_Rephy_1_5_9,Te dije que tenemos que hacerlo en las Colinas brumosas para que se guíen con la luz.
Sub1_Rephy_1_5_10,Entonces... Si enciendo la lámpara en las Colinas brumosas...
Sub1_Rephy_1_5_11,"¿Todas podrán regresar a la Estrella azul, el hogar de las almas?"
Sub1_Rephy_1_5_12,Por supuesto. Entonces... realmente estabas prestando atención.
Sub1_Rephy_1_5_13,Los lugares más oscuros a lo largo del Puente de las estrellas son las Colinas brumosas.
Sub1_Rephy_1_5_14,"Si alguien se pierde allí, se convierte en un alma oscura en seguida."
Sub1_Rephy_1_5_15,"Uff, menos mal."
Sub1_Rephy_1_5_16,"Por un momento, creí que esa historia sobre la Lámpara de Dios era mentira."
Sub1_Rephy_1_5_17,¿¡Cómo te atreves!? ¡La Lámpara de Dios es el tesoro más preciado de la Tribu Tamian!
Sub1_Rephy_1_5_18,"¡Es la forma en que nuestra tribu lleva a cabo su divina tarea encomendada por el Dios dragón Giacobini, el centinela de la Estrella azul!"
Sub1_Rephy_1_5_19,Deberíamos iluminar el Puente de las estrellas con la lámpara para guiar a las almas de luz hacia la Estrella azul.
Sub1_Rephy_1_5_20,"Ahora entiendo. Guau, Sr. Giaco, ¡realmente sabe mucho!"
Sub1_Rephy_1_5_21,"Oh... Me duele la cabeza, no debería hablar."
Sub1_Rephy_1_5_22,Pero estoy un poco sorprendido... Incluso las almas de la Tribu Tamian pueden contaminarse con la oscuridad...
Sub1_Rephy_1_5_23,Las Colinas brumosas deben estar cerca... Maldición.
Sub1_Rephy_1_5_24,"Llegó la hora. ¡Ejem! ¡Yo, líder de la Tribu Tamian, invoco a Rephy, el guía espiritual!"
Sub1_Rephy_1_5_25,"Sí, sí. Aquí estoy. ¿Qué quieres?"
Sub1_Rephy_1_5_26,Te ordeno que encuentres las Colinas brumosas en este mundo y que las iluminen con la Lámpara de Dios.
Sub1_Rephy_1_5_27,Abandona el Pueblo del alumbrador ahora mismo.
Sub1_Rephy_1_5_28,"Muy bien, me voy, entonces. ¡Nos vemos!"
