KEY,ChineseSimplified
Sub1_Theo_1_1_1,希欧的序
Sub1_Theo_1_1_2,遇见了妳我才了解到。
Sub1_Theo_1_1_3,这个世界原来这么美丽。
Sub1_Theo_1_1_4,对于以前除了打斗之外，什么都不会的我来说
Sub1_Theo_1_1_5,「你」的存在，就如同太阳一般耀眼。
Sub1_Theo_1_1_6,无数的花朵将大地渲染成缤纷的色彩，
Sub1_Theo_1_1_7,站在花丛中的你如此美丽，我向那样的你屈膝的那一天。
Sub1_Theo_1_1_8,花朵绽放地五颜六色，在花丛中，
Sub1_Theo_1_1_9,注视著我的你，颊上绽放的那一抹红晕
Sub1_Theo_1_1_10,完全掳获了我心的那一天。
Sub1_Theo_1_1_11,我的名字是希欧・菲尔・格雷厄姆。
Sub1_Theo_1_1_12,我是只为你而活的一把长矛，你的专属骑士。
Sub1_Theo_1_1_13,向我过去的生活告别，
Sub1_Theo_1_1_14,遇见妳并展开新人生的那一天。
Sub1_Theo_1_1_15,你握住我那因为使用数十年长矛而长满硬茧的双手的那一天。
Sub1_Theo_1_1_16,你用你的温暖怀抱了我这个身上始终沾染他人的鲜血，
Sub1_Theo_1_1_17,漠然伫立的无用之人的那一天。
Sub1_Theo_1_1_18,我毫不留恋地舍弃了我的过去，
Sub1_Theo_1_1_19,郑重地握著你的手，诚心发誓。
Sub1_Theo_1_1_20,是的，迈向你的路上，天空永远是晴朗的。
Sub1_Theo_1_1_21,就连呼啸的狂风
Sub1_Theo_1_1_22,也能让我忆起你那双温柔的双手。
Sub1_Theo_1_1_23,没错...就在那一天，
Sub1_Theo_1_1_24,那一天我失去了你...然后我才了解，
Sub1_Theo_1_1_25,即使是很短暂的一瞬间，
Sub1_Theo_1_1_26,我的人生中再也不会
Sub1_Theo_1_1_27,再也不会有如同与你相遇之日一般灿烂的一天了。
Sub1_Theo_1_1_28,我多么渴望，
Sub1_Theo_1_1_29,你能在我睡着时，在我身边与我一同进入梦乡。
Sub1_Theo_1_1_30,....最终我的愿望实现了。
Sub1_Theo_1_1_31,....我好想见你一面....
Sub1_Theo_2_1_1,我的长矛啊！人们有危险了。
Sub1_Theo_2_1_2,快，去阻止暴走的哥布林吧。
Sub1_Theo_2_1_3,可是，殿下！
Sub1_Theo_2_1_4,不用担心我，我会撑住的。
Sub1_Theo_2_1_5,直到你回来为止...
Sub1_Theo_2_1_6,可是！
Sub1_Theo_2_1_7,希欧...
Sub1_Theo_2_2_1,妳离开以后，这个地方什么都不剩了。
Sub1_Theo_2_2_2,经过了一百多年，还是什么都没有留下。
Sub1_Theo_2_2_3,克莱儿公国...
Sub1_Theo_2_2_4,曾经一时兴盛的克莱儿公国，现在到处都找不到踪影了。
Sub1_Theo_2_2_5,...！？
Sub1_Theo_2_3_1,就算是圣剑的力量...
Sub1_Theo_2_3_2,竟然要一个小鬼来承受...
Sub1_Theo_2_3_3,还有那个叛徒，竟然将我心血结晶的女儿...
Sub1_Theo_2_3_4,这下没有剩余的尸身了...
Sub1_Theo_2_3_5,公国的可是最适合的呢....
Sub1_Theo_2_3_6,早知道就多抓几个当实验品了。
Sub1_Theo_2_4_1,你...
Sub1_Theo_2_4_2,你...
Sub1_Theo_2_4_3,你...！！
Sub1_Theo_2_4_4,什、什么？
Sub1_Theo_2_5_1,啊啊！
