KEY,ChineseSimplified
E_C19_Feb_Lewisia01_01,红色满月…是今天吗？
E_C19_Feb_Lewisia01_02,呵呵呵…
E_C19_Feb_Lewisia01_03,今天想做点不一样的事～
E_C19_Feb_Lewisia01_04,（过了一会）
E_C19_Feb_Lewisia01_05,露儿…啊…不是，露伊希亚叫我…有什么事情吗？
E_C19_Feb_Lewisia01_06,哈哈，随意点也没关系的，高尔，露儿也是我没错啊。
E_C19_Feb_Lewisia01_07,那…那就像之前一样，叫你露…露儿吧…
E_C19_Feb_Lewisia01_08,呵。
E_C19_Feb_Lewisia01_09,宴会邀请？露伊希亚你？太阳打西边出来了吗？还有这小野蛮人朋友也在啊。
E_C19_Feb_Lewisia01_10,你竟然要举办宴会，真是无奇不有啊。
E_C19_Feb_Lewisia01_11,菲洛普、帕菲，欢迎。
E_C19_Feb_Lewisia01_12,（矮人王和冰龙魔法师…）
E_C19_Feb_Lewisia01_13,我是最后一个客人吗？露伊希亚？
E_C19_Feb_Lewisia01_14,欢迎，罗兰。
E_C19_Feb_Lewisia01_15,（森林贤者…）
E_C19_Feb_Lewisia01_16,好久不见，露伊希亚。
E_C19_Feb_Lewisia01_17,收到你的邀请，在来的路上仔细想了想，你生日好像就是这时候。
E_C19_Feb_Lewisia01_18,露儿的生日…！
E_C19_Feb_Lewisia01_19,是的，今天是我看见红月亮的日子。
E_C19_Feb_Lewisia01_20,长久地呆在人类之间生活，我好像也稍微产生了些人类的感性。
E_C19_Feb_Lewisia01_21,让我突然想要获得人类所谓的生日祝福。
E_C19_Feb_Lewisia01_22,说是这样说，但你邀请的对象里
E_C19_Feb_Lewisia01_23,也只有这个小朋友是人类啊，还真是矛盾，哈哈哈哈哈。
E_C19_Feb_Lewisia01_24,呵呵呵，所以我和高尔的缘份对我来说很珍贵。
E_C19_Feb_Lewisia01_25,在孤儿院那段短暂的时间里，高尔也经常帮小朋友们过生日。
E_C19_Feb_Lewisia01_26,能…能跟拯救世界的英雄齐聚一堂，我也觉得很荣幸。
E_C19_Feb_Lewisia01_27,呵呵呵…真是个善良单纯的青年，我能强烈地感受到你身上有着寒冰精怪的庇护。
E_C19_Feb_Lewisia01_28,噢…噢…
E_C19_Feb_Lewisia01_29,还只是个力量不足的小孩而已。
E_C19_Feb_Lewisia01_30,我们是不是该切入正题了？
E_C19_Feb_Lewisia01_31,啊对！好吧。
E_C19_Feb_Lewisia01_32,谨代表森林的精灵和精怪们，向纯净的赤光支配者献上祝贺。
E_C19_Feb_Lewisia01_33,哈啊…罗兰。那种问候在正式场合进行就好了。
E_C19_Feb_Lewisia01_34,托你的福气氛突然变得好严肃。
E_C19_Feb_Lewisia01_35,呃，我不是想这样的…
E_C19_Feb_Lewisia01_36,那就简单地跟你說声生日快乐～露伊希亚，这是礼物。
E_C19_Feb_Lewisia01_37,这里聚集了许多蕴含小精怪气息的露珠，有助于回复魔力。
E_C19_Feb_Lewisia01_38,哈哈哈，罗兰和我想的一样啊。
E_C19_Feb_Lewisia01_39,我在旅行中获得了蕴含了纯粹魔力的魔力石，也想着遇到露伊希亚时要拿出来呢。
E_C19_Feb_Lewisia01_40,生日快乐，露伊希亚，收下吧。
E_C19_Feb_Lewisia01_41,生日快乐，收下吧，这是蕴含了冰龙魔力的雪结晶。
E_C19_Feb_Lewisia01_42,好像也不需要另外说明了。
E_C19_Feb_Lewisia01_43,呃…虽然来不及准备礼物，但祝你生日快乐，露儿。
E_C19_Feb_Lewisia01_44,他们和我相识已久，对我的事都清楚，所以才提前准备了礼物的。
E_C19_Feb_Lewisia01_45,只是时机刚刚好而已，并不是希望得到礼物才邀请大家的，所以不要有负担。
E_C19_Feb_Lewisia01_46,这次邀请大家，只是因为我想跟人类一样收到生日祝福。
E_C19_Feb_Lewisia01_47,但是…
E_C19_Feb_Lewisia01_48,下次生日的时候我一定会记得带礼物的！
E_C19_Feb_Lewisia01_49,呵呵…好！高尔的心意我一定会牢牢记住的。
E_C19_Feb_Lewisia01_50,那麼現在就正式開始生日晚宴吧，今晚尽情享受吧～
E_C19_Feb_Sonia01_01,米芮安～
E_C19_Feb_Sonia01_02,米芮安～
E_C19_Feb_Sonia01_03,额…去哪了呢？
E_C19_Feb_Sonia01_04,（啪！）
E_C19_Feb_Sonia01_05,米芮安？
E_C19_Feb_Sonia01_06,哎呦，原来是索妮亚呀！
E_C19_Feb_Sonia01_07,有什么急事吗？
E_C19_Feb_Sonia01_08,啊，爷爷。您有看到米芮安吗？
E_C19_Feb_Sonia01_09,米芮安？
E_C19_Feb_Sonia01_10,嗯…我也不知道她去哪了。
E_C19_Feb_Sonia01_11,嗯，我知道了，谢谢您，爷爷。
E_C19_Feb_Sonia01_12,在这种事情上使用能力虽然有点…
E_C19_Feb_Sonia01_13,...（啪唧）
E_C19_Feb_Sonia01_14,…
E_C19_Feb_Sonia01_15,…找到了。米芮安随身携带的魔法短剑的电反应…
E_C19_Feb_Sonia01_16,很好，原来在这边。
E_C19_Feb_Sonia01_17,咦？这是什么，这个瓶子是？
E_C19_Feb_Sonia01_18,!!!
E_C19_Feb_Sonia01_19,咳咳…这是什么呀？这粉末是…？
E_C19_Feb_Sonia01_20,好像有点眼熟…哎，是米芮安的恶作剧吗？
E_C19_Feb_Sonia01_21,再次探测…
E_C19_Feb_Sonia01_22,呃…！（啪唧）
E_C19_Feb_Sonia01_23,这个粉末是什么啊？电气信号朝四面八方发射，根本没办法探测嘛！
E_C19_Feb_Sonia01_24,…这个，得好一会不能用探测了…
E_C19_Feb_Sonia01_25,嗯？纸条…
E_C19_Feb_Sonia01_26,引诱成功！
E_C19_Feb_Sonia01_27,嘿嘿，这阵子收集雅那地掉下的粉末都是值得的～
E_C19_Feb_Sonia01_28,索妮亚到底会怎样出来呢？
E_C19_Feb_Sonia01_29,米芮安…竟然突然玩起捉迷藏，这是干什么呢。
E_C19_Feb_Sonia01_30,算了，应该没关系吧。
E_C19_Feb_Sonia01_31,那我就来好好抓人吧！
E_C19_Feb_Sonia01_32,因为没法使用探测…得用别的方法。
E_C19_Feb_Sonia01_33,发现米芮安了！
E_C19_Feb_Sonia01_34,…哎哎？！怎么这这这么快…
E_C19_Feb_Sonia01_35,你忘了吗？
E_C19_Feb_Sonia01_36,我有这个戒指啊。
E_C19_Feb_Sonia01_37,…
E_C19_Feb_Sonia01_38,呜呜，你这是犯规～
E_C19_Feb_Sonia01_39,捉迷藏哪有什么犯规。
E_C19_Feb_Sonia01_40,既然我找到米芮安你了，算我赢了吧？
E_C19_Feb_Sonia01_41,…呵呵呵。
E_C19_Feb_Sonia01_42,不是！是我赢了！
E_C19_Feb_Sonia01_43,索妮亚姐姐，生日快乐！
E_C19_Feb_Sonia01_44,索妮亚，生日快乐！/生日快乐，索妮亚～
E_C19_Feb_Sonia01_45,…哎？
E_C19_Feb_Sonia01_46,以前这个时候你总是在旅行，所以没有机会…
E_C19_Feb_Sonia01_47,弟弟妹妹们说趁这次机会，一定要为你庆祝。
E_C19_Feb_Sonia01_48,多亏米芮安吸引了索妮亚的注意力，我们才能准备地这么完全。
E_C19_Feb_Sonia01_49,辛苦了，米芮安。
E_C19_Feb_Sonia01_50,嘿嘿嘿，不客气，爷爷。
E_C19_Feb_Sonia01_51,和索妮亚玩捉迷藏我也很开心。
E_C19_Feb_Sonia01_52,…
E_C19_Feb_Sonia01_53,…谢谢。
E_C19_Feb_Dakaris01_01,嗯…今天也是一个不错的一天。
E_C19_Feb_Dakaris01_02,话说，贴在门上的这张纸条是…
E_C19_Feb_Dakaris01_03,达卡里斯叔叔，今天这没有什么事，你就在本部休息休息吧！
E_C19_Feb_Dakaris01_04,我来准备贤者会喜欢的礼物～
E_C19_Feb_Dakaris01_05,哈哈哈…
E_C19_Feb_Dakaris01_06,准备礼物什么的，我觉得不需要呢…
E_C19_Feb_Dakaris01_07,但是这样有人帮我过生日好像也很不错。
E_C19_Feb_Dakaris01_08,那么，我就静静地等一下好了…
E_C19_Feb_Dakaris01_09,呃嗯…
E_C19_Feb_Dakaris01_10,怎么总感觉缺了点东西呢。
E_C19_Feb_Dakaris01_11,啊哈哈哈…是吗…？
E_C19_Feb_Dakaris01_12,我觉得够了呀…
E_C19_Feb_Dakaris01_13,不是，我不是说菜不够多。
E_C19_Feb_Dakaris01_14,嗯，怎么说呢。就是…心意吧？
E_C19_Feb_Dakaris01_15,好吃的其实随时都能吃到嘛。
E_C19_Feb_Dakaris01_16,而且我看他有空的时候也常常去找美食店吃。
E_C19_Feb_Dakaris01_17,他上次不是也去探访美食店了吗？
E_C19_Feb_Dakaris01_18,嗯，说得也对啊。
E_C19_Feb_Dakaris01_19,啊，那送他一本书怎么样？
E_C19_Feb_Dakaris01_20,他习惯每天看书，如果送他一本他感兴趣的书的话应该会喜欢吧？
E_C19_Feb_Dakaris01_21,呃嗯，那我们得找找他应该没看过的书了。
E_C19_Feb_Dakaris01_22,好，那把弄好的饭菜先放一边等会儿再端过来…
E_C19_Feb_Dakaris01_23,现在就去找书吧～～～
E_C19_Feb_Dakaris01_24,呃啊啊～慢点嘛～～
E_C19_Feb_Dakaris01_25,嗯，很好。
E_C19_Feb_Dakaris01_26,这书店的气氛有点不寻常…
E_C19_Feb_Dakaris01_27,会不会有我们想要的东西啊？
E_C19_Feb_Dakaris01_28,你好～
E_C19_Feb_Dakaris01_29,有人吗？
E_C19_Feb_Dakaris01_30,呃嗯…奇怪…
E_C19_Feb_Dakaris01_31,嗯，怎么没有人呢…
E_C19_Feb_Dakaris01_32,先看一下总该没问题吧？
E_C19_Feb_Dakaris01_33,…虽然有点阴森森的…好吧！
E_C19_Feb_Dakaris01_34,先找找看…
E_C19_Feb_Dakaris01_35,……
E_C19_Feb_Dakaris01_36,是有找到了几本书…
E_C19_Feb_Dakaris01_37,有这样的…也有那样的…
E_C19_Feb_Dakaris01_38,嗯，我也是重点找了些有点深奥且神奇的书，
E_C19_Feb_Dakaris01_39,我们应该找谁结账啊？
E_C19_Feb_Dakaris01_40,……
E_C19_Feb_Dakaris01_41,哇，吓到我了！！！
E_C19_Feb_Dakaris01_42,我的妈呀！
E_C19_Feb_Dakaris01_43,…？？？
E_C19_Feb_Dakaris01_44,客人…结账在…
E_C19_Feb_Dakaris01_45,啊哈哈哈哈…
E_C19_Feb_Dakaris01_46,哎呀，太丢人了…
E_C19_Feb_Dakaris01_47,对…对呀。
E_C19_Feb_Dakaris01_48,他人看着很好呢…
E_C19_Feb_Dakaris01_49,就是太被吓到了…
E_C19_Feb_Dakaris01_50,一开始以为是不死族呢…
E_C19_Feb_Dakaris01_51,…哈哈哈，是吧？！不是只有我一个人的错觉吧？！
E_C19_Feb_Dakaris01_52,呼…
E_C19_Feb_Dakaris01_53,应该是因为担心我们，都用书本做床给我们休息…
E_C19_Feb_Dakaris01_54,还给我们打折…
E_C19_Feb_Dakaris01_55,哈哈哈…
E_C19_Feb_Dakaris01_56,关于这件事就当作是我们俩的秘密吧…
E_C19_Feb_Dakaris01_57,…那当然了。
E_C19_Feb_Dakaris01_58,啊哈哈哈…
E_C19_Feb_Dakaris01_59,达卡里斯叔叔，生日快乐！！
E_C19_Feb_Dakaris01_60,哦哦哦，准备得这么丰盛啊。
E_C19_Feb_Dakaris01_61,太感谢你们了。
E_C19_Feb_Dakaris01_62,来，叔叔，这是你的生日礼物！
E_C19_Feb_Dakaris01_63,虽然我不太清楚是讲什么内容的书…
E_C19_Feb_Dakaris01_64,就在往下面走两个巷子的那边书店里买的…
E_C19_Feb_Dakaris01_65,哦，那个书店我知道。
E_C19_Feb_Dakaris01_66,那边书店的老板人很好…
E_C19_Feb_Dakaris01_67,就是太害羞了，天天戴着兜帽。
E_C19_Feb_Dakaris01_68,啊哈哈哈…
E_C19_Feb_Dakaris01_69,嗯？发生什么事了吗？
E_C19_Feb_Dakaris01_70,不，没有什么事！哈哈哈哈…
E_C19_Feb_Dakaris01_71,先不说这些，我们先吃怎么样？
E_C19_Feb_Dakaris01_72,不然菜要凉了…
E_C19_Feb_Dakaris01_73,啊，也是。
E_C19_Feb_Dakaris01_74,那么，我就要开动了。
E_C19_Feb_Dakaris01_75,但是一个人吃的话会有点孤单，不如你们俩陪我吃好不好？
E_C20_Feb_Hanus01_1,卡菈～！！
E_C20_Feb_Hanus01_2,你猜今天是什么日子？
E_C20_Feb_Hanus01_3,哔哔－2月5日。
E_C20_Feb_Hanus01_4,确认原数据、检查有无新数据。
E_C20_Feb_Hanus01_5,今天是备份哈奴斯的战斗数据，
E_C20_Feb_Hanus01_6,更新我的战斗数据的日子，还有…
E_C20_Feb_Hanus01_7,说对了～！
E_C20_Feb_Hanus01_8,嘻嘻，哈奴斯在奥勒贝尔，真是万幸啊。
E_C20_Feb_Hanus01_9,在奥勒贝尔，没什么人使用枪械，
E_C20_Feb_Hanus01_10,所以很难给卡菈找到适合的数据。
E_C20_Feb_Hanus01_11,确实在哈奴斯的帮助之下，
E_C20_Feb_Hanus01_12,胜率提升到了20.14%，战斗时机体破损率降低到了0.4%。
E_C20_Feb_Hanus01_13,所以，今天…
E_C20_Feb_Hanus01_14,也就是说，收到数据的话，卡菈称霸奥勒贝尔也不在话下～！
E_C20_Feb_Hanus01_15,不，主人，今天…
E_C20_Feb_Hanus01_16,好啦，卡菈，走吧！！
E_C20_Feb_Hanus01_17,这样还能大赚一笔这个月的研究经费呢～！太棒了～！
E_C20_Feb_Hanus01_18,……
E_C20_Feb_Hanus01_19,什…么！？
E_C20_Feb_Hanus01_20,怎么可能！哈奴斯不在？
E_C20_Feb_Hanus01_21,每月5日都是我预先约定好的日子呀！
E_C20_Feb_Hanus01_22,哈哈…那今天看起来也不太可能了。
E_C20_Feb_Hanus01_23,其实，哈奴斯的父亲联系过我们。
E_C20_Feb_Hanus01_24,哈奴斯说她想在今年生日时回到原职，
E_C20_Feb_Hanus01_25,但却收到了「绝对不可以」的回答。
E_C20_Feb_Hanus01_26,呜呜…怎么会这样…
E_C20_Feb_Hanus01_27,诶？等一下！！你说今天是哈奴斯的生日！？
E_C20_Feb_Hanus01_28,主人，好几次都想跟您说，
E_C20_Feb_Hanus01_29,但您却因为更新消息进入了极为兴奋的状态，所以没听见。
E_C20_Feb_Hanus01_30,哈奴斯也做了各种各样的准备，真的很遗憾。
E_C20_Feb_Hanus01_31,这次就抱歉了，您下次再来，可以吗？
E_C20_Feb_Hanus01_32,嗯嗯…既然这样，那也没办法了…
E_C20_Feb_Hanus01_33,…嗯，也不是啊…！
E_C20_Feb_Hanus01_34,你刚是说，不知道哈奴斯现在去了哪儿是吧？
E_C20_Feb_Hanus01_35,是的，但她说不会太晚回来的。
E_C20_Feb_Hanus01_36,好的！谢谢你，薇若妮卡！！
E_C20_Feb_Hanus01_37,走，卡菈！！
E_C20_Feb_Hanus01_38,主人，这边是去研究室的路。
E_C20_Feb_Hanus01_39,对啊！
E_C20_Feb_Hanus01_40,今天是哈奴斯的生日，不能就这么过去了。
E_C20_Feb_Hanus01_41,去研究室给哈奴斯制作一个武器！怎么样？
E_C20_Feb_Hanus01_42,但从到目前为止备份的哈奴斯战斗数据来看，
E_C20_Feb_Hanus01_43,她使用的武器需要细微的调整和检查。
E_C20_Feb_Hanus01_44,到今天午夜前，只剩下差不多13个小时了。
E_C20_Feb_Hanus01_45,能不能赶上截止时间，我很担心呢。
E_C20_Feb_Hanus01_46,没事没事，能赶得上！
E_C20_Feb_Hanus01_47,因为…哈哈哈…
E_C20_Feb_Hanus01_48,因为有卡菈在啊！！
E_C20_Feb_Hanus01_49,……？
E_C20_Feb_Hanus01_50,哈啊…真是够了，总拿人家当小孩。
E_C20_Feb_Hanus01_51,我在那儿可是能得到认可的！
E_C20_Feb_Hanus01_52,他们跟父亲不同，尊重我的实力…！
E_C20_Feb_Hanus01_53,有喜欢我…喜欢我的成果的人们…
E_C20_Feb_Hanus01_54,……
E_C20_Feb_Hanus01_55,哔哔，当前位置已确认，开始移动。
E_C20_Feb_Hanus01_56,找到了～！哈奴斯！！
E_C20_Feb_Hanus01_57,嗯？这个声音是…
E_C20_Feb_Hanus01_58,（对了…！！我跟安妮特有约在先呢！）
E_C20_Feb_Hanus01_59,咳咳。啊，安妮特，你怎么到这儿来了啊？
E_C20_Feb_Hanus01_60,来找你啊～！
E_C20_Feb_Hanus01_61,收集哈奴斯经常来往的路线和位置记录，
E_C20_Feb_Hanus01_62,未经24小时，搜寻成功。
E_C20_Feb_Hanus01_63,哼哼，来，那么～！！
E_C20_Feb_Hanus01_64,卡菈，开始吧！
E_C20_Feb_Hanus01_65,（要开始什么！？）
