KEY,French
MENU_ARCHIVE,Index
ARCHIVE_SELECT,Index
ARCHIVE_HERO,Héros
ARCHIVE_HERO_DESC,Vous pouvez consulter les informations sur les Héros telles que leurs profils et voix.
ARCHIVE_MONSTER,Monstres
ARCHIVE_MONSTER_DESC,Vous pouvez consulter des informations sur les monstres telles que leurs présentations et compétences.
ARCHIVE_ITEM,Objets
ARCHIVE_ITEM_DESC,Vous pouvez consulter des informations sur les objets telles que les présentations et descriptions des Armes Uniques et Reliques.
ARCHIVE_UNIQUE_WEAPON,Armes Uniques
ARCHIVE_UNIQUE_WEAPON_DESC,Vous pouvez vérifier la présentation et descriptions des Armes Uniques.
ARCHIVE_ARTIFACT,Reliques
ARCHIVE_ARTIFACT_DESC,Vous pouvez vérifier la présentation et descriptions des Reliques.
ARCHIVE_EQUIMENT,Équipements
ARCHIVE_EQUIMENT_DESC,Vous pouvez vérifier la présentation et descriptions des équipements.
ARCHIVE_NORMAL_ITEM,Objets
ARCHIVE_NORMAL_TEM_DESC,Vous pouvez vérifier la présentation et descriptions des objets communs et consommables.
ARCHIVE_TREASURE,Trésors Uniques
ARCHIVE_TREASURE_DESC,Vous pouvez vérifier la présentation et descriptions des Trésors Uniques.
ARCHIVE_COLLECT_RATE,Collection
ARCHIVE_PROFILE,Profil
ARCHIVE_HERO_SKILL_SHOW,Afficher les attributs de compétence
ARCHIVE_HERO_SKILL_HIDE,Masquer les attributs de compétence
ARCHIVE_HERO_SKILL_SHOW2,Afficher l'attribut de compétence
ARCHIVE_TRANSCEND,Transcendance
ARCHIVE_VOICE,Voix
ARCHIVE_ILLUST,Illustrations
ARCHIVE_UI_HIDE,Masquer l'interface
ARCHIVE_SHOW_ANI,Animations
ARCHIVE_HERO_NAME,Nom
ARCHIVE_HERO_TITLE,Titre
ARCHIVE_HERO_GENDER,Sexe
HERO_GENDER_MALE,Homme
HERO_GENDER_FEMALE,Femme
HERO_GENDER_PAVEL,Homme (+Femme)
HERO_GENDER_KARA,Neutre (Type féminin)
HERO_GENDER_RAVRIL,Féminin (Mais le lapin est un mâle)
ARCHIVE_HERO_RACE,Race
ARCHIVE_HERO_AGE,Âge
ARCHIVE_HERO_AGE_DESC,{1} ans
ARCHIVE_HERO_LENGTH,Taille
ARCHIVE_HERO_LENGTH_DESC,{1} cm
ARCHIVE_HERO_BIRTH,Date de naissance
ARCHIVE_HERO_BIRTH_DESC,{2}/{1}
ARCHIVE_HERO_CONSTELL,Constellation
ARCHIVE_HERO_LIKE,Héros aime
ARCHIVE_HERO_UNLIKE,Héros n'aime pas
