KEY,Vietnamese
E_C19_Apr_Morrah09_01,…
E_C19_Apr_Morrah09_02,"Hôm nay, Maria... không có ở đây."
E_C19_Apr_Morrah09_03,"A, chắc là lại đến ngày ấy rồi..."
E_C19_Apr_Morrah09_04,Thế nghĩa là... hẳn cô ấy ở đó...
E_C19_Apr_Morrah09_05,Ở mộ của anh ta...
E_C19_Apr_Morrah09_06,"Lúc ấy, ta cứ như đang đi trong một màn sương máu dày đặc."
E_C19_Apr_Morrah09_07,Không có lý do gì để nghĩ ngợi.
E_C19_Apr_Morrah09_08,Chẳng việc gì phải nghĩ ngợi.
E_C19_Apr_Morrah09_09,Tất cả những gì ta cần là một đối thủ. Vậy là đủ.
E_C19_Apr_Morrah09_10,Chúa tể bóng tối đã lệnh cho ta săn lùng loài rồng và tàn sát Trái đất.
E_C19_Apr_Morrah09_11,"Vậy nên, ta đã tiêu diệt vô số con rồng và hấp thu quyền năng của chúng."
E_C19_Apr_Morrah09_12,Đoàn quân quỷ săn rồng khát máu ngày càng mạnh mẽ hơn.
E_C19_Apr_Morrah09_13,"Nhưng trong cuộc chiến cuối cùng với gã chiến binh và đội ngũ của hắn, ta..."
E_C19_Apr_Morrah09_14,...Ủa? Sao cô lại đứng đó?
E_C19_Apr_Morrah09_15,"...!? Maria, tôi tưởng cô đi thăm mộ Oricana chứ..."
E_C19_Apr_Morrah09_16,"Đúng vậy, cũng giống như 100 năm qua thôi..."
E_C19_Apr_Morrah09_17,…
E_C19_Apr_Morrah09_18,"Maria, tôi hỏi cô một câu được không?"
E_C19_Apr_Morrah09_19,Hử?
E_C19_Apr_Morrah09_20,...Cô có... khinh miệt tôi không?
E_C19_Apr_Morrah09_21,Vì tôi đã sát hại người... được coi là nửa kia của cô...
E_C19_Apr_Morrah09_22,…
E_C19_Apr_Morrah09_23,*Thở dài* Chẳng phải ta đã từng nói về điều này sao?
E_C19_Apr_Morrah09_24,...Dĩ nhiên là đã từng có lúc tôi căm hận cô.
