KEY,Russian
E_C19_July_Maria01_1,"Так, а это точно сработает?"
E_C19_July_Maria01_2,Ха-ха. Конечно. Все сработает как надо.
E_C19_July_Maria01_3,Для меня она тоже особенный и важный человек.
E_C19_July_Maria01_4,"Я не стану морочить ей голову, как ты."
E_C19_July_Maria01_5,...
E_C19_July_Maria01_6,"Мне вот любопытно, почему ты не празднуешь вместе с ней?"
E_C19_July_Maria01_7,"Я драконикс, который убил и съел святого дракона Орикану."
E_C19_July_Maria01_8,Я не имею права праздновать день рождения кого-то столь благородного.
E_C19_July_Maria01_9,Ха-ха. Ты и правда так думаешь? Ну какая же ты прелесть.
E_C19_July_Maria01_10,"Ой, заткнись."
E_C19_July_Maria01_11,"Я сделала то, что должна была. Мы с тобой в расчете. Теперь уходи."
E_C19_July_Maria01_12,Ха-ха. Уйти сейчас?
E_C19_July_Maria01_13,И пропустить такое зрелище?
E_C19_July_Maria01_14,"Мора, где ты пропадала? Я тебя уже обыскалась."
E_C19_July_Maria01_15,"Прости. Я как раз шла, чтобы вручить тебе подарок."
E_C19_July_Maria01_16,Подарок?
E_C19_July_Maria01_17,"Надеюсь, он тебе понравится."
E_C19_July_Maria01_18,Ох!..
E_C19_July_Maria01_19,Погоди! Это еще что?
E_C19_July_Maria01_20,"Мора, прекрати!"
E_C19_July_Maria01_21,Мария...
E_C19_July_Maria01_22,Ты кто?..
E_C19_July_Maria01_23,"Это я, Орикана."
E_C19_July_Maria01_24,"Благодаря твоей подруге,"
E_C19_July_Maria01_25,"которая поглотила мой дух,"
E_C19_July_Maria01_26,я могу провести с тобой немного времени.
E_C19_July_Maria01_27,Орикана...
E_C19_July_Maria01_28,С днем рождения.
E_C19_July_Maria01_29,"Как хорошо, что могу сказать тебе это лично."
E_C19_July_Maria01_30,"Спасибо, Орикана."
E_C19_July_Maria01_31,Ну улыбнись же. Я хочу видеть твою улыбку.
E_C19_July_Maria01_32,Я буду наблюдать за твоим путешествием
E_C19_July_Maria01_33,"и надеяться, что однажды увижу тебя счастливой."
E_C19_July_Maria01_34,"Орикана! Прошу, останься!"
E_C19_July_Maria01_35,А!..
E_C19_July_Maria01_36,Ты...
E_C19_July_Maria01_37,Уф...
E_C19_July_Maria01_38,Голова буквально раскалывается. Где Мария?
E_C19_July_Maria01_39,"Мария, с тобой все в порядке?"
E_C19_July_Maria01_40,"Ну что, тебе понравился мой подарок?"
E_C19_July_Maria01_41,...
E_C19_July_Maria01_42,Мария?..
E_C19_July_Maria01_43,Мора.
E_C19_July_Maria01_44,"Я не скажу, что мне не понравился твой подарок."
E_C19_July_Maria01_45,"Я смогла поговорить с Ориканой. И пусть ненадолго, но была счастлива."
E_C19_July_Maria01_46,Мария!..
E_C19_July_Maria01_47,Дай мне закончить.
