KEY,"Spanish"
CS_CHE_H1_1_001,"¡May ~ !! ¡¡Vamos a jugar!!"
CS_CHE_H1_1_002,"Dulces de zanahoria! ¿Tienes algún dulce de zanahoria ?!"
CS_CHE_H1_1_003,"Dulce de zanahoria? Nunca he oído hablar de eso ... bueno, tengo chocolate"
CS_CHE_H1_1_004,"El chocolate esta bien!"
CS_CHE_H1_1_005,"Nom nom ... eh, ¿quién es esa señora alta ahi? ¡Nunca la había visto antes!"
CS_CHE_H1_1_006,"Ah, ¿te refieres a Yanne?"
CS_CHE_H1_1_007,"Ella es increíble, ¿sabes? Ella incluso tiene el título d 'Cazador de Dragones'!"
CS_CHE_H1_1_008,"Solía ​​existir este dragón maligno y temeroso llamado Svelta El Loco hace unos años. Ella mató a ese dragón sola, sin ayuda!"
CS_CHE_H1_1_009,"¿Loco? ¿Qué, siempre estaba enojado?"
CS_CHE_H1_1_010,"Algunos dragones se corrompen y se vuelven locos. Generan caos en lugar de cuidar el mundo, como deberían."
CS_CHE_H1_1_011,"May, coloque las Escamas de Dragón, Piel y otros materiales afuera."
CS_CHE_H1_1_012,"Gracias ~ hehe."
CS_CHE_H1_1_013,"Los dragones son esos enormes lagartos gordos, ¿verdad? ¡Guauu! Eres muy fuerte, hermana !!"
CS_CHE_H1_1_014,"No dejes que el herrero al otro lado de la carretera te descubra diciendo eso, ¿vale?"
CS_CHE_H1_1_015,"Hehe, Jin es una buena persona, así que debería estar bien."
CS_CHE_H1_1_016,"¡Por cierto, May! Algo se siente diferente! ¡La tienda, y tu ropa también!"
CS_CHE_H1_1_017,"Oh, había muchas solicitudes de trajes debido al festival de Halloween esta noche."
CS_CHE_H1_1_018,"¡Así que lo di todo!"
CS_CHE_H1_1_019,"Con ese nivel de habilidad, no tendrías que continuar con este negocio de tienda general. Lograrias ser un sastre famoso, sin duda."
CS_CHE_H1_1_020,"Ahaha, bueno, hacer ropa es solamente un hobby."
CS_CHE_H1_1_021,"Wow, tan lindo"
CS_CHE_H1_1_022,"¡Quiero uno! ¿Cualquier cosa para mi?"
CS_CHE_H1_1_023,"Ah, debe haber varios trajes de tu tamaño. ¿Quieres probar alguno?"
CS_CHE_H1_1_024,"¡Sí! Dame dame!"
CS_CHE_H1_1_025,"Ok ~ Sólo espera un segundo, voy a traer algunos trajes!"
CS_CHE_H1_1_027,"Aaaaaah!"
CS_CHE_H1_1_028,"¡¡May!! ¡¿Paso algo?!"
CS_CHE_H1_1_030,"...Sin respuesta. Vamos a entrar."
CS_CHE_H1_1_031,"¿Eh? No puedo ver !!"
CS_CHE_H1_1_032,".. El poder de la obscuridad? No, es un poco diferente ..."
CS_CHE_H1_1_034,"Hermana, esto es ..."
CS_CHE_H1_1_035,"... Sí, parece que sí."
CS_CHE_H1_1_036,"Estamos cayeeeeeeeeendooooooooo - !!!"
CS_CHE_H1_2_001,"... Ugh ... ¿dónde estamos ...?"
CS_CHE_H1_2_002,"Uuuu, me duele ... Me golpeé la cabeza!"
CS_CHE_H1_2_003,"Pero ¿dónde está May ... ah!"
CS_CHE_H1_2_004,"Sólo está inconsciente. Afortunadamente, ella no está herida."
CS_CHE_H1_2_005,"¡May! No duermas al aire libre! Te vas a resfriar!"
CS_CHE_H1_2_006,"Ugh .... ummm .... ¿eh? Yanne ...? Luna ...?"
CS_CHE_H1_2_007,"¿Donde esta esto? Estaba buscando mis trajes ..."
CS_CHE_H1_2_008,"Estaba revolviendo los armarios, pero faltaban unos seis, así que ..."
CS_CHE_H1_2_009,"Espera, hablaremos más tarde. Siento algo ... ominoso."
CS_CHE_H1_3_001,"Que raro. Estos monstruos cubiertos de calabaza ... no son muertos vivientes normales."
