KEY,Portuguese
E_C19_Nov_Aisha01_01,"Senhorita Aisha, feliz aniversário!"
E_C19_Nov_Aisha01_02,Está cada dia mais bela. Meu presente nem se compara à sua beleza.
E_C19_Nov_Aisha01_03,"Além disso, essa maravilhosa e linda festa no jardim..."
E_C19_Nov_Aisha01_04,É um lugar que combina muito com a família Daphnel.
E_C19_Nov_Aisha01_05,É um grande elogio. Agradeço a todos por terem vindo.
E_C19_Nov_Aisha01_06,"Senhorita Aisha, me concede uma dança?"
E_C19_Nov_Aisha01_07,Obrigada pelo convite. Mas os outros convidados estão à espera.
E_C19_Nov_Aisha01_08,"Gostaria de caminhar um pouco daquele lado, então?"
E_C19_Nov_Aisha01_09,"Acho difícil, pois tenho que receber os convidados."
E_C19_Nov_Aisha01_10,Mas agradeço pela sua gentil proposta.
E_C19_Nov_Aisha01_11,Não há sossego... É por isso que eu havia dito que não precisava de festa.
E_C19_Nov_Aisha01_12,Se não fosse pela insistência de meu pai em fazer essa grande festa...
E_C19_Nov_Aisha01_13,"Oh, Priscil..."
E_C19_Nov_Aisha01_14,"Você estava aqui, senhorita Aisha! Feliz aniversário!"
E_C19_Nov_Aisha01_15,O-obrigada. Faz tempo que não o vejo.
E_C19_Nov_Aisha01_16,Eu lhe assustei? Perdão. Foi o entusiasmo...
E_C19_Nov_Aisha01_17,Não há problema. Como tem passado?
E_C19_Nov_Aisha01_18,Ai... sério... ainda não recebi os parabéns de quem eu realmente queria...
E_C19_Nov_Aisha01_19,Que coisa... no dia do meu aniversário...
E_C19_Nov_Aisha01_20,"Está cansada? Deve estar, afinal tem muita gente aqui."
E_C19_Nov_Aisha01_21,"Está tudo bem. Afinal, todos aqui presentes vieram para prestigiar meu aniversário."
E_C19_Nov_Aisha01_22,É claro que devo retribuir de forma equivalente.
E_C19_Nov_Aisha01_23,Eu queria ter passado este aniversário sem grande alvoroço...
E_C19_Nov_Aisha01_24,"Não há outro jeito. Afinal, faz parte da minha obrigação."
