KEY,Korean
CH65_Main_N_1_1_2,"나의 증오가 시작된 곳,"
CH65_Main_N_1_1_3,나의 어둠이 태어난 곳...
CH65_Main_N_1_1_4,"그리고 그가 있는 곳으로,"
CH65_Main_N_1_1_5,돌아갈 시간이다.
CH65_Main_N_1_2_1,후우...
CH65_Main_N_1_2_2,"늦어서 죄송합니다, 라우디아."
CH65_Main_N_1_2_3,괜찮아. 구경하는 것도 재밌었어.
CH65_Main_N_1_2_4,하지만... 좀 걱정인걸.
CH65_Main_N_1_2_5,"너무 자신을 죄는 건 좋지 않아, 자피르."
CH65_Main_N_1_2_6,사람이 여유가 없어지면 주변을 둘러보지 않게 되니까...
CH65_Main_N_1_2_7,중요한 순간에 잘못된 선택을 하게 될 수도 있어.
CH65_Main_N_1_2_8,걱정해주셔서 감사합니다.
CH65_Main_N_1_2_9,하지만... 라우디아께서도 느껴지시겠죠.
CH65_Main_N_1_2_10,사막 근처에서 몰려오는 어둠의 기운...
CH65_Main_N_1_2_11,"이클립스에서 느꼈던 것과는 다른,"
CH65_Main_N_1_2_12,이 사막을 노리는 거대하고 음습한 어둠을 말입니다.
CH65_Main_N_1_2_13,신왕께서 제게 힘을 주신 건 저 어둠을 물리치기 위함이었습니다.
CH65_Main_N_1_2_14,"그 신뢰를 저버리지 않도록, 저는 더 수련해야만 합니다."
CH65_Main_N_1_2_15,......
CH65_Main_N_1_2_16,음...? 라우디아?
CH65_Main_N_1_2_17,...역시 안 되겠어. 몸은 충분히 풀었지?
CH65_Main_N_1_2_18,나랑 대련해.
CH65_Main_N_1_2_19,예?
CH65_Main_N_1_2_20,이렇게 갑자기 말입니까? 그건...
CH65_Main_N_1_2_21,"라, 라우디아...!"
CH65_Main_N_1_2_22,"자, 적은 준비할 때까지 기다려주지 않는다구!"
CH65_Main_N_1_2_23,"간다, 자피르!"
CH65_Main_N_1_2_24,윽...
CH65_Main_N_1_2_25,어쩔 수 없군요. 알겠습니다!!
CH65_Main_N_1_3_1,헉... 헉... 역시... 홀로 하는 수련과 대련은 다르군요...
CH65_Main_N_1_3_2,하아... 당연하지. 나도 많이 강해졌다구.
CH65_Main_N_1_3_3,어때. 이 정도면 안심할 수 있겠어?
CH65_Main_N_1_3_4,예?
CH65_Main_N_1_3_5,"지켜야 하는 누군가가 아니라,"
CH65_Main_N_1_3_6,함께 싸워야 할 동료로 볼 수 있냔 뜻이야.
CH65_Main_N_1_3_7,...!
CH65_Main_N_1_3_8,네가 틀렸다고 말하고 싶은 게 아냐.
CH65_Main_N_1_3_9,그저... 혼자 무리하지 말라는 거야.
CH65_Main_N_1_3_10,"나도 있고, 세리아님이나 레위시아님도 계시잖아?"
CH65_Main_N_1_3_11,그러니 너무 너를 몰아붙이지 마.
CH65_Main_N_1_3_12,라우디아...
CH65_Main_N_1_3_13,...예. 제가 생각이 짧았습니다.
CH65_Main_N_1_3_14,라우디아에겐 언제나 도움만 받는군요.
CH65_Main_N_1_3_15,내가 아니면 누가 네게 말해주겠어?
CH65_Main_N_1_3_16,너를 제일 잘 아는 건 나잖아.
CH65_Main_N_1_3_17,"그러고 보니 레위시아님이 보내신 최근 서신에, "
