KEY,"Korean"
Sub1_Prisila_1_1_1,"불안함을 가득 담은 황금빛 눈동자."
Sub1_Prisila_1_1_2,"나는 이제 여기서 죽는 건가요?"
Sub1_Prisila_1_1_3,"열 살도 채 안 되어 보이는 아이가 물어볼 이야기가 아니다."
Sub1_Prisila_1_1_4,"좀처럼 가라앉지 않는 소녀의 불안한 시선에"
Sub1_Prisila_1_1_5,"저도 모르게 아랫입술을 살짝 물었다."
Sub1_Prisila_1_1_6,"이 작은 손을 가진 아이가 모든 것을 바꿀 운명을"
Sub1_Prisila_1_1_7,"지녔다는 것에 허망함과 측은함마저 느껴졌다."
Sub1_Prisila_1_1_8,"안심하십시오. 아무 일 없을 것입니다."
Sub1_Prisila_1_1_9,"버릇처럼 내뱉은 한마디."
Sub1_Prisila_1_1_10,"늘 자신을 믿고 따랐던 이들에게 버릇처럼,"
Sub1_Prisila_1_1_11,"주문처럼 내뱉었던 그 한마디."
Sub1_Prisila_1_1_12,"안심해라, 아무 일도 없을 것이다."
Sub1_Prisila_1_1_13,"소녀는 멍하니 마차에서 내리는 그녀를 바라보았다."
Sub1_Prisila_1_1_14,"문밖으로 폭우에 가까운 비가 내리고 있음을 알 수 있다."
Sub1_Prisila_1_1_15,"앞으로 아가씨를 모시기로 한 프리실라입니다"
Sub1_Prisila_1_1_16,"소녀를 돌아본 그녀는, 짧고 딱딱한 한마디를 남겼다."
Sub1_Prisila_1_1_17,"허나, 그 무엇보다 단단하게 자신을 감싸주는 믿음이 담겨있었다."
Sub1_Prisila_1_1_18,"고, 고마워요"
Sub1_Prisila_1_1_19,"저도 모르게 고개를 끄덕인 소녀,"
Sub1_Prisila_1_1_20,"소녀를 뒤로 한 채 그녀는 마차를 나섰다."
Sub1_Prisila_1_1_21,"얼마의 시간이 지났을까."
Sub1_Prisila_1_1_22,"카앙-!!"
Sub1_Prisila_1_1_23,"날카로운 쇳소리들이 마차를 흔들었다."
Sub1_Prisila_1_1_24,"그들의 비명소리는 내리는 빗소리에 묻혀 버렸다."
Sub1_Prisila_1_1_25,"또 한 번 시간이 지나, 마차를 때리던 빗소리도 어느새 그쳤다."
Sub1_Prisila_1_1_26,"달칵-"
Sub1_Prisila_1_1_27,"흠뻑 젖은 모습으로 그녀가 마차에 올라섰다."
Sub1_Prisila_1_1_28,"그리고, 소녀는 울음을 터트렸다."
Sub1_Prisila_1_1_29,"고마워요. 고마워요.."
Sub1_Prisila_1_1_30,"제 앞에서 서럽게 울기 시작하는 가녀린 소녀를"
Sub1_Prisila_1_1_31,"어찌할지 모르고 바라보던 그녀는.."
Sub1_Prisila_1_1_32,"조심스레 손을 뻗어 소녀를 안았다."
Sub1_Prisila_1_1_33,"소녀는 작았고. 그의 울음소리는 더욱 작았다."
Sub1_Prisila_1_1_34,"괜찮습니다. 이제부터 제가 늘 아가씨 곁에 있겠습니다."
Sub1_Prisila_2_1_1,"끄엑-"
Sub1_Prisila_2_1_2,"귀를 긁는 마물의 비명소리"
Sub1_Prisila_2_1_3,"끈적하고 기분 나쁜 피가 머리 위로 흩뿌려진다."
Sub1_Prisila_2_1_4,"순백의 아름답던 헬버드는 이미 피갑칠 되어 그 색을 잃어버렸다."
Sub1_Prisila_2_1_5,"군에서 가장 필요한 자는 누구인가?"
Sub1_Prisila_2_1_6,"자신의 생각을 가지지 않는 자."
Sub1_Prisila_2_1_7,"스스로를 한 명의 인격체라고 생각하지 않는 자."
Sub1_Prisila_2_1_8,"자, 그럼, 자네는 스스로가 어느 쪽 인간이라 생각하는가."
Sub1_Prisila_2_1_9,"자신의 생각을 가진 자."
Sub1_Prisila_2_1_10,"신념을 가진 자."
Sub1_Prisila_2_1_11,"그리고 스스로 인격체라 생각하고"
Sub1_Prisila_2_1_12,"모두를 위험에 빠지게 만든 자."
Sub1_Prisila_2_1_13,"프리실라 소령, 내 눈엔 자네가 그렇게 보이네."
Sub1_Prisila_2_1_14,"선택은 자네 몫이네"
Sub1_Prisila_2_1_15,"자네인지, 아니면 자네를 따르는 모든 이들을"
Sub1_Prisila_2_1_16,"불행하게 만들 것인지."
Sub1_Prisila_2_1_17,"개자식들.."
Sub1_Prisila_2_1_18,"어? 저기 오신다."
Sub1_Prisila_2_1_19,"대장- 여기입니다요~"
Sub1_Prisila_2_1_20,"멀찌감치에서부터 손을 흔들며 프리실라를 반기는 병사들이었으나"
Sub1_Prisila_2_1_21,"대부분 지쳐 바닥에 너부러져 있거나,"
Sub1_Prisila_2_1_22,"조심스레 부상당한 동료를 돌보거나,"
Sub1_Prisila_2_1_23,"목숨 잃은 이들의 묏자리를 마련하고 있었다."
Sub1_Prisila_2_1_24,"누구의 자리인가."
Sub1_Prisila_2_1_25,"에록스의 자리입니다."
Sub1_Prisila_2_1_26,"흙으로 덮어두지 않으면 까마귀밥이 되겠지."
Sub1_Prisila_2_1_27,"돌아와 고국으로 유해를 가져가겠다는 약속을 하며"
Sub1_Prisila_2_1_28,"만들어진 자리만 수십에 달한다."
Sub1_Prisila_2_1_29,"늘 있는 일이었다."
Sub1_Prisila_2_1_30,"처음 시작한 부대의 인원은 80여 명 남짓,"
Sub1_Prisila_2_1_31,"전투의 연장, 연장일수록 병사의 수는 줄어들고"
Sub1_Prisila_2_1_32,"채워지는 이는 없었다."
Sub1_Prisila_2_1_33,"더욱 어려운 곳으로,"
Sub1_Prisila_2_1_34,"더욱 목숨을 걸어야 하는 곳으로."
Sub1_Prisila_2_1_35,"처음엔 토벌 정도의 수준이었던 전투가"
Sub1_Prisila_2_1_36,"점점 생존을 위한 전투로 변해간다."
Sub1_Prisila_2_1_37,"다들, 괜찮은가."
Sub1_Prisila_2_1_38,"그럼요. 우리가 누굽니까."
Sub1_Prisila_2_1_39,"백전의 용사들 아닙니까-"
Sub1_Prisila_2_1_40,"유쾌한 대답이 돌아왔지만"
Sub1_Prisila_2_1_41,"딱히 해줄 말이 생각나지 않았기에"
Sub1_Prisila_2_1_42,"그저, 물끄러미 그들을 바라보았다."
Sub1_Prisila_2_1_43,"지금 대답을 건넨 병사도"
Sub1_Prisila_2_1_44,"이맛자락이 길게 찢어졌는지 머리에 붕대를 칭칭 감고 있었다."
Sub1_Prisila_2_1_45,"어째 실력보다 허세만 늘어나는 것 같구나."
Sub1_Prisila_2_1_46,"하하, 이것 참."
Sub1_Prisila_2_1_47,"머리를 긁적이며 멋쩍게 웃는 그들을 바라보며"
Sub1_Prisila_2_1_48,"가슴 한편이 아려옴을 느낀다."
Sub1_Prisila_2_1_49,"이번 지역은 다른 때 보다 유독 심한 것 같습니다."
Sub1_Prisila_2_1_50,"이러다 여기저기 마구잡이로 이 녀석들이 쏟아져 나오는 거 아닙니까?"
Sub1_Prisila_2_1_51,"그러다 또 100년 전처럼…"
Sub1_Prisila_2_1_52,"야! 재수 없는 소리 하지 마!"
Sub1_Prisila_2_1_53,"빠아아아앙-"
Sub1_Prisila_2_1_54,"한번 길게 울리고,"
Sub1_Prisila_2_1_55,"또 짧게 두 번, 마지막으로 길게 한번 울린다."
