KEY,German
E1_Pancironne_1_1_1,Schnell! Schnell! Schnell! Schnell!
E1_Pancironne_1_1_2,Schnell! Schnell! Schnell! Schnell!
E1_Pancironne_1_1_3,*Gähn* Ist das langweilig ...
E1_Pancironne_1_1_4,Was ist denn so schwer daran im Boden zu graben?
E1_Pancironne_1_1_5,Verdammt ... Wie lange muss ich denn noch warten?
E1_Pancironne_1_1_6,Entschuldigt ... Leutnant.
E1_Pancironne_1_1_7,Aber es sind gerade mal 5 Min. her seit wir hier angefangen haben zu arbeiten ...
E1_Pancironne_1_1_8,Und ein paar Soldaten konnten sich seit Tagen nicht mehr ausruhen ...
E1_Pancironne_1_1_9,"Außerdem scheint dies ein Bereich zu sein, in dem kein Energiesignal abgefangen wird ..."
E1_Pancironne_1_1_10,Bitte wartet noch ein bissche...
E1_Pancironne_1_1_11,Du labberst aber viel!
E1_Pancironne_1_1_12,J...Ja ..?!
E1_Pancironne_1_1_13,Ich werde dich verbrennen!!
E1_Pancironne_1_1_14,Waaaah!!
E1_Pancironne_1_1_15,Ent... Entschuldigt!
E1_Pancironne_1_1_16,Das nervt so!!
E1_Pancironne_1_1_17,Wie oft soll ich mich denn noch wiederholen?!
E1_Pancironne_1_1_18,Geht lieber in der Zeit weiter graben!
E1_Pancironne_1_1_19,Schnell! Schnell! Schnell! Schnell!!!!!!!
E1_Pancironne_1_1_20,Waaaaaak!!!!
E1_Pancironne_1_1_21,"Wer hätte gedacht, dass unser neuer Vorgesetzter so eine Verrückte ist?"
E1_Pancironne_1_1_22,"Dabei bin ich nur hergekommen, weil sie gutes Geld versprochen haben ..."
E1_Pancironne_1_1_23,Es ist verdammt hart ...
E1_Pancironne_1_1_24,"Egal wie sehr ich ausgrabe, es kommt absolut nichts raus ..."
E1_Pancironne_1_1_25,Kotz! Ich kann nicht mehr.
E1_Pancironne_1_1_26,Ich kotze schon beim Anblick von Erde ...
E1_Pancironne_1_1_27,Bitte ... lass mich endlich schlafen ...
E1_Pancironne_1_1_28,Ich würde mich gerne endlich mal hinsetzen!!
E1_Pancironne_1_1_29,Im Ernst ... Was ist hier anders als aufm Schlachtfeld?
E1_Pancironne_1_1_30,Da geh ich lieber wieder kämpfen.
E1_Pancironne_1_1_31,Ich mach da nicht mehr mit.
E1_Pancironne_1_1_32,"Wenn wir so weitermachen, werden wir hier noch sterben."
E1_Pancironne_1_1_33,Lass uns gehen!!
E1_Pancironne_1_1_34,Nicht schon wieder ...
E1_Pancironne_1_1_35,Wir sind verloren.
E1_Pancironne_1_1_36,Hm?
E1_Pancironne_1_1_37,Lasst ... uns bitte ausruhen!
E1_Pancironne_1_1_38,Es ist zu anstrengend und wir halten es nicht mehr aus!
E1_Pancironne_1_1_39,Schickt uns lieber bitte zurück zum Kaiserreich!
E1_Pancironne_1_1_40,"Auch wenn wir alle Bereiche hier ausgraben, wird absolut nichts rauskommen!"
E1_Pancironne_1_1_41,Da liegt das Problem eindeutig bei Euch!
E1_Pancironne_1_1_42,Waaaas hast du gesagt?
E1_Pancironne_1_1_43,"Genau!!! Auch wenn wir nur einfache Soldaten sind, ist es nicht fair uns so zu behandeln!"
E1_Pancironne_1_1_44,"Wenn Ihr immer noch nicht auf uns hört,"
E1_Pancironne_1_1_45,haben wir ... keine andere Wahl!
E1_Pancironne_1_1_46,Das ... wird aber lustig!
E1_Pancironne_1_2_1,Wer von euch will als Erstes sterben?
E1_Pancironne_1_3_1,Waaaaak!!!!!
E1_Pancironne_1_3_2,"Hehe, na wie ist es?"
E1_Pancironne_1_3_3,Mein Hintern steht unter Feuer!!
E1_Pancironne_1_3_4,Patienten brauchen eine Spritze!
E1_Pancironne_1_3_5,Tada! Ein Spezial-Rezept für energiekranke Patienten!
E1_Pancironne_1_3_6,Macht weiter so!
E1_Pancironne_1_3_7,Kyahaha!
E1_Pancironne_1_3_8,Bitte verzeiht uns!!!!
E1_Pancironne_1_4_1,2 Monate nach der Auflösung der Jagdhundeinheit
E1_Pancironne_1_4_2,Schließlich wurde die Jagdhundeinheit aufgelöst.
E1_Pancironne_1_4_3,"Es ist zwar eine Entscheidung, die ich bis zum gewissen Grad verstehe,"
E1_Pancironne_1_4_4,aber es ist schade um die vielen talentierten Personen.
E1_Pancironne_1_4_5,Besonders er an der Spitze.
E1_Pancironne_1_4_6,"Es scheint, als ob die Armeeführung entschieden hat, dass er zurzeit zu gefährlich ist."
E1_Pancironne_1_4_7,"Außerdem würde es jemanden, der alles verloren hat, sowas nicht wirklich interessieren."
E1_Pancironne_1_4_8,"Nicht unbedingt. Es kommt eher drauf an wie man jemanden, der rachsüchtig ist wie ihn, nutzt."
E1_Pancironne_1_4_9,"Es sieht eher danach aus, als ob die Vorgesetzten Angst vor ihn hätten und ihn daher lieber loswerden würden."
E1_Pancironne_1_4_10,Das alles ist schon sehr komisch ...
E1_Pancironne_1_4_11,...
E1_Pancironne_1_4_12,"Egal, wie sehr ich darüber nachdenke, irgendetwas stimmt nicht."
E1_Pancironne_1_4_13,... Ich solle ihn bald treffen und persönlich fragen.
E1_Pancironne_1_4_14,Wie bitte ...?
E1_Pancironne_1_4_15,"Wo die restlichen Mitglieder sich aufhalten, würde mich auch mal interessieren."
E1_Pancironne_1_4_16,"Ah, stimmt."
E1_Pancironne_1_4_17,Unseren Ermittlungen zufolge ist Leutnant Kibera auf Befehlen von Berater Idrian nach Orvelia gegangen.
E1_Pancironne_1_4_18,"Einzelheiten zu den Gründen stehen uns zwar nicht zur Verfügung, jedoch nehmen wir an, dass es eine persönliche Angelegenheit ist."
E1_Pancironne_1_4_19,"Komisch ist aber, dass er ursprünglich weder aus dem Kaiserreich kommt,"
E1_Pancironne_1_4_20,"noch im Auftrag der Einheit da ist, sodass es für ihn eigentlich keinen Grund gibt sich dort aufzuhalten."
E1_Pancironne_1_4_21,"Mir scheint, dass die Armee ihn nicht für gefährlich genug hielten, sodass es keine Maßnahmen ergriffen hat, als er das Land verließ."
E1_Pancironne_1_4_22,"Schade, da er einer der Wenigen war, der die Schönheit von Veralta erkannt hatte."
E1_Pancironne_1_4_23,Leutnant Mitra ist derzeit nicht aufzufinden.
E1_Pancironne_1_4_24,"Er ist aber auch dafür bekannt, viele Probleme zu verursachen. Ich habe gehört, dass er deswegen von der Armee verfolgt wird."
E1_Pancironne_1_4_25,Dieser Weißkopf ist zu offensichtlich. Huhu.
E1_Pancironne_1_4_26,Das Problem ... ist sie.
E1_Pancironne_1_4_27,Hahaha. Diese Einheit ist wirklich sehr interessant.
E1_Pancironne_1_4_28,Nicht einer von ihnen enttäuscht mich.
E1_Pancironne_1_4_29,"Also ist Leutnant Pansirone zu der Division zurück, aus der sie kam?"
E1_Pancironne_1_4_30,"Jawohl. Es sieht so aus, als wäre sie nach der Auflösung der Jagdhundeinheit wieder der Maschinendivision zugeteilt worden."
E1_Pancironne_1_4_31,Aber sie ist ... Ähm ... Nun ...
E1_Pancironne_1_4_32,"Mir wurde gesagt, dass sie derzeit nicht in der Lage ist, einen Auftrag zu erfüllen."
E1_Pancironne_1_4_33,"Ich meine, sie war immer schon ein bisschen ..."
E1_Pancironne_1_4_34,Das kann ich mir gut vorstellen.
E1_Pancironne_1_4_35,"Der Leiter der Jagdhundeinheit war in der Tat,"
E1_Pancironne_1_4_36,"die einzige Person, die sie wirklich kontrollieren konnte."
E1_Pancironne_1_4_37,"Wer könnte es jetzt, wo sie so ungezügelt ist, mit ihrer unvorhersehbaren Barbarei aufnehmen ... Huhu"
E1_Pancironne_1_4_38,"Außerdem habe ich gehört, dass sie eine Szene darüber machte, wie sie nur das tun wird, was sie tun will."
E1_Pancironne_1_4_39,"Die Armeeführung tut auch nichts dagegen, um ihre Missbilligung zu verbergen."
E1_Pancironne_1_4_40,"Ihr Fähigkeiten sind jedoch zu gefährlich, um sie unehrenhaft zu entlassen ..."
E1_Pancironne_1_4_41,"Obwohl dies nicht etwas wäre, worüber sich die kaiserliche Familie Sorgen machen dürfte."
E1_Pancironne_1_4_42,"Ich nehmen an, das die Armee entschieden hat, dass es besser ist, sie als Verbündete zu behalten, als eine weitere Bedrohung zu schaffen."
E1_Pancironne_1_4_43,"Ja, das scheint der Fall zu sein."
E1_Pancironne_1_4_44,"Es sieht so aus, als hätte sich die Armee dafür entschieden, sie eines Schlachtgetümmels zuzuweisen."
E1_Pancironne_1_4_45,"Wenn sie auch das ablehnen würde, dann ... gehe ich davon aus, dass es nur einen einzigen Ausweg gäbe ... und zwar die endgültige Entfernung."
E1_Pancironne_1_4_46,...
E1_Pancironne_1_4_47,"Ist das wirklich das Beste, was sie tun könnten?"
E1_Pancironne_1_4_48,"Es wäre schade, ihr Talent so verrotten zu lassen."
E1_Pancironne_1_4_49,Aber es scheinen keine anderen vernünftigen Optionen zu geben.
E1_Pancironne_1_4_50,... Hmm
E1_Pancironne_1_4_51,Ich habe da eine gute Idee.
E1_Pancironne_2_1_0,6 Monate nach der Auflösung der Jagdhundeinheit
E1_Pancironne_2_1_1,Kyahahaha!! Das mach so viel Spaß!
E1_Pancironne_2_1_2,Ahahahaha!
E1_Pancironne_2_1_3,Kyaaaa!!! Nächster!! Nächster!!
E1_Pancironne_2_1_4,"Fräulein, ich glaube nicht, dass es einen Grund zum Lachen gibt."
E1_Pancironne_2_1_5,Du meine Güte!! Hast du mich erschrocken!!!
E1_Pancironne_2_1_6,"Ah, entschuldige."
E1_Pancironne_2_1_7,"Es scheint unangemessen gewesen zu sein Dich, ein Soldat der Armee, Fräulein genannt zu haben."
E1_Pancironne_2_1_8,Wer zur Hölle bist du??!
E1_Pancironne_2_1_9,"Die kaiserliche Armee hat mich geschickt, um dir einen neuen Auftrag vorzuschlagen."
E1_Pancironne_2_1_10,"Oh ho! Die kaiserliche Armee, was?"
E1_Pancironne_2_1_11,Ich habe kein Interesse!
E1_Pancironne_2_1_12,"Hm, das ist ein Auftrag, das du sehr interessant finden wirst."
E1_Pancironne_2_1_13,"Joa, genau das Gleiche haben schon mehrere Leute vor dir gesagt!"
E1_Pancironne_2_1_14,Also habe ich ihnen Feuer unterm Hintern gemacht! Hehe
E1_Pancironne_2_1_15,Ich stecke mitten in etwas wirklich Wichtigem und bin gerade sehr beschäftigt.
E1_Pancironne_2_1_16,Verschwinde endlich!
E1_Pancironne_2_1_17,... Ahaha! Kyahahahah!!!
E1_Pancironne_2_1_18,"Oh, dieses Buch! Ich habe es gerade zu Ende gelesen."
E1_Pancironne_2_1_19,Kyahahahah! Kyahaha!
E1_Pancironne_2_1_20,Du liest gerade Band 28?
E1_Pancironne_2_1_21,Ahahaaha!! Kyaha!!
E1_Pancironne_2_1_22,"Das letzte Buch, Band 30, beendet die Geschichte mit der größten Wendung überhaupt.\nDer Hauptcharakter stirbt aufgrund seiner eigenen Taten."
E1_Pancironne_2_1_23,Ah ah ...
E1_Pancironne_2_1_24,...
E1_Pancironne_2_1_25,Kyak!!! Warum erzähst du mir das alles?!
E1_Pancironne_2_1_26,Dabei war es gerade so spannend!
E1_Pancironne_2_1_27,Jetzt macht es keinen Spaß mehr!
E1_Pancironne_2_1_28,"Ich habe dir gesagt, du sollst mich nicht stören!!"
E1_Pancironne_2_1_29,"Was wäre, wenn ich dir etwas viel amüsanteres erzählen würde?"
E1_Pancironne_2_1_30,KEIN INTERESSE!!!!
E1_Pancironne_2_1_31,Hier ist eine Ladung Feuer für dich!!
E1_Pancironne_2_2_1,Hör mir doch erstmal zu. Du wirst es bestimmt nicht bereuen.
E1_Pancironne_2_2_2,Ich will nicht!
E1_Pancironne_2_2_3,Ah. Was für eine schöne Flamme.
E1_Pancironne_2_2_4,"So charmant sie auch sein mag,"
E1_Pancironne_2_2_5,"glaub ich nicht, dass sie so leicht aufgeben und mir endlich zuhören wird."
E1_Pancironne_2_2_6,Boah!! Warte nur ab! Ich werde dich wirklich verbrennen!
E1_Pancironne_2_2_7,"Um dein Leben betteln, wird bei mir nicht funktionieren."
E1_Pancironne_2_3_1,Stirb!! Stirb endlich!!!
E1_Pancironne_2_3_2,"Verbrenne, du Trottel!!"
E1_Pancironne_2_4_1,"Grrrr, warum fällt der nicht endlich um?!"
E1_Pancironne_2_4_2,Gahhh! Das ist so nervig!!
E1_Pancironne_2_4_3,Huhu. Lass uns endlich mit dem Spiel aufhören
E1_Pancironne_2_4_4,"und mir das zurückholen, wofür ich hier bin."
E1_Pancironne_2_5_1,Deine Fähigkeiten sind in der Tat einwandfrei.
E1_Pancironne_2_5_2,Wir wollen sie nicht verschwenden.
E1_Pancironne_2_5_3,Das ist so frustrierend!
E1_Pancironne_2_5_4,"Ich habe gehört, du hast alle Aufträge in der Maschinendivision abgelehnt."
E1_Pancironne_2_5_5,"Wage es ja nicht, das Thema zu wechseln!"
E1_Pancironne_2_5_6,Was ist dann mit Ausgrabungen?
E1_Pancironne_2_5_7,"Sowas hast du unzählige Male in deiner alten Einheit getan, also gehe ich davon aus, dass es dir leicht fallen würde."
E1_Pancironne_2_5_8,"Oh, sieh dich an! Anscheinend hast du dich gut über mich informiert."
E1_Pancironne_2_5_9,Wie nervig.
E1_Pancironne_2_5_10,"Man könnte sagen, ich habe versucht, dich für mich zu gewinnen."
E1_Pancironne_2_5_11,"Hah, und du denkst, das wird meine Meinung ändern?"
E1_Pancironne_2_5_12,"Tut mir leid, dich zu enttäuschen!"
E1_Pancironne_2_5_13,"Es gibt nichts, was mich jetzt interessieren könnte!"
E1_Pancironne_2_5_14,"Der kaiserlichen Armee fällt es sehr schwer, mit deinen Aktionen umzugehen."
