KEY,Korean
GAME_GUIDE,도움말
SELECT_GUIDE,도움말 선택
SHOW_GUIDE,자세히 보기
GUIDE_MENU,도움말
CONTENT_NOT_OPEN_WORLDBOSS,월드보스 콘텐츠가 오픈되지 않았습니다
GUIDE_MENU_SHOW,도움말 보기
GAME_GUIDE_TITLE_01,클레오와 함께 배우는 킹스레이드 무작정 따라하기
GAME_GUIDE_DESC_01,킹스레이드가 처음인 모험가를 위한 친절 가이드
GAME_GUIDE_0101,영웅
GAME_GUIDE_0101_SUM,"영웅의 클래스와 공격 속성을 확인한 후, 강력한 팀을 구성해 봐!!"
GAME_GUIDE_0101_001_TITLE,영웅은 어디서 획득 가능한가요?
GAME_GUIDE_0101_001_DESC,"영웅은 특별상점에서 루비를 사용하여 획득 가능합니다.\n또, 영웅의 여관에 찾아오는 영웅의 우호도를 올리면 영입할 수 있습니다."
GAME_GUIDE_0101_002_TITLE,영웅의 클래스를 알려주세요!
GAME_GUIDE_0101_002_DESC,모든 영웅은 7가지 클래스 속성을 보유하고 있습니다.\n▶클래스 속성: 기사 / 전사 / 암살자 / 마법사 / 궁수 / 사제 / 기계공
GAME_GUIDE_0101_003_TITLE,영웅의 공격 속성을 알고 싶어요!
GAME_GUIDE_0101_003_DESC,"영웅들은 물리 속성 또는, 마법 속성을 보유하고 있습니다.\n▶ 공격 속성: 물리 속성 / 마법 속성\n\n물리 면역 몬스터는 물리 속성 공격에 피해를 입지 않기 때문에, 마법 속성으로 공격해야 합니다."
GAME_GUIDE_0102,레벨 업
GAME_GUIDE_0102_SUM,전투에서 경험치를 획득해서 레벨을 올리자! 그럼 더욱 강해질 거야!
GAME_GUIDE_0102_001_TITLE,경험치는 어디에서 많이 얻을 수 있나요?
GAME_GUIDE_0102_001_DESC,모든 전투에서 경험치 획득이 가능합니다.\n특히! 토벌 전투에서는 대량의 경험치를 얻을 수 있습니다.
GAME_GUIDE_0102_002_TITLE,레벨 업을 하면 어떤 효과가 있나요?
GAME_GUIDE_0102_002_DESC,레벨 업을 하면 영웅의 기본 능력치가 상승하며 스킬 레벨도 함께 상승합니다.
GAME_GUIDE_0102_003_TITLE,만렙을 달성하면 더는 얻을 수 없는 경험치는 버려지나요?
