KEY,Thai
E_C19_Nov_Aisha01_01,คุณหนู Aisha สุขสันต์วันเกิด!
E_C19_Nov_Aisha01_02,ยิ่งนานวันเข้าก็ยิ่งสวย จนของขวัญของข้าดูธรรมดาไปเลย
E_C19_Nov_Aisha01_03,ยิ่งไปกว่านั้นงานเลี้ยงในสวนที่ทั้งสวยงามและอลังการนี้...
E_C19_Nov_Aisha01_04,เป็นที่ที่เหมาะกับธิดาแห่งตระกูล Daphnel เสียจริง
E_C19_Nov_Aisha01_05,ชมเกินไปแล้ว ขอบคุณที่มาทั้งๆที่ทุกคนยุ่งกันอยู่แท้ๆ
E_C19_Nov_Aisha01_06,Aisha เต้นสักเพลงไหม
E_C19_Nov_Aisha01_07,ขอบคุณ แต่ว่าแขกคนอื่นกำลังรออยู่
E_C19_Nov_Aisha01_08,ถ้าเช่นนั้น ช่วยเดินไปทางด้านนั้นซักเดี๋ยวจะได้ไหม
E_C19_Nov_Aisha01_09,คงไม่ได้น่ะ เพราะว่าต้องคอยพบปะกับแขกคนอื่น
E_C19_Nov_Aisha01_10,แต่ถึงยังไงก็ขอบคุณที่แนะนำ
E_C19_Nov_Aisha01_11,ไม่ได้พักเลยแฮะ... ถึงบอกไงว่าไม่ต้องจัดงานเลี้ยงวันเกิด
E_C19_Nov_Aisha01_12,ท่านพ่อบอกว่ายังไงก็ต้องจัดงานเลี้ยงยิ่งใหญ่ ถ้าไม่ดื้อขนาดนี้ ก็คงไม่...
E_C19_Nov_Aisha01_13,เอ๊ะ Priscil...
E_C19_Nov_Aisha01_14,คุณหนู Aisha อยู่ที่นี่เองหรอ! สุขสันต์วันเกิด!
E_C19_Nov_Aisha01_15,ข..ขอบคุณ ไม่ได้เจอกันนานเลย
E_C19_Nov_Aisha01_16,ตกใจสินะ ขอโทษด้วย เพราะว่าดีใจไปหน่อย...
E_C19_Nov_Aisha01_17,ไม่เป็นไร สบายดีไหม
E_C19_Nov_Aisha01_18,อา... จริงๆเลย... คำอวยพรวันเกิดที่อยากได้ยินจากบางคนก็ไม่ได้...
E_C19_Nov_Aisha01_19,วันเกิดข้าแท้ๆ อะไรกัน...
E_C19_Nov_Aisha01_20,เหนื่อยไหม คนเยอะขนาดนี้
E_C19_Nov_Aisha01_21,ไม่เป็นไร เพราะเป็นคนที่มาเพื่ออวยพรวันเกิดของข้า
E_C19_Nov_Aisha01_22,แน่นอนว่าจะต้องดูแลเป็นอย่างดี
E_C19_Nov_Aisha01_23,ถึงอยากจะมีวันเกิดที่เงียบๆก็ตามที...
E_C19_Nov_Aisha01_24,ช่วยไม่ได้แฮะ เพราะนี่ก็คือสิ่งที่ต้องทำ
E_C19_Nov_Aisha01_25,คงจะตื่นเต้นน่าดู แต่กลับรับแขกโดยไม่แสดงท่าทีอะไร
E_C19_Nov_Aisha01_26,เป็นคุณหนูที่เพรียบพร้อมเสียจริง
E_C19_Nov_Aisha01_27,ขอโทษนะ! ช่วยตรงนี้หน่อยจะได้ไหม!
E_C19_Nov_Aisha01_28,ได้เลย!
E_C19_Nov_Aisha01_29,แต่ว่า Priscilla อวยพรวันเกิดคุณหนูไปหรือยัง
E_C19_Nov_Aisha01_30,ยังเลย คุณหนูเองก็ยุ่ง ข้าเองก็...
E_C19_Nov_Aisha01_31,เรื่องนั้น... ช่วยไม่ได้ คุณหนูคงเข้าใจอยู่แล้ว
E_C19_Nov_Aisha01_32,ถ้าเป็นเช่นนั้นก็คงดี...
E_C19_Nov_Aisha01_33,ช่วยไม่ได้แฮะ... มัวแต่คอยรับแขกเลยยังไม่ได้บอก
E_C19_Nov_Aisha01_34,ของขวัญก็เตรียมเอาไว้แล้ว... วันนี้จะได้ให้หรือเปล่านะ
