KEY,English
E_C19_September_Gau01_01,Hmm? Yanne? What are you doing here?
E_C19_September_Gau01_02,Preparing a surprise party!\nThis place is going to be crowded this evening.
E_C19_September_Gau01_03,Eh? Is today a special day?
E_C19_September_Gau01_04,Yep. It’s Gau's birthday.
E_C19_September_Gau01_05,What... Today's Uncle Gau's birthday?!
E_C19_September_Gau01_06,He mentioned it briefly while drinking.
E_C19_September_Gau01_07,To think that I actually asked him to go on a raspberry hunt with me today...
E_C19_September_Gau01_08,Hmm... Do you think he was upset because I didn’t know it was his birthday?
E_C19_September_Gau01_09,Did Gau seem like he was having a bad day?
E_C19_September_Gau01_10,"Yes, he didn’t say much when I talked to him. Also, he looked quite depressed all morning."
E_C19_September_Gau01_11,It must be guilt.
E_C19_September_Gau01_12,Pardon? How can someone feel guilty on a birthday?
E_C19_September_Gau01_13,He told me before that he once went on a rampage during his birthday. His fellow Barbarians got hurt quite badly.
E_C19_September_Gau01_14,I guess those memories keep haunting him.
E_C19_September_Gau01_15,Seriously? That gentle bear of a man did that?!
E_C19_September_Gau01_16,He’s so soft that he even refuses to touch a sparrow!
E_C19_September_Gau01_17,"Oh, right. You wouldn’t know of Gau’s past. "
E_C19_September_Gau01_18,"Although he looks like a hairy man with a gentle spirit now,"
E_C19_September_Gau01_19,he was once infamously known as the fiercest warrior in all of the Barbarian Kingdom.
E_C19_September_Gau01_20,Whaaat?! No way!
E_C19_September_Gau01_21,I remember hearing about Gau's exploits when I was young.
E_C19_September_Gau01_22,"Whenever the Barbarian with dual axes walked by, all the villagers would shut their doors, locking themselves up tight."
E_C19_September_Gau01_23,Unbelievable... No way.
E_C19_September_Gau01_24,So the reason he built an orphanage... That's...
E_C19_September_Gau01_25,Perhaps... He desperately wanted to fix his past wrongdoings by doing something good.
E_C19_September_Gau01_26,"Gau... For all this time, I had thought that he’s just a cool, easy-going person..."
E_C19_September_Gau01_27,I didn't realize he carried such a burden...
E_C19_September_Gau01_28,I wish he would let some of his burdens go.
E_C19_September_Gau01_29,"He's already putting in so much effort, trying to rebuild the fallen Barbarian Kingdom."
E_C19_September_Gau01_30,"I know that some people still think of Gau as the nasty person from before,"
E_C19_September_Gau01_31,"but you know him, Rodina."
E_C19_September_Gau01_32,He's a kindhearted person.
E_C19_September_Gau01_33,Of course!
E_C19_September_Gau01_34,"Uncle Gau has such a warm heart. In fact, his heart is so warm that I’m sure it could melt the very snow covering the mountains!"
E_C19_September_Gau01_35,"Ahaha, well said. Anyways, so I invited some special guests for the surprise party!"
E_C19_September_Gau01_36,"Unfortunately, I wasn't able to invite Kasel and his friends since they're so far away. "
E_C19_September_Gau01_37,But that shouldn't keep us from throwing an amazing party this evening! Let’s go get ready!
E_C19_September_Gau01_38,Roger that! Is there anything I can do to help?
E_C19_September_Gau01_39,"Well, since I prepared all the meat and booze already,"
E_C19_September_Gau01_40,can you head outside and pick those raspberries that Gau likes?
E_C19_September_Gau01_41,Got it! I'll head out and pick all the snow mountain raspberries for him!
E_C19_September_Gau01_42,Then I’m going to ask Pavel to make us a delicious ice raspberry cake!
E_C19_September_Gau01_43,Great plan!
E_C19_September_Gau01_44,Um... Actually...
E_C19_September_Gau01_45,Will Gau come here for the cake?
E_C19_September_Gau01_46,"Oh, don’t you worry about that!\nI already got the only person who can control Gau on board!"
E_C19_September_Gau01_47,Was I too cold to Rodina?
