KEY,Spanish
Sub1_Prisila_1_1_1,Ojos dorados llenos de ansiedad.
Sub1_Prisila_1_1_2,¿Voy a morir aquí?
Sub1_Prisila_1_1_3,Una niña tan pequeña no debería hacer ese tipo de preguntas.
Sub1_Prisila_1_1_4,Me muerdo los labios sin pensar
Sub1_Prisila_1_1_5,mientras miro a la niña ansiosa.
Sub1_Prisila_1_1_6,"La niña, con esas manos tan pequeñas, estaba destinada a cambiar todo esto."
Sub1_Prisila_1_1_7,"Sentí que todo era en vano, pero igual me dio lástima."
Sub1_Prisila_1_1_8,No te preocupes. Todo saldrá bien.
Sub1_Prisila_1_1_9,Las cosas siempre terminan saliendo bien.
Sub1_Prisila_1_1_10,"Solía decírselo a todos los que confiaban en mí y me seguían,"
Sub1_Prisila_1_1_11,como una vieja costumbre.
Sub1_Prisila_1_1_12,No te preocupes. Todo saldrá bien.
Sub1_Prisila_1_1_13,La niña la observó sin ninguna expresión mientras bajaba del carruaje.
Sub1_Prisila_1_1_14,"Afuera, llovía a cántaros."
Sub1_Prisila_1_1_15,"Me llamo Priscilla, mi señora, y estoy aquí para servirle de ahora en adelante."
Sub1_Prisila_1_1_16,La mujer se volteó para mirar a la niña y habló con un rostro impasible.
Sub1_Prisila_1_1_17,"Las palabras eran formales y frías, pero la voz que las pronunciaba sonaba confiable y honesta."
Sub1_Prisila_1_1_18,¡G... gracias!
Sub1_Prisila_1_1_19,"La niña asintió,"
Sub1_Prisila_1_1_20,y la mujer abandonó el carruaje sin volver a mirar atrás.
Sub1_Prisila_1_1_21,"Poco después, el aire que rodeaba el carruaje empezó a cambiar de forma repentina."
Sub1_Prisila_1_1_22,¡Clang!
Sub1_Prisila_1_1_23,Los sonidos agudos del metal sacudieron el carruaje.
Sub1_Prisila_1_1_24,La intensa lluvia ahogó los gritos.
Sub1_Prisila_1_1_25,"El tiempo pasó, y la lluvia fue disminuyendo."
Sub1_Prisila_1_1_26,*Clic*
Sub1_Prisila_1_1_27,La mujer subió al carruaje empapada.
Sub1_Prisila_1_1_28,La niña rompió en llanto.
Sub1_Prisila_1_1_29,Gracias. Gracias...
Sub1_Prisila_1_1_30,La mujer no sabía que hacer
Sub1_Prisila_1_1_31,mientras la niña lloraba de alivio.
Sub1_Prisila_1_1_32,"En silencio, se acercó a la niña y la abrazó."
Sub1_Prisila_1_1_33,"La niña era minúscula, igual que el sonido de su llanto."
Sub1_Prisila_1_1_34,Tranquila. Siempre estaré a tu lado.
Sub1_Prisila_2_1_1,Ugh...
Sub1_Prisila_2_1_2,La criatura maligna dejó escapar un alarido ensordecedor
Sub1_Prisila_2_1_3,mientras la sangre pegajosa y desagradable salpicaba todo.
Sub1_Prisila_2_1_4,La sangre escarlata manchó el hermoso lustre blanco de su alabarda.
Sub1_Prisila_2_1_5,¿Qué tipo de soldados crees que se necesitan en el ejército?
Sub1_Prisila_2_1_6,El tipo de los que no piensan por sí mismos.
Sub1_Prisila_2_1_7,El tipo de los que no se consideran individuos.
Sub1_Prisila_2_1_8,"Entonces, ¿qué tipo de soldado crees que eres?"
Sub1_Prisila_2_1_9,Alguien que tiene pensamientos propios.
Sub1_Prisila_2_1_10,Alguien que tiene convicciones.
Sub1_Prisila_2_1_11,Alguien que se considera un individuo con opiniones.
Sub1_Prisila_2_1_12,Y alguien que pondrá a todos en peligro.
Sub1_Prisila_2_1_13,"Teniente Priscilla, así es como te veo."
Sub1_Prisila_2_1_14,Es tu elección.
Sub1_Prisila_2_1_15,Elige cuál de las dos hilará este espinoso camino.
Sub1_Prisila_2_1_16,¿Tú o todos los que te siguen?
Sub1_Prisila_2_1_17,Desgraciados...
Sub1_Prisila_2_1_18,Oh. Ahí viene.
Sub1_Prisila_2_1_19,"¡Aquí, comandante!"
Sub1_Prisila_2_1_20,Los soldados hicieron señales a Priscilla desde lejos.
Sub1_Prisila_2_1_21,Algunos yacían exhaustos o
Sub1_Prisila_2_1_22,atendían a los compañeros heridos.
Sub1_Prisila_2_1_23,Otros cavaban el lugar de descanso final para los caídos.
Sub1_Prisila_2_1_24,¿De quién es la tumba?
Sub1_Prisila_2_1_25,De Erox.
Sub1_Prisila_2_1_26,Los cuervos se alimentan de los cadáveres si la tumba no es lo suficientemente profunda.
Sub1_Prisila_2_1_27,Había decenas de sitios como este; entierros de los soldados
Sub1_Prisila_2_1_28,cuyos restos había prometido que llevaría de vuelta a casa.
Sub1_Prisila_2_1_29,Era un hecho bastante común.
Sub1_Prisila_2_1_30,"Al principio, había cerca de 80 soldados en mi tropa,"
Sub1_Prisila_2_1_31,pero ese número había disminuido a causa de interminables batallas
Sub1_Prisila_2_1_32,que debían enfrentar sin ningún tipo de ayuda ni refuerzos.
Sub1_Prisila_2_1_33,"Nos enviaron a lugares más peligrosos,"
Sub1_Prisila_2_1_34,donde tuvimos que arriesgar nuestras vidas.
Sub1_Prisila_2_1_35,"Se suponía que pelearíamos en batallas de conquista,"
Sub1_Prisila_2_1_36,"pero, en su lugar, peleábamos por sobrevivir."
Sub1_Prisila_2_1_37,¿Están todos bien?
Sub1_Prisila_2_1_38,Por supuesto. ¿Con quién crees que estás hablando?
Sub1_Prisila_2_1_39,Somos guerreros que hemos peleado en cientos de batallas.
Sub1_Prisila_2_1_40,"Era una respuesta alentadora,"
Sub1_Prisila_2_1_41,"y no tenía nada más para decirles,"
Sub1_Prisila_2_1_42,así que simplemente los miré.
Sub1_Prisila_2_1_43,El soldado que había respondido
Sub1_Prisila_2_1_44,también tenía heridas y la cabeza vendada.
Sub1_Prisila_2_1_45,Parece que tu ego está creciendo más rápido que tus habilidades.
Sub1_Prisila_2_1_46,"Ja, ja. Vamos."
Sub1_Prisila_2_1_47,"Los soldados se rascaron la cabeza y rieron tímidamente,"
Sub1_Prisila_2_1_48,pero sentí mucha pena.
Sub1_Prisila_2_1_49,Este es el peor lugar en el que hemos peleado.
Sub1_Prisila_2_1_50,Me preocupa que esas cosas puedan aparecer de todas partes.
Sub1_Prisila_2_1_51,"Ya sabes, como lo que sucedió hace cien años..."
Sub1_Prisila_2_1_52,¡Oye! ¡No llames a la mala suerte!
Sub1_Prisila_2_1_53,¡Paaaam!
Sub1_Prisila_2_1_54,"El largo estruendo de un cuerno,"
Sub1_Prisila_2_1_55,luego dos estruendos más separados por intervalos breves seguidos del último estruendo largo.
Sub1_Prisila_2_1_56,Significaba que habían aparecido los enemigos. Muchos enemigos.
Sub1_Prisila_2_1_57,"¡Oh, vamos! ¡Trajiste la mala suerte!"
Sub1_Prisila_2_1_58,¿Me estás culpando a mí?
Sub1_Prisila_2_1_59,Fue algo inesperado.
Sub1_Prisila_2_1_60,"En la investigación previa,"
Sub1_Prisila_2_1_61,no había habido indicios de que podría suceder algo como esto.
Sub1_Prisila_2_1_62,"Sin embargo,"
Sub1_Prisila_2_1_63,Me di cuenta de lo que estaba sucediendo.
Sub1_Prisila_2_1_64,Fue intencional.
Sub1_Prisila_2_1_65,Fue deliberado...
Sub1_Prisila_2_1_66,Podía escuchar la voz en mi cabeza.
Sub1_Prisila_2_1_67,La voz arrogante de un hombre que me menospreciaba.
Sub1_Prisila_2_1_68,"Los soldados no hicieron nada malo, ya que simplemente estaban siguiendo tus órdenes."
Sub1_Prisila_2_1_69,No esperes ningún tipo de ayuda a partir de ahora.
Sub1_Prisila_2_1_70,No tenemos ni tiempo ni energía para dedicar a los traidores.
Sub1_Prisila_2_1_71,Él nos envió con la intención de matarnos a todos desde el principio...
Sub1_Prisila_2_1_72,Maldición. ¿Alguna vez dejarán de venir estas cosas?
Sub1_Prisila_2_1_73,"Los soldados se sacudían el polvo mientras se ponían de pie,"
Sub1_Prisila_2_1_74,pero tenían las manos algo temblorosas.
Sub1_Prisila_2_1_75,Priscilla se paró frente a ellos
Sub1_Prisila_2_1_76,y comenzó a hablar con una voz suave.
Sub1_Prisila_2_1_77,Gracias por todo lo que han hecho.
Sub1_Prisila_2_1_78,¿Qué estás diciendo?
Sub1_Prisila_2_1_79,Tienes que recobrar la compostura.
Sub1_Prisila_2_1_80,¿No se siente mareada por la sangre que la recubre?
Sub1_Prisila_2_1_81,Lo sé. A mí tampoco me gusta la sangre de esos demonios.
Sub1_Prisila_2_1_82,Creo que también tengo fiebre.
Sub1_Prisila_2_1_83,"Oye, deja de perder el tiempo y busca un poco de agua."
Sub1_Prisila_2_1_84,Parece que hay muchos esta vez.
Sub1_Prisila_2_1_85,"Mientras no hagas estupideces, no van a causar problemas."
Sub1_Prisila_2_1_86,"Ja, ja. ¡Miren a quién le creció el ego más rápido que sus habilidades!"
Sub1_Prisila_2_1_87,...
Sub1_Prisila_2_1_88,"Comandante, aquí hay agua."
Sub1_Prisila_2_1_89,Gracias.
Sub1_Prisila_2_1_90,La sangre se iba lavando mientras Priscilla se arrojaba agua sobre la cabeza.
Sub1_Prisila_2_1_91,"El agua fluía por su cabello y descendía por su cuello,"
Sub1_Prisila_2_1_92,y poco a poco se iba revelando su blanca piel.
Sub1_Prisila_2_1_93,Vaya...
Sub1_Prisila_2_1_94,Priscilla tenía la apariencia de una diosa reencarnada en el campo de batalla.
Sub1_Prisila_2_1_95,No te preocupes. Todo saldrá bien.
Sub1_Prisila_3_1_1,¡¿?!
Sub1_Prisila_3_1_2,¿Aliados?
Sub1_Prisila_3_1_3,¡A un lado! No son...
Sub1_Prisila_3_1_4,Grrrr.
Sub1_Prisila_3_1_5,¡Ah!
Sub1_Prisila_3_1_6,¡¿Qué... qué es esto?!
Sub1_Prisila_3_1_7,¡Kah!
Sub1_Prisila_3_1_8,¡Clang!
Sub1_Prisila_3_1_9,¡Ah!
Sub1_Prisila_3_2_1,¿Una sobreviviente?
Sub1_Prisila_3_2_2,Hazte a un lado.
Sub1_Prisila_3_2_3,¡¿?!
Sub1_Prisila_3_2_4,Hazte a un lado.
Sub1_Prisila_3_2_5,...
Sub1_Prisila_3_3_1,Ella los enterró
Sub1_Prisila_3_3_2,para que los cuervos no los atacaran.
Sub1_Prisila_3_3_3,"Con la promesa de regresar algún día,"
Sub1_Prisila_3_3_4,Priscilla los enterró a todos.
Sub1_Prisila_3_3_5,¿Eran tus hombres?
Sub1_Prisila_3_3_6,"Bueno, es una pregunta tonta, después de todo."
Sub1_Prisila_3_3_7,Se trata del proyecto «Caballeros malvados».
Sub1_Prisila_3_3_8,Lo sé.
Sub1_Prisila_3_3_9,¿Lo sabes?
Sub1_Prisila_3_3_10,Ya veo. Así que hicieron esto para silenciarte.
Sub1_Prisila_3_3_11,(Un hacha enorme... Conque esta es la Tormenta de Orvelia. Una mujer tan joven...)
Sub1_Prisila_3_3_12,No te preguntaré cómo lo sabes.
Sub1_Prisila_3_3_13,Pero debes compartir toda la información que sepas.
Sub1_Prisila_3_3_14,¿Por qué?
Sub1_Prisila_3_3_15,Esto va volver a ocurrir.
Sub1_Prisila_3_3_16,"Primero, en campos de batalla extensos donde cualquiera puede morir."
Sub1_Prisila_3_3_17,"Luego, en batallas más pequeñas,"
Sub1_Prisila_3_3_18,y finalmente en todas partes. Su único objetivo es arrebatar la vida.
Sub1_Prisila_3_3_19,"Y al final, tendrás que alzar tu arma contra aquellos a quienes habías jurado proteger."
Sub1_Prisila_3_3_20,Estoy seguro de que entiendes eso a esta altura.
Sub1_Prisila_3_3_21,...
Sub1_Prisila_3_3_22,¿Quién eres?
