KEY,Japanese
ITEM_NAME_1,カーセル
ITEM_NAME_2,フレイ
ITEM_NAME_3,クレオ
ITEM_NAME_4,ロイ
ITEM_NAME_5,ガウ
ITEM_NAME_6,ピルロップ
ITEM_NAME_7,ラクラック
ITEM_NAME_8,カウラ
ITEM_NAME_9,エピス
ITEM_NAME_10,セレネ
ITEM_NAME_11,マリア
ITEM_NAME_12,ミルル
ITEM_NAME_13,ローレイン
ITEM_NAME_14,マヤ
ITEM_NAME_15,クラウス
ITEM_NAME_16,レピィ
ITEM_NAME_17,ディマエル
ITEM_NAME_18,レイナ
ITEM_NAME_19,パベル
ITEM_NAME_20,デミア
ITEM_NAME_21,ネイラ
ITEM_NAME_22,ロディナ
ITEM_NAME_23,モーラ
ITEM_NAME_24,ボードワン
ITEM_NAME_25,ジェーン
ITEM_NAME_26,アイシャ
ITEM_NAME_27,レオ
ITEM_NAME_28,フルス
ITEM_NAME_29,ルナ
ITEM_NAME_30,ライアス
ITEM_NAME_31,アーク
ITEM_NAME_32,レウィシア
ITEM_NAME_33,ニクス
ITEM_NAME_34,アネット
ITEM_NAME_35,ミトラ
ITEM_NAME_36,リカルド
ITEM_NAME_37,ターニャ
ITEM_NAME_38,エゼキエル
ITEM_NAME_39,カサンドラ
ITEM_NAME_40,テオ
ITEM_NAME_41,メディアナ
ITEM_NAME_42,オディ
ITEM_NAME_43,ヴィスカ
ITEM_NAME_44,プリシラ
ITEM_NAME_45,ヤンヌ
ITEM_NAME_46,ザフィーラ
ITEM_NAME_48,レハトゥナ
ITEM_NAME_47,ユリア
ITEM_NAME_49,オペリア
ITEM_NAME_50,レクィナ
ITEM_NAME_51,アセリカ
ITEM_NAME_52,クロウ
ITEM_NAME_53,シャミーラ
ITEM_NAME_54,ラブリル
ITEM_NAME_55,セリア
ITEM_NAME_56,エルゼ
ITEM_NAME_57,リリア
ITEM_NAME_58,ラウディア
ITEM_NAME_59,ルシアス
ITEM_NAME_60,クリシャ
ITEM_NAME_61,ネラクシス
ITEM_NAME_62,スカーレット
ITEM_NAME_63,ソニア
ITEM_NAME_64,アルテミア
ITEM_NAME_65,ミリアンヌ
ITEM_NAME_66,シア
ITEM_NAME_67,カラ
ITEM_NAME_68,ニア
ITEM_NAME_69,エスカー
ITEM_NAME_70,セシリア
ITEM_NAME_71,キルツェ
ITEM_NAME_72,パンシローネ
ITEM_NAME_73,チェイス
