KEY,"ChineseSimplified"
E_C19_May_Lucias_01,"请问您找我了吗？瑞卡德大人。"
E_C19_May_Lucias_02,"你最近好像有很多事啊，总是不在这。"
E_C19_May_Lucias_03,"因为在最近和魔族的战斗中，除了圣骑士还有很多百姓也受到了很大的伤害。"
E_C19_May_Lucias_04,"因为去拜访那些需要帮助的人，所以很少回来，对不起。"
E_C19_May_Lucias_05,"哈哈哈！没必要道歉呀！"
E_C19_May_Lucias_06,"大家都知道你无法对那些陷入困境的人视而不见。"
E_C19_May_Lucias_07,"话说回来，鲁西亚司，今天是你的生日啊！"
E_C19_May_Lucias_08,"如果像平时一样的话，我应该可以早一点向你道贺。"
E_C19_May_Lucias_09,"但我年纪大了，连这种重大的事也会忘记，哈哈哈！"
E_C19_May_Lucias_10,"祝贺的有点晚，不好意思呀。"
E_C19_May_Lucias_11,"这虽然不是什么贵重的东西，但是是我的一片心意，你就收下吧。"
E_C19_May_Lucias_12,"谢谢您。"
E_C19_May_Lucias_13,"…但是，您是怎么知道今天是我的生日的呢…？"
E_C19_May_Lucias_14,"今天「星沙魔术师」给我寄来了一封信。"
E_C19_May_Lucias_15,"对方知道你的生日，应该是熟人，你交了个有趣的朋友呢。"
E_C19_May_Lucias_16,"哈哈…是啊…还真是呢。"
E_C19_May_Lucias_17,"是啊，你回家乡一趟了吗？"
E_C19_May_Lucias_18,"没有，没有什么需要回去的事情。"
E_C19_May_Lucias_19,"父母会数十次、数百次地想念离开篱笆去外面闯荡的孩子的。"
E_C19_May_Lucias_20,"孩子是否健康，会不会卷入什么危险的事情里。"
E_C19_May_Lucias_21,"那些担忧会让他们晚上都睡不着觉。"
E_C19_May_Lucias_22,"加上今天不是你生日嘛。"
E_C19_May_Lucias_23,"回家乡问候一下，顺便再休息休息，怎么样？"
E_C19_May_Lucias_24,"鲁西亚司，把这个带去给你的父母。"
E_C19_May_Lucias_25,"感谢您总是送给我们农作物。"
E_C19_May_Lucias_26,"哈哈哈，谢什么谢，因为你村庄才能变得这么和平安全啊。"
E_C19_May_Lucias_27,"真的非常感谢女神。"
E_C19_May_Lucias_28,"将你这个受到祝福的孩子送到我们身边…"
E_C19_May_Lucias_29,"大家总是说这样的话，我都有点不好意思了呢…"
E_C19_May_Lucias_30,"村庄外面总是充斥着悲伤和苦痛。"
E_C19_May_Lucias_31,"我们在你出生之前也经历过相似的苦痛。"
E_C19_May_Lucias_32,"现在我们之所以能够露出笑容，都是多亏了你。"
E_C19_May_Lucias_33,"大家都开心的话…我也…"
E_C19_May_Lucias_34,"（如果是我那微薄的力量带领村庄走向幸福的话…）"
E_C19_May_Lucias_35,"（那我是不是也能到外面，拯救那些饱受痛苦折磨的人呢？）"
E_C19_May_Lucias_36,"（带领大家走向那个没有苦痛，也没有悲伤…所有人都能带着笑容，感到幸福的世界…）"
E_C19_May_Lucias_37,"世界上还有许多我照顾不到的，正经历着痛苦的人。"
E_C19_May_Lucias_38,"现在这王城中，许多在混沌和恐怖面前瑟瑟发抖的人们的声音也在不断传来。"
E_C19_May_Lucias_39,"我好像还没办法回到家乡。"
E_C19_May_Lucias_40,"（救助所有正在经历痛苦的人们和）"
E_C19_May_Lucias_41,"（给他们带来安稳的生活，到完成我的…使命为止。）"
E_C19_May_Lucias_42,"您好不容易才向我提议的，对不起。"
E_C19_May_Lucias_43,"哈哈哈，没必要道歉呀！"
E_C19_May_Lucias_44,"如果你自己是这么想的，我不能强迫你啊。"
E_C19_May_Lucias_45,"虽然没有什么特别的话…但我从这封信里面"
E_C19_May_Lucias_46,"感受到了希望你能好好休息一天的心意，所以我才向你提议的。"
E_C19_May_Lucias_47,"休息的话可能有点困难呢，哈哈。"
E_C19_May_Lucias_48,"咳哈哈，唠叨就说到这了，就算只有今天一天，也一定要休息啊。"
E_C19_May_Lucias_49,"…我会努力试试的。愿女神的祝福与您同在。"
E_C19_May_Lucias_50,"唉…"
E_C19_May_Lucias_51,"嗯？这个…？"
E_C19_May_Lucias_52,"我就知道会那样，好好过生日。"
E_C19_May_Lucias_53,"哈哈，你也和从前一样啊…"
E_C19_May_Lavril_01,"……"
E_C19_May_Lavril_02,"哇！蛋糕真的好大！太好了！生日快乐！"
E_C19_May_Lavril_03,"生日快乐！这是礼物！这是我非常珍惜的东西，现在给你！因为是你生日！"
E_C19_May_Lavril_04,"谢谢！我们吃蛋糕吧！看！妈妈给我做了我最喜欢的东西！"
E_C19_May_Lavril_05,"等一下！马上就吃掉怎么行！生日歌呢？鞭炮呢？！"
E_C19_May_Lavril_06,"赶快把生日歌唱了然后吃蛋糕吧！"
E_C19_May_Lavril_07,"祝你生日快乐～祝你生日快乐～"
E_C19_May_Lavril_08,"生日…？"
E_C19_May_Lavril_09,"嗯？欢迎光临，拉薇儿。"
E_C19_May_Lavril_10,"你怎么了？"
