KEY,Portuguese
E_C19_July_Maria01_1,"Então, você tem certeza que isso vai funcionar?"
E_C19_July_Maria01_2,"*Risos* Claro. Seja lá o que você planejou, vai dar certo."
E_C19_July_Maria01_3,"Ela também é importante e especial pra mim, sabia?"
E_C19_July_Maria01_4,"Eu não vou fazer papel de boba perto dela, não como você."
E_C19_July_Maria01_5,......
E_C19_July_Maria01_6,"Mas, ainda estou um tanto curiosa. Por que você não vai comemorar com ela?"
E_C19_July_Maria01_7,Eu sou uma Draconiana que massacrou e devorou o Dragão Sagrado Oricana.
E_C19_July_Maria01_8,Não há lugar pra mim na comemoração do nascimento de alguém tão nobre.
E_C19_July_Maria01_9,"*Risos* Você realmente pensa isso? Ora, que adorável."
E_C19_July_Maria01_10,Cale a boca.
E_C19_July_Maria01_11,Meu assunto com você acabou. Já paguei o que devia. Agora saia.
E_C19_July_Maria01_12,*Risos* Como é que eu poderia ir embora agora?
E_C19_July_Maria01_13,"Não posso perder o que estou prestes a ver, posso?"
E_C19_July_Maria01_14,"Por onde você andou, Morrah? Estava lhe procurando por todo lugar."
E_C19_July_Maria01_15,Minhas sinceras desculpas. Eu estava indo agora mesmo lhe levar um presente.
E_C19_July_Maria01_16,Um presente?
E_C19_July_Maria01_17,Espero que você goste.
E_C19_July_Maria01_18,Ugh...!
E_C19_July_Maria01_19,Espere! O que é isso?
E_C19_July_Maria01_20,"Morrah, pare!"
E_C19_July_Maria01_21,Maria...
E_C19_July_Maria01_22,Quem é você...?
E_C19_July_Maria01_23,"Sou eu, Oricana."
E_C19_July_Maria01_24,Com a ajuda do ser que carrega meu espírito
E_C19_July_Maria01_25,"e sua amiga,"
E_C19_July_Maria01_26,serei capaz de passar um tempinho com você.
E_C19_July_Maria01_27,Oricana...
E_C19_July_Maria01_28,Feliz aniversário.
E_C19_July_Maria01_29,Estou feliz em poder dizer isso pessoalmente.
E_C19_July_Maria01_30,"Obrigada, Oricana."
E_C19_July_Maria01_31,"Então, sorria. Eu quero ver seu sorriso."
E_C19_July_Maria01_32,"Sempre estarei olhando por você em sua jornada,"
E_C19_July_Maria01_33,esperando para ver o dia em que finalmente encontrará sua felicidade.
E_C19_July_Maria01_34,"Oricana! Por favor, fique!"
E_C19_July_Maria01_35,Ah...!
E_C19_July_Maria01_36,Você...
E_C19_July_Maria01_37,Urgh...
E_C19_July_Maria01_38,Minha cabeça está me matando. Cadê a Maria?
E_C19_July_Maria01_39,"Maria, você está bem?"
E_C19_July_Maria01_40,"Então, gostou do que eu preparei para você?"
E_C19_July_Maria01_41,......
E_C19_July_Maria01_42,Maria...?
E_C19_July_Maria01_43,Morrah.
E_C19_July_Maria01_44,Não posso dizer que odiei o seu presente.
E_C19_July_Maria01_45,"Eu pude falar com Oricana. Foi por pouco tempo, mas fiquei feliz."
E_C19_July_Maria01_46,Maria...!
E_C19_July_Maria01_47,Me deixe terminar.
E_C19_July_Maria01_48,"É que aquilo foi muito perigoso! Você forçou a consciência de Oricana a emergir, não foi?"
E_C19_July_Maria01_49,E eu tenho uma boa ideia de quem está por trás disso.
E_C19_July_Maria01_50,"Você poderia ter destruído a sua própria consciência! Agora, eu mandei você se arriscar tanto assim pelo meu presente?"
E_C19_July_Maria01_51,S-sinto muito!
E_C19_July_Maria01_52,"Pensei que Oricana estar aqui seria muito importante pra você, nesse seu dia tão especial."
E_C19_July_Maria01_53,"Eu não pensei bem nas consequências. Sinto muito, Maria."
E_C19_July_Maria01_54,Não tem problema você estar aqui comigo.
E_C19_July_Maria01_55,É?
E_C19_July_Maria01_56,"Eu ia ficar feliz do mesmo jeito se fosse você comemorando comigo. Os presentes, sinceramente, não importam."
E_C19_July_Maria01_57,"É você que cuida de mim, não Oricana."
E_C19_July_Maria01_58,Maria...
E_C19_July_Maria01_59,"Então, eu lhe proíbo de fazer algo tão perigoso assim no futuro. Entendeu?"
E_C19_July_Maria01_60,Eu nunca vou querer ver você se machucar.
E_C19_July_Maria01_61,Guardarei suas palavras bondosas em meu coração. E...
E_C19_July_Maria01_62,"Feliz aniversário, Maria!"
E_C19_Jul_Ophelia01_01,Onde está o Irmão Esker...?
E_C19_Jul_Ophelia01_02,"Todos estão ocupados com os preparativos, mas ele desapareceu outra vez!"
E_C19_Jul_Ophelia01_03,"Ophelia, aqui!"
E_C19_Jul_Ophelia01_04,Esker!
E_C19_Jul_Ophelia01_05,O Lonian mandou você para me encontrar?
E_C19_Jul_Ophelia01_06,"Bom, não podemos praticar sem você."
E_C19_Jul_Ophelia01_07,Ele pediu para você voltar logo!
E_C19_Jul_Ophelia01_08,"Tudo bem, tudo bem. Venha aqui."
E_C19_Jul_Ophelia01_09,Hã? Nós devíamos voltar agora!
E_C19_Jul_Ophelia01_10,Esker!
E_C19_Jul_Ophelia01_11,*Ufa*... Ainda falta muito?
E_C19_Jul_Ophelia01_12,"Acho que nos distanciamos demais da trupe. Você sabe o caminho de volta, né?"
E_C19_Jul_Ophelia01_13,Só mais um pouco.
E_C19_Jul_Ophelia01_14,"Oh, ali está!"
E_C19_Jul_Ophelia01_15,Por que estamos aqui...?
E_C19_Jul_Ophelia01_16,Agh!
E_C19_Jul_Ophelia01_17,Aquilo é um golem!
E_C19_Jul_Ophelia01_18,"Vamos voltar logo, antes que ele nos veja..."
E_C19_Jul_Ophelia01_19,Hã? Nós viemos até aqui por isso. Por que voltaríamos?
E_C19_Jul_Ophelia01_20,"Espera, nós viemos aqui pelo golem? Por quê?"
E_C19_Jul_Ophelia01_21,Esker... O que está planejando fazer dessa vez...?
E_C19_Jul_Ophelia01_22,"Haha, nada demais."
E_C19_Jul_Ophelia01_23,Vou lhe dar algo especial caso o derrote.
E_C19_Jul_Ophelia01_24,"Viva! Vai, Ophelia."
E_C19_Jul_Ophelia01_25,E-Esker! Irmão! Não me deixe sozinha!
E_C19_Jul_Ophelia01_26,...
E_C19_Jul_Ophelia01_27,"O-olá, Sr. Golem?"
E_C19_Jul_Ophelia01_28,"Esker pediu pra eu machucar você, mas..."
E_C19_Jul_Ophelia01_29,Eu não quero isso...
E_C19_Jul_Ophelia01_30,Kyaah!
E_C19_Jul_Ophelia01_31,"*Bip, bip, bibip!*"
E_C19_Jul_Ophelia01_32,"Calminha, Sr. Golem!"
E_C19_Jul_Ophelia01_33,Esker! Eskerrrrr!
E_C19_Jul_Ophelia01_34,Esker! Como pôôôde?!
E_C19_Jul_Ophelia01_35,"Carta, Vellekia! "
E_C19_Jul_Ophelia01_36,"*Bi, bip, biiiip*"
E_C19_Jul_Ophelia01_37,"*Ufa*... Sinto muito, Sr. Golem..."
E_C19_Jul_Ophelia01_38,"Nossa, suas habilidades melhoraram muito!"
E_C19_Jul_Ophelia01_39,Você pode ser até independente dessa trupe.
E_C19_Jul_Ophelia01_40,Esker! Não foi nada legal...
E_C19_Jul_Ophelia01_41,"Espera, deixa isso para depois."
E_C19_Jul_Ophelia01_42,"Vamos embora, já pegamos o que precisávamos."
E_C19_Jul_Ophelia01_43,Aonde você está indo dessa vez?
E_C19_Jul_Ophelia01_44,"E, se eu conectar isso aqui..."
E_C19_Jul_Ophelia01_45,Prontinho!
E_C19_Jul_Ophelia01_46,"Feliz aniversário, Ophelia."
E_C19_Jul_Ophelia01_47,"É muito cansativo desarmar todas as barracas sempre que vamos partir, não é?"
E_C19_Jul_Ophelia01_48,"Então, eu preparei sua própria carruagem."
E_C19_Jul_Ophelia01_49,Esker...
E_C19_Jul_Ophelia01_50,Ficou comovida? Sem palavras?
E_C19_Jul_Ophelia01_51,Aquilo foi muito perigoso!
E_C19_Jul_Ophelia01_52,Eu fiquei com tanto medo! Você me deixou sozinha!
E_C19_Jul_Ophelia01_53,Com medo? Mas aquele golem era só uma alucinação. 
E_C19_Jul_Ophelia01_54,Eu já cuidei do verdadeiro...
E_C19_Jul_Ophelia01_55,Você lutou contra o golem sozinho? Por que você fez algo tão perigoso assim?
E_C19_Jul_Ophelia01_56,"Acalme-se, Ophelia."
E_C19_Jul_Ophelia01_57,Eu prefiro ficar com o pessoal da trupe do que ficar sozinha!
E_C19_Jul_Ophelia01_58,"Haha, não deu muito certo, eu acho..."
E_C19_Jul_Ophelia01_59,Esker! Eu te odeio!
E_C19_Jul_Crow01_01,...
E_C19_Jul_Crow01_02,Argh! V-velhote! 
E_C19_Jul_Crow01_03,"Oh, senhor! Você sabia que hoje é..."
E_C19_Jul_Crow01_04,"Isso dói, seu vira-lata!"
E_C19_Jul_Crow01_05,"(Silêncio, sua idiota!)"
E_C19_Jul_Crow01_06,"(Se o velhote descobrir, ele vai dizer que estamos fazendo algo estúpido!)"
E_C19_Jul_Crow01_07,"Haha, mas ele diria isso só para você, né, vira-lata?"
E_C19_Jul_Crow01_08,"(Quem é que é vira-lata, sua doida...?!)"
E_C19_Jul_Crow01_09,Hum...
E_C19_Jul_Crow01_10,Haha... Ahahaha...
E_C19_Jul_Crow01_11,O quê? Velkinoth! Começou a ranger logo agora?
E_C19_Jul_Crow01_12,Certo! Vamos disparar!
E_C19_Jul_Crow01_13,(Mas que moleque!)
E_C19_Jul_Crow01_14,...
E_C19_Jul_Crow01_15,"Eh.. Heh, heh..."
E_C19_Jul_Crow01_16,"Oh, preciso alimentar minha belezinha!"
E_C19_Jul_Crow01_17,"Ei, belezinha! Hora de comer!"
E_C19_Jul_Crow01_18,...
E_C19_Jul_Crow01_19,Agh!
