KEY,French
E_C19_August_Phillop01_01,Je vous souhaite un joyeux anniversaire ! Phillop !
E_C19_August_Phillop01_02,Joyeux anniversaire. Haha.
E_C19_August_Phillop01_03,"Meeerci !! Mes amis, les Barbares !"
E_C19_August_Phillop01_04,"Comment avez-vous su que j’adorais boire, Hoho ! "
E_C19_August_Phillop01_05,Que le Roi des Nains soit le plus gros buveur du royaume est un fait reconnu de tous.
E_C19_August_Phillop01_06,"En ce qui concerne l'alcool, qui pourrait rivaliser avec un Nain, si ce n’est un Barbare !"
E_C19_August_Phillop01_07,"Buvez à volonté, aujourd'hui ! C'est moi qui vous offre en guise de cadeau ! "
E_C19_August_Phillop01_08,J’ai la bourse bien remplie !
E_C19_August_Phillop01_09,Ne me sous-estime surtout pas !
E_C19_August_Phillop01_10,"Ne viens surtout pas te plaindre sur moi, même si tu te retrouves à sec, d’accord ? Hohoho !"
E_C19_August_Phillop01_drink1,Après le 1er verre
E_C19_August_Phillop01_drink2,Après le 5ème verre
E_C19_August_Phillop01_drink3,Après le 13ème verre
E_C19_August_Phillop01_11,"Par delà la colline de Trina, alors que la Troupe des Draconics Ténébreux se lançait pour le 35ème assaut, "
E_C19_August_Phillop01_12,J’ai balancé cette hache !!! Et j'ai pourfendu le crâne de l’ennemi !!
E_C19_August_Phillop01_13,"Ces imbéciles se sont enfuis comme s'ils avaient le diable à leur trousse, j’en ai bien ri !! Hohoho !!"
E_C19_August_Phillop01_14,"Mais... Tout à l’heure, vous avez pourtant dit que la 28ème attaque était la dernière."
E_C19_August_Phillop01_15,"Hohoho, tu as, sans doute, mal entendu ! La 35ème attaque est la dernière !"
E_C19_August_Phillop01_16,"Hmm, la rumeur qui prétend qu’il est le plus gros buveur du royaume... Je crois que c’est lui qui en est à l’origine."
E_C19_August_Phillop01_17,"Ainsi, alors que je rentre chez moi après avoir remporté une grande victoire !!"
E_C19_August_Phillop01_18,Mes filles me repoussent en me disant que je pue la sueur !!!
E_C19_August_Phillop01_19,Comment peuvent-elles dire une telle chose à leur propre père !! OUUUUUUIN !!
E_C19_August_Phillop01_20,"Gau, que dirais-tu de rentrer ?"
E_C19_August_Phillop01_21,Je pense qu’il devrait cesser de boire.
E_C19_August_Phillop01_22,M-Mais.. Il pleure tellement... Je ne peux pas le laisser tout seul...
E_C19_August_Phillop01_23,UN INSTANT !!!!!!!!
E_C19_August_Phillop01_24,Waaaouh !
E_C19_August_Phillop01_25,Il reste encore une histoire très importante !!
E_C19_August_Phillop01_26,"C’est un terrible secret, alors je vais vous la raconter discrètement."
E_C19_August_Phillop01_27,Vous devez absolument garder le silence là-dessus.
E_C19_August_Phillop01_29,"Par delà la colline de Trina, alors que la Troupe des Draconics Ténébreux se lançait pour le 41ème assaut, "
E_C19_August_Phillop01_30,"Juno, l’addition."
E_C19_August_Phillop01_31,"Attention, il est complètement ivre. Je vous prie de le conduire dans sa chambre."
E_C19_August_Phillop01_32,"Oh, Phillop ! Pourquoi avez-vous bu autant, encore une fois ?"
E_C19_August_Phillop01_33,"Il faut vous ressaisir, si vous souhaitez retourner dans votre pays !!"
E_C19_August_Phillop01_34,"C'est vrai, je dois y retourner, puisque j’ai beaucoup d’affaires à y régler. Hic !"
E_C19_August_Phillop01_35,Être le roi d’un pays est franchement pénible !!
E_C19_August_Phillop01_36,Il y a beaucoup trop à réfléchir ! Ouiiin !!
E_C19_August_Phillop01_37,"Dans ma prochaine vie, jamais, je ne redeviendrais roi. Hic !"
E_C19_August_Phillop01_38,Dans ma prochaine vie... !!
E_C19_August_Phillop01_39,"Oui, puisque je chante bien !!"
E_C19_August_Phillop01_40,"Oui, un chanteur !!! Je serai le meilleur chanteur de tous les nains !!!"
E_C19_August_Phillop01_41,"Ouille, d’accord, d’accord, comme vous voudrez."
E_C19_August_Phillop01_42,"Juno ! Un autre steak, ici !"
E_C19_August_Phillop01_43,"Oui, j'arrive !"
E_C19_August_Phillop01_44,"Pfou, Bon, attendez-moi un instant. Et ne touchez surtout pas au verre sur la table !"
E_C19_August_Phillop01_45,Détruisons les ennemis !! Portons bien haut la fierté des Nains !! ♬
E_C19_August_Phillop01_46,Aaaarf !!!!!
E_C19_August_Phillop01_47,"Ce n’est pas possible, il est trop bruyant !"
E_C19_August_Phillop01_48,"Que ce soit il y a 100 ans ou maintenant, c’est toujours la même chanson avec ce vieux pépé !! "
E_C19_August_Phillop01_49,Bois ça et pousse ta chansonnette dans ton rêve !
E_C19_August_Phillop01_50,Humm... Quelle est cette boisson raffinée !!
E_C19_August_Phillop01_51,Kyaaaah... C’est délicieux à en mourir !!! Hohoho !!
E_C19_August_Phillop01_52,Yoho
E_C19_August_Phillop01_53,"Je suis Phillop, le meilleur des Nains !"
E_C19_August_Phillop01_54,Je ne fais qu’une bouchée de Dragon Fou et des Draconics Ténébreux !
E_C19_August_Phillop01_55,Folichonnez devant moi avec n'importe quelle arme 
E_C19_August_Phillop01_56,Mais ma tête est bien plus dure qu’elle !!!
E_C19_August_Phillop01_57,Mais ma tête est bien plus dure qu’elle...
E_C19_August_Phillop01_58,Mais levez-vous !!
E_C19_August_Phillop01_59,"Ouf... Sérieusement, à quoi rêve-t-il, je me le demande..."
E_C19_August_Phillop01_60,zZZ...
E_C19_August_Cleo01_01,La Nuit Dernière
E_C19_August_Cleo01_02,Roi ! Quel jour sommes-nous ?
E_C19_August_Cleo01_03,Vérifie-le par toi-même. Jusqu'à quand me prendras-tu pour ton valet ?
E_C19_August_Cleo01_04,"Aujourd'hui, c'est le 30... Non, c'est le 31."
E_C19_August_Cleo01_05,"Hmm, c'est vrai ? Vraiment ? D'accord !"
E_C19_August_Cleo01_06,... Je t'aurais prévenue de « vérifier par toi même ». C'est toi qui ne m'as pas écouté.
E_C19_August_Cleo01_07,"Kasel, Frey. Puis-je vous parler un instant ?"
E_C19_August_Cleo01_08,Qu'y a-t-il ?
E_C19_August_Cleo01_09,J'ai quelque chose à vous demander.
E_C19_August_Cleo01_10,Le Lendemain
E_C19_August_Cleo01_11,Freeeey ! Tu sais quoi ?
E_C19_August_Cleo01_12,"Hihi, est-ce que tu sais quel jour on est, aujourd'hui ?"
E_C19_August_Cleo01_13,Aujourd'hui ?! Eh bien ? Je n'en ai aucune idée !
E_C19_August_Cleo01_14,"Ah oui, c'est vrai. Je vais aller ramasser du bois dans la forêt !"
E_C19_August_Cleo01_15,"Hihihi, vraiment, Frey n'est pas douée avec les mensonges ! "
E_C19_August_Cleo01_16,Ils sont tous tellement attentionnés !
E_C19_August_Cleo01_17,"Qu’ils ne savent pas fêter dans la simplicité. Hihi, une fête surprise !!"
E_C19_August_Cleo01_18,"Bah, je comprends qu'il faut fournir plus d'effort pour fêter l'anniversaire de la Grande Archimage."
E_C19_August_Cleo01_19,"Oups, Cleo."
E_C19_August_Cleo01_20,Kasel ! Que caches-tu derrière toi ?
E_C19_August_Cleo01_21,U-Un limon ! C'est pour faire du pudding au limon !!
E_C19_August_Cleo01_22,Frey !! J'ai apporté le limon !!
E_C19_August_Cleo01_23,"Héhé, qu'ils sont mignons, tous les deux!"
E_C19_August_Cleo01_24,J'imagine qu'ils sont tous en train de préparer mon cadeau d'anniversaire. 
E_C19_August_Cleo01_25,Et si je faisais un tour dehors comme si de rien n'était !
E_C19_August_Cleo01_26,(Hein... ?)
E_C19_August_Cleo01_27,Les amis ! Je suis là !
