KEY,German
Sub1_Rephy_1_1_1,Führer des Blauen Sterns
Sub1_Rephy_1_1_2,Hinter jedem Leben steckt eine Seele.
Sub1_Rephy_1_1_3,"Und auch wenn das Leben endet,"
Sub1_Rephy_1_1_4,bleibt die Seele in der Welt des Lichts zurück.
Sub1_Rephy_1_1_5,Sie alle kehren zur Heimat der Seelen zurück:
Sub1_Rephy_1_1_6,dem Blauen Stern.
Sub1_Rephy_1_1_7,"Im Garten von Asiphia, der Königin des Blauen Sterns,"
Sub1_Rephy_1_1_8,ruhen sie friedlich im Garten der Ruhe.
Sub1_Rephy_1_1_9,"Sie warten, bis sie von Lua gerufen werden,"
Sub1_Rephy_1_1_10,um in die Welt des Lichts zurückzukehren.
Sub1_Rephy_1_1_11,Natürlich schaffen es längst nicht alle Seelen.
Sub1_Rephy_1_1_12,"Nur reine Seelen, die es schaffen, die Sternenlichtbrücke zu überqueren,"
Sub1_Rephy_1_1_13,können zum Blauen Stern gelangen.
Sub1_Rephy_1_1_14,"Seelen, die sich auf dem Weg zur Sternenlichtbrücke verirren,"
Sub1_Rephy_1_1_15,werden von der Finsternis befleckt.
Sub1_Rephy_1_1_16,Daher brauchen sie Führer der Seelen.
Sub1_Rephy_1_1_17,"Damit sich die Seelen also nicht verirren,"
Sub1_Rephy_1_1_18,"setzen wir Lampen ein, um die Nebligen Hügel zu erhellen ..."
Sub1_Rephy_1_1_19,.............................................
Sub1_Rephy_1_1_20,Hörst du mir überhaupt zu?
Sub1_Rephy_1_1_21,Rephy ... Rephy! Rephy!
Sub1_Rephy_1_2_1,Hm? Ich hab nicht geschlafen. Ich bin wach!
Sub1_Rephy_1_2_2,Rephy! Wie konntest du nur?! Wie oft ist das jetzt schon passiert?
Sub1_Rephy_1_2_3,"Ich erzähle dir von unserer wichtigsten Arbeit hier im Tamian-Stamm, und du schläfst einfach ein ..."
Sub1_Rephy_1_2_4,Was? Nein! Rephy hat die ganze Zeit über zugehört!
Sub1_Rephy_1_2_5,"Wir können die Lampe Gottes benutzen, die der Wächter des Blauen Sterns uns gab"
Sub1_Rephy_1_2_6,und damit irgendwelche Nebligen Hügel ... anzünden?
Sub1_Rephy_1_2_7,Wovon in aller Welt redest du da?
Sub1_Rephy_1_2_8,"Hör zu! Wir erleuchten die Nebligen Hügel wie ein Leuchtfeuer, mit hellem Licht!"
Sub1_Rephy_1_2_9,"Dann bringen wir die Sternenlichtbrücke wieder zum Leuchten, damit die verlorenen Seelen den Weg zum Blauen Stern finden ..."
Sub1_Rephy_1_2_10,Zzz ... Zzz ...
Sub1_Rephy_1_2_11,Schon wieder eingeschlafen ...?
Sub1_Rephy_1_2_12,"*Seufz ...* Warum hat der Weise bloß diesen nichtsnutzigen Jungen als seinen Nachfolger ausgewählt, bevor er zum Blauen Stern aufgebrochen ist ...?"
Sub1_Rephy_1_2_13,Was habe ich nur falsch gemacht ...? Warum muss ich mich um diesen Jungen kümmern?
Sub1_Rephy_1_2_14,Oh? *Schnüff* Das ist ... Ich rieche etwas! Hey! Ich rieche etwas!
Sub1_Rephy_1_2_15,Wie kannst du es wagen!? Ich rieche nicht! Ich habe erst letzten Monat gebadet ...
Sub1_Rephy_1_2_16,Nein ... Warte. Das muss ...!
Sub1_Rephy_1_2_17,"Es ist der Geruch der Finsternis ... Ja, das ist ein wirklich gruseliger Geruch!"
Sub1_Rephy_1_2_18,Das sind finstere Seelen!
Sub1_Rephy_1_2_19,Rephy! Warte! Du kannst nicht allein los!
Sub1_Rephy_1_3_1,Dieser eklige Geruch ... All diese finsteren Seelen. Das sind Dämonen!
Sub1_Rephy_1_3_2,"Wie können sie es wagen, in unsere Stadt der Lampenhüter zu kommen?!"
Sub1_Rephy_1_3_3,Seelen des Waldes! Helft mir!
Sub1_Rephy_1_4_1,"Hehe! Jetzt wisst ihr, was Rephy, der Führer der Seelen alles kann! Wie gefällt euch das?"
