KEY,Russian
E_C19_May_Lucias_01,"Вы меня искали, сэр Рикардо?"
E_C19_May_Lucias_02,Последнее время тебя не застать.
E_C19_May_Lucias_03,"Из-за недавних нападений демонов у нас много раненых среди населения, не говоря уже о воинах света."
E_C19_May_Lucias_04,"Я задержался, оказывая необходимую помощь пострадавшим. Прошу прощения."
E_C19_May_Lucias_05,Ну какие могут быть извинения!
E_C19_May_Lucias_06,"Я прекрасно знаю, что ты ни за что не оставишь нуждающегося в помощи."
E_C19_May_Lucias_07,"Ну да ладно, Люций. Я тут узнал, что у тебя сегодня день рождения!"
E_C19_May_Lucias_08,"Я бы организовал соответствующее празднование, если бы вспомнил об этом раньше,"
E_C19_May_Lucias_09,"но чем старше становлюсь, тем все больше забываю о таких вещах, ха-ха!"
E_C19_May_Lucias_10,"Прости, что так вышло."
E_C19_May_Lucias_11,У меня тут для тебя скромный подарочек.
E_C19_May_Lucias_12,Спасибо.
E_C19_May_Lucias_13,"Но как вы узнали, что у меня сегодня день рождения?"
E_C19_May_Lucias_14,Сегодня мне доставили письмо от фокусника из «Звездной пыли».
E_C19_May_Lucias_15,"Видимо, он твой друг, раз помнит о твоем дне рождения. Очень своеобразный парень, между прочим."
E_C19_May_Lucias_16,Ха-ха... Да. Есть такое.
E_C19_May_Lucias_17,"Кстати, ты бываешь в своем родном городе?"
E_C19_May_Lucias_18,"Нет, как-то все не представлялось возможности."
E_C19_May_Lucias_19,"Все родители скучают по детям, когда те начинают жить самостоятельной жизнью."
E_C19_May_Lucias_20,Они постоянно переживают о здоровье и безопасности своих детей.
E_C19_May_Lucias_21,Из-за чего даже иногда не могут уснуть по ночам.
E_C19_May_Lucias_22,Сегодня у тебя важный день.
E_C19_May_Lucias_23,Почему бы тебе не взять небольшой отпуск и не поехать в родной город?
E_C19_May_Lucias_24,"Люций, передай это своим родителям."
E_C19_May_Lucias_25,Спасибо. Вы очень добры.
E_C19_May_Lucias_26,"Ха-ха, не нужно благодарностей. Только благодаря тебе нашу деревню обходит лихо."
E_C19_May_Lucias_27,Я всегда очень признателен нашей богине.
E_C19_May_Lucias_28,"Это ведь она послала нам такое благословенное дитя, как ты..."
E_C19_May_Lucias_29,Мне прямо неловко слышать это от всех...
E_C19_May_Lucias_30,За пределами нашей деревни мир полон горя и печали.
E_C19_May_Lucias_31,"Наша жизнь тоже была тяжела, пока не родился ты."
E_C19_May_Lucias_32,Только благодаря тебе мы сейчас живем и радуемся жизни.
E_C19_May_Lucias_33,"Я очень рад, что все счастливы..."
E_C19_May_Lucias_34,(Если я смог помочь жителям этой деревни благодаря своему дару...)
E_C19_May_Lucias_35,"(Смогу ли я помочь всем тем, кто живет за ее пределами?)"
E_C19_May_Lucias_36,"(Смогу ли создать мир, в котором все будут счастливы... Мир без боли и страданий...)"
E_C19_May_Lucias_37,"В мире есть люди, которых я не смог спасти."
E_C19_May_Lucias_38,"Я все еще слышу голоса из дворца, полные боли и ужаса."
E_C19_May_Lucias_39,"Не думаю, что сейчас подходящее время возвращаться домой."
E_C19_May_Lucias_40,(Сначала мне нужно помочь всем страждущим здесь...)
