KEY,Japanese
E_C19_September_Gau01_01,あれっ？ヤンヌさん。何をしてるんですか？ここで。
E_C19_September_Gau01_02,サプライズの準備だよ～\n夕方頃になると、お客さんがたくさん来るからね。
E_C19_September_Gau01_03,えっ？今日、何か特別な日なんですか？
E_C19_September_Gau01_04,うん、それがね。ガウの誕生日なんだよ。
E_C19_September_Gau01_05,えっ…今日、ガウさんの誕生日なんですか！？
E_C19_September_Gau01_06,酒場でガウがしてた話を、ちょいと耳に挟んでね。
E_C19_September_Gau01_07,そんなことも知らずに、ガウさんに野いちご摘みの対決をしようなんて言ってしまいました…
E_C19_September_Gau01_08,うーん…つまり、さっきスネていたのは誕生日に気づいてもらえなかったからなのかな？
E_C19_September_Gau01_09,機嫌が悪そうだったのかい？
E_C19_September_Gau01_10,反応も薄かったし、午前中はずっとふさぎこんだ様子でした。
E_C19_September_Gau01_11,やっぱり、罪悪感のせいかねぇ。
E_C19_September_Gau01_12,えっ？誕生日に、どうして罪悪感を感じるんですか？
E_C19_September_Gau01_13,自分の誕生日に騒ぎを起こして一族の仲間たちが深手を負ったことが、\nずっと気にかかっているんだってさ。
E_C19_September_Gau01_14,よくその事を思い出すみたい。
E_C19_September_Gau01_15,あのクマみたいな人がですか！！？
E_C19_September_Gau01_16,スズメにも指一本触れられないような人が、一体なぜ…
E_C19_September_Gau01_17,あぁ、ロディナは知らないだろうね。 
E_C19_September_Gau01_18,今のガウは心優しいひげのオジサンに見えるかもしれないけど、
E_C19_September_Gau01_19,昔は蛮族の王国で最も凶暴な戦士で悪名高かったんだ。
E_C19_September_Gau01_20,ええぇぇっ！まさか！
E_C19_September_Gau01_21,あたいが小さい頃にも有名だったからね。
E_C19_September_Gau01_22,双斧の蛮族が通り過ぎる日にゃ、村中の人が鍵を閉めて家に閉じこもる程だったよ。
E_C19_September_Gau01_23,ガウさんが…そんなはずが…
E_C19_September_Gau01_24,じゃあ、過去に孤児院を建てたというのも…
E_C19_September_Gau01_25,うん…そうしてでも、自分の過去の過ちを洗い流したかったんじゃないかな？
E_C19_September_Gau01_26,ガウさんは、ただ気さくで豪放な人としか思っていませんでしたが…
E_C19_September_Gau01_27,背負ってきた心の荷は、相当なものだったんですね…
E_C19_September_Gau01_28,あたいはさ。ガウもそろそろ、その重荷を下ろしてもいいんじゃないかって思うんだ。
E_C19_September_Gau01_29,滅亡した蛮族の王国を再建しようと頑張ってるのもそうだし…
E_C19_September_Gau01_30,世間ではまだ、当時のガウを思い浮かべる人たちもいるけど…
E_C19_September_Gau01_31,ロディナだって知ってるだろ？
E_C19_September_Gau01_32,彼は、心の温かい人だってことをさ。
E_C19_September_Gau01_33,その通りです！
E_C19_September_Gau01_34,ガウさんは誰よりも…いえ、この雪山をすべて溶かしてしまうほど、心の温かい人ですから！
E_C19_September_Gau01_35,あっはっは！\nだからさ、あたいがサプライズパーティーのために特別なお客さんを呼んだんだ！
E_C19_September_Gau01_36,まあ、カーセルたちはかなり遠い所にいるから招待できなかったんだけどさ。 
E_C19_September_Gau01_37,今夜は思いっきり楽しいパーティーにするからね！
E_C19_September_Gau01_38,はい！何か私にお手伝いできることは！？
E_C19_September_Gau01_39,酒と肉ならあたいが沢山用意しといたから、
E_C19_September_Gau01_40,ロディナはガウが好きなあの野いちごを採ってきてくれるかい？
E_C19_September_Gau01_41,はい！！では、私は雪山の野いちごをたくさん採ってきます！
