KEY,ChineseSimplified
Sub1_Viska_Title,弱肉强食
Sub1_Viska_1_1_1,听说魔族最近又开始作乱了，是真的吗？
Sub1_Viska_1_1_2,你没听说远征队的消息吗？听说有非常强的魔族在四处屠杀。
Sub1_Viska_1_1_3,不只是那样。听说事态严重到连露亚教团的圣骑士团都要每天出动了。
Sub1_Viska_1_1_4,这好像不是我们这些基层士兵能帮上忙的...
Sub1_Viska_1_1_5,所以守护骑士团的黛弥儿大人才会直接下达命令啊。
Sub1_Viska_1_1_6,只要不是别无选择，就尽可能避免战斗，活命要紧。
Sub1_Viska_1_1_7,那是当然。像是骷髅、殭尸，一两只低等魔族，这种程度还应付得来的。
Sub1_Viska_1_1_8,不死族通常都是大举行动的啊...
Sub1_Viska_1_1_9,而且，如果是高等魔族，就完全别说战斗了。
Sub1_Viska_1_1_10,总之，若出现魔族...要优先报告。
Sub1_Viska_1_1_11,...？！...等一下...你没听到什么声音吗？
Sub1_Viska_1_1_12,有窸窸窣窣的声音...是谁在那里！！
Sub1_Viska_1_1_13,哈啊～气味越来越浓了。慢慢靠过去吧...
Sub1_Viska_1_1_14,唉呀，是奥勒贝利亚的士兵叔叔们？
Sub1_Viska_1_1_15,嗯？是这附近村子里的小孩吗？
Sub1_Viska_1_1_16,小妹妹，妳从哪里来的？最近外面很多魔族，很危险的喔。快回家吧。
Sub1_Viska_1_1_17,妳认得路吗？要带妳回去吗？
Sub1_Viska_1_1_18,嗯？不，不用了。话说回来...
Sub1_Viska_1_1_19,...？
Sub1_Viska_1_1_20,叔叔们还比较危险吧？
Sub1_Viska_1_1_21,魔族最近不是到处作乱吗？可能会死的喔？
Sub1_Viska_1_1_22,呃，这是我们的工作...
Sub1_Viska_1_1_23,既然如此，我告诉你们一件事吧。
Sub1_Viska_1_1_24,你们看看远方的北边。没看到什么吗？
Sub1_Viska_1_1_25,嗯...？没有，看不太清楚...
Sub1_Viska_1_1_26,不，仔细一看好像在冒着烟...
Sub1_Viska_1_1_27,那边不是离北海很近的莱姆村吗？
Sub1_Viska_1_1_28,呵呵，海边的莱姆村。唉呀，听起来很美味呢～
Sub1_Viska_1_1_29,总之，那边的村庄很快就要被消灭了。
Sub1_Viska_1_1_30,应该很快也会来到这边唷？
Sub1_Viska_1_1_31,...我指的是低等不死族大军。
Sub1_Viska_1_1_32,...欸，怎么可能。凭他们不死族也会造船渡海？
Sub1_Viska_1_1_33,就算是这样，妳又是怎么知...
Sub1_Viska_1_1_34,！！！！
Sub1_Viska_1_1_35,看吧，马上就来了呢。
Sub1_Viska_1_1_36,叔叔们，赶紧逃命好吗？
