KEY,Vietnamese
E_C19_Nov_Aisha01_01,"Aisha à, chúc cô sinh nhật vui vẻ nhé!"
E_C19_Nov_Aisha01_02,Ôi cô ngày càng trở nên xinh đẹp. Món quà của tôi có hơi bình thường.
E_C19_Nov_Aisha01_03,Kia là địa điểm tổ chức buổi tiệc sân vườn thật đẹp và lộng lẫy này...
E_C19_Nov_Aisha01_04,Đúng là một nơi hợp với ái nữ của dòng tộc Daphnel.
E_C19_Nov_Aisha01_05,Mọi người quá khen rồi. Cảm ơn mọi người dù bận rộn nhưng đều đến chung vui với tôi.
E_C19_Nov_Aisha01_06,"Aisha, cô có thể nhảy một bản không?"
E_C19_Nov_Aisha01_07,Tôi cảm ơn. Nhưng vì còn những vị khách khác đang đợi nữa.
E_C19_Nov_Aisha01_08,Vậy cô sẽ đi đến đằng kia một lát chứ?
E_C19_Nov_Aisha01_09,Tôi phải tiếp khách liên tục nên chắc là hơi khó.
E_C19_Nov_Aisha01_10,Tuy nhiên cũng xin cám ơn lời đề nghị đầy nhã ý của cô.
E_C19_Nov_Aisha01_11,Không có thời gian nghỉ xíu nào luôn... Bởi mình đã bảo là không cần tổ chức tiệc sinh nhật mà.
E_C19_Nov_Aisha01_12,Cha cứ cố chấp là nhất định phải làm một bữa tiệc thật hoành tráng...
E_C19_Nov_Aisha01_13,"Ô, Priscil..."
E_C19_Nov_Aisha01_14,"Thì ra là cô ở đây, Aisha à! Chúc cô sinh nhật vui vẻ nhé!"
E_C19_Nov_Aisha01_15,Cám ơn anh. Lâu rồi không gặp.
E_C19_Nov_Aisha01_16,Tôi làm cô giật mình à? Xin lỗi nhé. Chỉ là tôi vui quá...
E_C19_Nov_Aisha01_17,Không sao đâu. Thời gian qua anh vẫn khỏe chứ?
E_C19_Nov_Aisha01_18,Haiz... Thật là... Đến lời chúc mừng từ người mình muốn nghe cũng không thấy...
E_C19_Nov_Aisha01_19,Sinh nhật của mình nhưng sao lại thế này...
E_C19_Nov_Aisha01_20,"Cô mệt ư? Cũng đúng, nhiều người như thế này mà."
E_C19_Nov_Aisha01_21,Tôi không sao. Mọi người đến chúc mừng sinh nhật tôi mà.
E_C19_Nov_Aisha01_22,Dĩ nhiên là tôi phải tiếp đón chứ.
E_C19_Nov_Aisha01_23,Tôi muốn đón sinh nhật lần này trong yên lặng nhưng...
E_C19_Nov_Aisha01_24,Cũng chẳng thể nào làm khác được. Đây cũng là việc phải làm thôi.
E_C19_Nov_Aisha01_25,"Chắc cô căng thẳng lắm, vậy mà vẫn kiên trì tiếp khách được."
E_C19_Nov_Aisha01_26,Đúng là ra dáng ái nữ quý tộc không chỗ nào chê.
E_C19_Nov_Aisha01_27,Xin lỗi! Làm ơn giúp tôi một lát với!
E_C19_Nov_Aisha01_28,Được thôi!
