KEY,"Spanish"
Sub1_Viska_Title,"Ley de la jungla"
Sub1_Viska_1_1_1,"¿Es cierto que los demonios están provocando alborotos otra vez?"
Sub1_Viska_1_1_2,"¿Aún no escuchaste hablar de la expedición? Oí que aparecieron demonios poderosos y andan por ahí, matando a todos."
Sub1_Viska_1_1_3,"Y no solo eso... Han ocurrido muchos incidentes y se llama todos los días a los caballeros sagrados de la Iglesia de Lua."
Sub1_Viska_1_1_4,"No creo que haya algo que unos simples soldados como nosotros podamos hacer..."
Sub1_Viska_1_1_5,"Es por eso que Demia de los caballeros guardianes nos dio la orden."
Sub1_Viska_1_1_6,"Nos dijeron que, a menos que sea absolutamente inevitable, debemos escapar."
Sub1_Viska_1_1_7,"Pero, claro. Debemos poder lidiar con uno o dos demonios de bajo rango como esqueletos o zombis,"
Sub1_Viska_1_1_8,"pero los muertos vivientes mueven ejércitos..."
Sub1_Viska_1_1_9,"Y de ninguna forma podemos pelear con demonios de alto rango."
Sub1_Viska_1_1_10,"De cualquier forma, si los demonios aparecen, debemos informarlo primero."
Sub1_Viska_1_1_11,"¿¡...!?... Espera... ¿Oíste eso?"
Sub1_Viska_1_1_12,"Hay alguien allí... ¿¡Quién está ahí!?"
Sub1_Viska_1_1_13,"*Bostezo* Ahora puedo olerlo... Supongo que debería irme..."
Sub1_Viska_1_1_14,"¿Oh? Soldados de Orvelia. Hola."
Sub1_Viska_1_1_15,"¿Eh? ¿Esa niña es de por aquí?"
Sub1_Viska_1_1_16,"Niña, ¿de dónde vienes? Es peligroso estar afuera debido a los demonios. Vuelve a casa."
Sub1_Viska_1_1_17,"¿Quieres que te lleve a casa?"
Sub1_Viska_1_1_18,"¿Eh? No, no hace falta. En fin..."
Sub1_Viska_1_1_19,"¿...?"
Sub1_Viska_1_1_20,"¿No estás en peligro?"
Sub1_Viska_1_1_21,"¿No dijiste que los demonios estaban provocando alborotos? ¡Podrías morir!"
Sub1_Viska_1_1_22,"Bueno, es nuestro trabajo..."
Sub1_Viska_1_1_23,"Ya que llegamos a esto, te diré algo bueno."
Sub1_Viska_1_1_24,"Mira hacia el norte. ¿Ves algo?"
Sub1_Viska_1_1_25,"¿Mmm...? No, no veo nada..."
Sub1_Viska_1_1_26,"Espera, parece como humo..."
Sub1_Viska_1_1_27,"¿No está ese pueblo Limón cerca del mar del norte?"
