KEY,"Portuguese"
GAME_GUIDE,"Guia"
SELECT_GUIDE,"Selecionar Guia"
SHOW_GUIDE,"Detalhes"
GUIDE_MENU,"Guia"
CONTENT_NOT_OPEN_WORLDBOSS,"A batalha de Chefe de Mundo não está aberta"
GUIDE_MENU_SHOW,"Ver o Guia"
GAME_GUIDE_TITLE_01,"Uma Introdução a King's Raid com Cleo"
GAME_GUIDE_DESC_01,"Um guia para invasores recém-chegados em King's Raid"
GAME_GUIDE_0101,"Heróis"
GAME_GUIDE_0101_SUM,"Confira a classe e tipo de ataque de cada heróis para formar a equipe mais forte!!"
GAME_GUIDE_0101_001_TITLE,"Como posso recrutar novos heróis?"
GAME_GUIDE_0101_001_DESC,"Heróis podem ser comprados com rubis da Loja Especial.\nVocê também pode conhecer novos heróis na Pousada dos Heróis para ganhar Taxa de Amizade e recrutá-los."
GAME_GUIDE_0101_002_TITLE,"Quantas classes de herói existem?"
GAME_GUIDE_0101_002_DESC,"Há um total de 7 classes.\n▶Classe de Herói: Cavaleiro / Guerreiro / Assassino / Guerreiro / Arqueiro / Sacerdote / Maquinista"
GAME_GUIDE_0101_003_TITLE,"O que é um tipo de ataque?"
GAME_GUIDE_0101_003_DESC,"Cada herói pertence ao tipo físico ou mágico.\n▶ Tipo de ataque: Físico / Mágico\nOs monstros que são imunes à ataques físicos não recebem dano físico, e devem ser atacados com heróis do tipo mágico."
GAME_GUIDE_0102,"Novo Nível"
GAME_GUIDE_0102_SUM,"Ganhe EXP para subir de nível! Você ficará ainda mais forte!"
GAME_GUIDE_0102_001_TITLE,"Onde eu posso ganhar EXP?"
GAME_GUIDE_0102_001_DESC,"A EXP pode ser ganha em todos os tipos de batalhas.\nEntre todas as batalhas. A batalha de Conquista concede a maior EXP."
GAME_GUIDE_0102_002_TITLE,"O que eu ganho ao Subir de Nível?"
GAME_GUIDE_0102_002_DESC,"Aumente o nível de seus Heróis para aumentar seus atributos e níveis de habilidade."
GAME_GUIDE_0103,"Despertar e Transcendência"
GAME_GUIDE_0103_SUM,"Desperte e transcenda seus heróis para torná-los extremamente fortes!"
GAME_GUIDE_0103_001_TITLE,"O que é Despertar de Herói?"
GAME_GUIDE_0103_001_DESC,"Quando heróis atingem um determinado nível, você pode Despertá-los para aumentar o nível de ★ do seu herói. Quanto mais ★ seu herói tiver, maior serão os atributos e nível máximo."
GAME_GUIDE_0103_002_TITLE,"Como posso Despertar Heróis?"
GAME_GUIDE_0103_002_DESC,"Cada classe de herói exige tipos específicos de Fragmentos de Despertar.\nVocê pode ganhar diversos tipos de Fragmentos na Masmorra Superior de cada Fase. Use os Fragmentos para Despertar heróis ao máximo de 5★."
GAME_GUIDE_0103_003_TITLE,"O que é Transcendência de Herói?"
GAME_GUIDE_0103_003_DESC,"Quando um herói atinge 5★, você pode Transcendê-lo.\nApós a Transcendência, o atributo e nível máximo do herói aumentará.\nO herói ganhará um novo Poder de Transcendência após cada Transcendência."
GAME_GUIDE_0103_004_TITLE,"Como posso Transcender Heróis?"
GAME_GUIDE_0103_004_DESC,"Para Transcender heróis, você precisa fabricar Essência e Pedra do Infinito usando a quantidade necessária de Fragmentos e Fragmento do Infinito."
GAME_GUIDE_0103_005_TITLE,"Onde devo ir para Despertar de Herói e Transcendência?"
GAME_GUIDE_0103_005_DESC,"Depois de coletar os materiais necessários para Despertar, visite a Sala das Provações no Salão dos Heróis para entrar em batalha. Se você vencer a batalha, você pode ir à Sala da Purificação para purificar seu herói para o Despertar."
GAME_GUIDE_0104,"Poderes"
GAME_GUIDE_0104_SUM,"A Melhoria de Atributo de Habilidade ajudará você a ficar mais poderoso rapidamente! Consiga grimórios na Prisão!"
GAME_GUIDE_0104_001_TITLE,"O que são Atributos de Poder?"
GAME_GUIDE_0104_001_DESC,"Você pode Aprimorar os Atributos que cada Poder tem. Para Aprimorar Atributos de Poder, Grimórios diferentes são necessários de acordo com a classe do herói e tipo de poder."
GAME_GUIDE_0104_002_TITLE,"O que são Grimórios?"
GAME_GUIDE_0104_002_DESC,"Grimórios são materiais necessários para Aprimorar Atributos de Poder. Existem quatro tipos de Grimório: Iniciante, Intermediário, Especialista e Mestre.\nGrimórios podem ser ganhos na Estacada."
GAME_GUIDE_0105,"Equipamento"
GAME_GUIDE_0105_SUM,"Cada equipamento contam com série e grau. Leia as informações abaixo para mais detalhes!"
GAME_GUIDE_0105_001_TITLE,"Quais são os diferentes tipos de equipamento?"
GAME_GUIDE_0105_001_DESC,"Os equipamentos são agrupados em Armas, Armadura (Armadura, Escudo, Manoplas), Acessório, Orbes, Artefatos e Tesouros. Todos os heróis podem se equipar com esses equipamentos."
GAME_GUIDE_0105_002_TITLE,"O que é a Série de Equipamento?"
GAME_GUIDE_0105_002_DESC,"Os heróis só podem usar equipamentos de acordo com a Série do nível do herói.\n(T1: Nível 1-20/ T2: Nível 21-30 / T3: Nível 31-40 e assim por diante)"
GAME_GUIDE_0105_003_TITLE,"O que é o Grau do Equipamento?"
GAME_GUIDE_0105_003_DESC,"Existem seis tipos de Graus: Comum, Incomum, Raro, Heroico, Antigo e Lendário. Quanto maior o Grau, mais forte o Equipamento."
GAME_GUIDE_0105_004_TITLE,"Como eu posso equipar e desequipar um equipamento?"
GAME_GUIDE_0105_004_DESC,"Selecione um item e toque no botão Equipar na janela do Herói, ou toque no botão Equipar Automático para usar o equipamento. Toque no botão Desequipar para remover o equipamento."
GAME_GUIDE_0105_005_TITLE,"Onde eu posso obter equipamentos Lendários?"
GAME_GUIDE_0105_005_DESC,"Você pode obter equipamentos Lendários ao concluir Incursões ou batalhas nos Capítulos 8 e 9. É possível obter equipamentos Lendários com diferentes Opções de Conjunto, dependendo do tipo e fase das Incursões."
GAME_GUIDE_0106,"Gerenciamento de Equipamento"
GAME_GUIDE_0106_SUM,"Você pode fazer armas superpoderosas em Realce de Equipamento, Despertar de Equipamento, Realce de Opção, Forjar, Encantamento e Atualização de Série!"
GAME_GUIDE_0106_001_TITLE,"O que é Realce de Equipamento?"
GAME_GUIDE_0106_001_DESC,"Os atributos dos equipamentos podem ser aumentados através da Melhoria de Equipamento.\nUse Ouro para melhorar o equipamento de sua escolha. Quanto maior a série do equipamento, maior o nível máximo de melhoria."
GAME_GUIDE_0106_002_TITLE,"Como Despertar um equipamento?"
GAME_GUIDE_0106_002_DESC,"Use um equipamento idêntico como material para aumentar as ★ do equipamento. Você pode Despertar um equipamento ao máximo de 5 ★.\nQuando você Desperta um Equipamento, os atributos aumentará drasticamente.\nVisite a Forja → Melhorar Equipamento → Despertar Equipamento."
GAME_GUIDE_0106_003_TITLE,"O que é uma Opção de Realce?"
GAME_GUIDE_0106_003_DESC,"Consuma Pó Mágico e Ouro para Realçar uma opção de equipamento.\nVisite a Forja → Melhorar Equipamento → Realce de Opção."
GAME_GUIDE_0106_004_TITLE,"O que é a Opção de Forja?"
GAME_GUIDE_0106_004_DESC,"Você pode alterar uma das Opções Adicionais de um item de Equipamento usando Rubis ou um Bilhete de Reforja.\nA opção selecionada será alterada aleatoriamente, e as opções não reforjadas não podem ser alteradas uma vez que a reforja tenha sido feita.\nVocê pode reforjar Equipamentos em Forja → Reforçar Equipamento → Reforjar Equipamento.\nAo reforjar um item de Equipamento T7 ou maior, pode ser aplicada uma opção duplicada.\nPara Tesouros, 2 Opções Adicionais podem ser alteradas."
GAME_GUIDE_0106_005_TITLE,"O que são Papiros de Encantamento?"
GAME_GUIDE_0106_005_DESC,"Use um Papiro de Encantamento e Ouro para adicionar novas Opções de equipamento.\nO Papiro de Encantamento pode ser adquirido por meio de Incursão (Difícil), Liga da Honra e diversos eventos.\nVisite a Forja → Melhorar Equipamento → Encantar."
GAME_GUIDE_0106_006_TITLE,"O que é Atualizar Série?"
GAME_GUIDE_0106_006_DESC,"Consome um equipamento de 5★, materiais de Aprimoramento de Série de Equipamento, Pó Mágico e Ouro para Aprimorar a Série do equipamento.\nAprimoramentos de Série de Equipamento estão disponíveis na Forja → Aprimorar Série."
GAME_GUIDE_0107,"Arma Única"
GAME_GUIDE_0107_SUM,"Uma arma especial para o seu herói especial! Armas únicas são imbuídas com opções inatas que tornam seu herói mais forte!"
GAME_GUIDE_0107_001_TITLE,"O que são Armas Únicas?"
GAME_GUIDE_0107_001_DESC,"Para cada herói, há uma arma especial com opções poderosas que apenas eles podem usar. Cada equipamento é chamado de Arma Única."
GAME_GUIDE_0107_002_TITLE,"Onde posso obter Armas Únicas?"
GAME_GUIDE_0107_002_DESC,"Use Evocação de Item Especial ou Bilhete de Arma Única para ganhar Armas Únicas.\nVocê também pode visitar a Loja da Liga da Vitória epara comprar Armas Únicas com Medalhas de Vitória ganhas na Arena."
GAME_GUIDE_0108,"Artefato"
GAME_GUIDE_0108_SUM,"Obtenha Peça de Artefato na Torre do Desafio para Restaurar e ganhar Artefatos!"
GAME_GUIDE_0108_001_TITLE,"O que são Artefatos?"
GAME_GUIDE_0108_001_DESC,"Artefatos são equipamentos especiais que podem ser equipados por heróis de todas as classes, que vem com opções especiais."
GAME_GUIDE_0108_002_TITLE,"Onde posso obter Artefatos?"
GAME_GUIDE_0108_002_DESC,"Você pode ganhar Artefatos ao Restaurar Peças de Artefato ganhas na Torre do Desafio."
GAME_GUIDE_0108_003_TITLE,"Como posso equipar Artefatos?"
GAME_GUIDE_0108_003_DESC,"Use 2.000.000 Ouro para desbloquear o espaço de Artefato para equipá-lo."
GAME_GUIDE_0109,"Traje"
GAME_GUIDE_0109_SUM,"Vista belos trajes e obtenha efeitos de traje também!"
GAME_GUIDE_0109_001_TITLE,"Onde posso obter Trajes?"
GAME_GUIDE_0109_001_DESC,"Trajes podem ser comprados com Rubis na Loja Especial na categoria Traje."
GAME_GUIDE_0109_002_TITLE,"O que são Efeitos de Traje?"
GAME_GUIDE_0109_002_DESC,"Você pode receber efeitos bônus especiais por meio dos trajes.\nBasta segurar os trajes em sua posse para acumular os efeitos bônus."
GAME_GUIDE_0110,"Guilda"
GAME_GUIDE_0110_SUM,"Aproveite vários benefícios participando de atividades de Guilda exclusivas com várias pessoas diferentes!"
GAME_GUIDE_0110_001_TITLE,"O que é uma Guilda?"
GAME_GUIDE_0110_001_DESC,"Você pode formar uma comunidade com outros usuários para ganhar acesso para benefícios e conteúdos exclusivos."
GAME_GUIDE_0110_002_TITLE,"Como posso abrir uma Guilda?"
GAME_GUIDE_0110_002_DESC,"Você pode criar uma Guilda usando 3.000.000 Ouro."
GAME_GUIDE_0110_003_TITLE,"Como posso entrar em uma Guilda?"
GAME_GUIDE_0110_003_DESC,"Procure uma Guilda na lista ou em Buscar Guilda.\nVocê precisa da aprovação do Mestre da Guilda para entrar em uma Guilda de 'Aprovação', mas você pode participar de uma Guilda 'Grátis' imediatamente."
GAME_GUIDE_0110_004_TITLE,"O que são Benefícios da Guilda?"
GAME_GUIDE_0110_004_DESC,"Após entrar em uma Guilda, você pode obter diversos bônus de Guilda e participar de Incursões da Guilda e de Conquistas da Guilda.\nUse Moedas da Guilda para comprar produtos na Loja da Guilda e na Loja de Incursão da Guilda."
GAME_GUIDE_0110_005_TITLE,"Para que serve Administrar Construção?"
GAME_GUIDE_0110_005_DESC,"Você pode aumentar o nível dos prédios construídos para o Domínio da Guilda."
GAME_GUIDE_0110_006_TITLE,"Como posso aumentar o nível de prédios?"
GAME_GUIDE_0110_006_DESC,"O Mestre da Guilda pode usar 3 tipos de Pontos de Recurso de Construção (Madeira, Pedra e Metal) para investir nos prédios que desejar.\nQuando os pontos de recurso exigidos forem alcançados, o prédio poderá ser aprimorado para o próximo nível."
GAME_GUIDE_0110_007_TITLE,"Onde posso obter Pontos de Recurso?"
GAME_GUIDE_0110_007_DESC,"Você pode obter Pontos de Recurso participando de Incursões da Guilda e de Conquistas da Guilda.\nOs 3 tipos de Pontos de Recurso serão automaticamente armazenados na Guilda."
GAME_GUIDE_0110_008_TITLE,"Qual é a vantagem de aumentar o nível de prédios?"
GAME_GUIDE_0110_008_DESC,"Cada prédio tem um efeito diferente ao subir de nível.\nCentro de Comando: aumenta o nível máximo de melhoria de habilidades de guilda.\nLoja da Guilda: aumenta a variedade de itens vendidos.\nIncursão da Guilda: aumenta prêmios de participação; em determinados níveis, aumenta a variedade de prêmios.\nConquista da Guilda: aumenta obtenção de pontos de recursos (Madeira, Pedra e Metal) para subir nível dos prédios."
GAME_GUIDE_TITLE_02,"Guia de May para a moeda de King's Raid"
GAME_GUIDE_DESC_02,"Aprenda mais sobre as diversas moedas de King's Raid e como usá-las."
GAME_GUIDE_0201,"Ouro"
GAME_GUIDE_0201_SUM,"A melhor forma de ganhar muito Ouro é derrotar os monstros do Antigo Cofre Real!"
GAME_GUIDE_0201_001_TITLE,"Por que eu preciso de Ouro?"
GAME_GUIDE_0201_001_DESC,"Ouro é necessário para várias coisas: comprar itens na loja, Melhorar e Despertar equipamentos e purificar Heróis."
