KEY,Japanese
E_C19_Mar_Veronica01_01,う～ん、今日も…ギルド管理スケジュールが…ぎっしり詰まってますね。
E_C19_Mar_Veronica01_02,…毎日こんなんじゃ、誕生日休暇は到底無理かな…
E_C19_Mar_Veronica01_03,いけない！こんなことしてる場合じゃないわ。早く始めましょう！
E_C19_Mar_Veronica01_04,えっ？訓練図鑑の整理、もう終わったんですか？
E_C19_Mar_Veronica01_05,そうなんです。今日はすでに手伝ってもらいました。
E_C19_Mar_Veronica01_06,手伝い、ですか？
E_C19_Mar_Veronica01_07,信頼できる人です。心配しないでください。
E_C19_Mar_Veronica01_08,そう…分かりました。では、また明日。
E_C19_Mar_Veronica01_09,次はトゥランに…あっ！そういえば今日は休みでしたね。
E_C19_Mar_Veronica01_10,なら、今すぐクムロさんのところに行きましょうか。
E_C19_Mar_Veronica01_11,えっ？？今のは？
E_C19_Mar_Veronica01_12,？？？帳簿の整理がもう終わってると…？
E_C19_Mar_Veronica01_13,ああ、もちろん！とっくに終わってるぜ～
E_C19_Mar_Veronica01_14,いつも退勤直前に渡されていたのに…本当ですか？
E_C19_Mar_Veronica01_15,そう心配するな。今日は2人が確認してくれたぞ。
E_C19_Mar_Veronica01_16,…分かりました。それでは明日。
E_C19_Mar_Veronica01_17,ああ！今日は1日ゆっくりと過ごしなよ。
E_C19_Mar_Veronica01_18,みんな変。どうしてでしょう…
E_C19_Mar_Veronica01_19,................................
E_C19_Mar_Veronica01_20,すみません、ハベロックさん。今回はイッコの食べ物が手に入りませんでした。
E_C19_Mar_Veronica01_21,ん？何のことだ。もう赤ウナギは受け取ったぞ。
E_C19_Mar_Veronica01_22,さっき、イッコが美味そうに食ったぞ。はは…
E_C19_Mar_Veronica01_23,ウナギの身に珍しい傷が残っていたな。この大陸では見たことのない腕だった。
E_C19_Mar_Veronica01_24,ふふ…やっぱりそうですか。
E_C19_Mar_Veronica01_25,誕生日おめでとう。君はいい友人を持ったな。
E_C19_Mar_Veronica01_26,ありがとうございます、ふふ…私もそう思いますよ。
E_C19_Mar_Veronica01_27,トゥラン！待ってください！
E_C19_Mar_Veronica01_28,おっと…バレちゃいましたか。
E_C19_Mar_Veronica01_29,当たり前です。今日のような休みの日に、私の仕事を手伝っていたんですか？
E_C19_Mar_Veronica01_30,今日はあなたの誕生日。でも、あなたには仕事が多すぎる。
E_C19_Mar_Veronica01_31,見知らぬこの地へ来て、いつもあなたに助けられてばかり…私もお返しがしたかったのです。
E_C19_Mar_Veronica01_32,今日1日くらいは、あなたがゆっくり休めるように。
E_C19_Mar_Veronica01_33,ふふ…ありがとうございます。でも、これは私の責務ですから！
E_C19_Mar_Veronica01_34,今度からはこんな風に隠れないでくださいね。
E_C19_Mar_Veronica01_35,ごめんなさい。ベロニカ。
E_C19_Mar_Veronica01_36,いいえ。私の心配をしてくれて、ありがとうございます！
E_C19_Mar_Veronica01_37,今日はトゥランのおかげで定時あがりですね！美味しいものでも食べにいきましょう！
E_C19_Mar_Veronica01_38,まだ、ちゃんと伝えていませんでしたね。
E_C19_Mar_Veronica01_39,お誕生日、おめでとうございます。ベロニカ！来年にもお祝いしますから。
E_C19_Mar_Veronica01_40,ふふ。ありがとうございます、トゥラン！楽しみにしていますね。
E_C19_Mar_Kaulah01_01,ふふ…無人島か、暖かくて良い。
E_C19_Mar_Kaulah01_02,今年の誕生日にはぜひと言われて無理やり観光に来たが、
E_C19_Mar_Kaulah01_03,一人で悠々と過ごす時間ほど、良いものはない。
E_C19_Mar_Kaulah01_04,まったく…良い……Zzz………
E_C19_Mar_Kaulah01_05,ふむ…君、今回は本当にうまくいく自信があるんだな？
E_C19_Mar_Kaulah01_06,おいおい！そんなに信頼できないのか…ふむ。心配するな。
E_C19_Mar_Kaulah01_07,万が一のことを思って、こうやって無人島に来たじゃないか。
E_C19_Mar_Kaulah01_08,今回のワープ実験で、多重次元の可能性を実証できるからな。
E_C19_Mar_Kaulah01_09,この世界と同じような別の世界があるとは、興味深いと思わないか？
E_C19_Mar_Kaulah01_10,ううむ…ひとまず君の言う通りにレピィも連れてきたが…
E_C19_Mar_Kaulah01_11,うわぁ！海だー！オディッチ！！泳いでもいい？
E_C19_Mar_Kaulah01_12,ちょっと待った！毛玉くん。まずは俺の頼みを聞いてほしいんだが？
E_C19_Mar_Kaulah01_13,ほへっ？レピィ、何すればいいの？
E_C19_Mar_Kaulah01_14,魂の中に冒険心が旺盛なヤツもいるのか？例えば、別の世界を旅してみたいとか。
E_C19_Mar_Kaulah01_15,うん！！いっぱいいるよ！呼ぼうか？
E_C19_Mar_Kaulah01_16,ならそいつらに、あのワープの中を見てきてほしいと頼んでくれないか？
E_C19_Mar_Kaulah01_17,うん！いいよ。魂たち！！来てー！
E_C19_Mar_Kaulah01_18,レピィ、それは危険ではないのか？
E_C19_Mar_Kaulah01_19,ううん～お昼寝しちゃう人の魂がいなければ、大丈夫～！
E_C19_Mar_Kaulah01_20,うわあぁん！どうしよ？今、寝ている魂があそこに入っちゃったよ！
E_C19_Mar_Kaulah01_21,なんだと！！！！
E_C19_Mar_Kaulah01_22,うむ…ここはどこだ…？
E_C19_Mar_Kaulah01_23,先生、おはようございます！
E_C19_Mar_Kaulah01_24,ヤベェ、学年主任だ！逃げろ！
E_C19_Mar_Kaulah01_25,ここは一体…？？
E_C19_Mar_Kaulah01_26,カウラ先生、どうしたんですか？
E_C19_Mar_Kaulah01_27,今日は新学期…あれっ…今日は魂が違って見えますね。
E_C19_Mar_Kaulah01_28,ここは…どこだ？私は南の島で昼寝をしていたはず…
E_C19_Mar_Kaulah01_29,ははっ！まだ眠気が覚めてないみたいですね、先生！
E_C19_Mar_Kaulah01_30,ここは私立オルベルリア高校じゃないですか！
E_C19_Mar_Kaulah01_31,…それは…誠か？
E_C19_Mar_Kaulah01_32,なんだ、この夢は…誕生日プレゼントにしてはひどいな。
E_C19_Mar_Kaulah01_33,まさか…予知夢か！？
E_C19_Mar_Artemia01_01,いらっしゃいませ、アルテミア様！お久しぶりですねぇ！
E_C19_Mar_Artemia01_02,ふふ！会えて嬉しいわ、ユノ。今日私に会いたい人がここにいるらしいわね？
E_C19_Mar_Artemia01_03,はい！超VIPのお方がお待ちですよ。どうぞこちらへ～
E_C19_Mar_Artemia01_04,ご無沙汰しております、光の女帝。
E_C19_Mar_Artemia01_05,私こそ、前回のティータイム以来、連絡ができませんでしたわ。
E_C19_Mar_Artemia01_06,お元気でしたか？白銀のプリンセス。
E_C19_Mar_Artemia01_07,……ぷっ…あはははは…！
E_C19_Mar_Artemia01_08,前回くだけた話し方にしよう、と決めたはずですが…
E_C19_Mar_Artemia01_09,お互い相変わらずですね。ふふ…
E_C19_Mar_Artemia01_10,ゆっくり変えていきましょう、スカーレット。
E_C19_Mar_Artemia01_11,そうですね、アルテミア。
E_C19_Mar_Artemia01_12,ところで、お付きもなくお一人でお出かけするのは不便では？
E_C19_Mar_Artemia01_13,いいえ。こうやって正体を隠して出歩くことこそ、魔族の動向を探るにはうってつけなのです。
E_C19_Mar_Artemia01_14,それより、今日はどうしたのです？まさか…魔王の軍が動き出したのでは？
E_C19_Mar_Artemia01_15,もっと大事なことでお呼びいたしました。
E_C19_Mar_Artemia01_16,大事なこと？
E_C19_Mar_Artemia01_17,ユノ、頼んだものをこちらに。
