KEY,Portuguese
E_C19_Apr_Morrah09_01,…
E_C19_Apr_Morrah09_02,Maria... não está aqui hoje.
E_C19_Apr_Morrah09_03,"Ah, acho que chegou aquele dia outra vez..."
E_C19_Apr_Morrah09_04,Isso significa que... ela deve estar lá...
E_C19_Apr_Morrah09_05,No túmulo dele...
E_C19_Apr_Morrah09_06,Era como andar por uma névoa espessa de sangue.
E_C19_Apr_Morrah09_07,Não havia razão para pensar.
E_C19_Apr_Morrah09_08,Não havia necessidade para pensar.
E_C19_Apr_Morrah09_09,Tudo que eu precisava era de alguém para lutar. Isso bastava.
E_C19_Apr_Morrah09_10,O Senhor das Trevas me ordenou a caçar os dragões e dizimar a Terra.
E_C19_Apr_Morrah09_11,"E assim, eu devorei incontáveis dragões e absorvi seus poderes."
E_C19_Apr_Morrah09_12,O sanguinário Exército Draconiano continuou a ficar mais forte.
E_C19_Apr_Morrah09_13,"Mas, durante a batalha final contra o guerreiro e seu grupo, eu..."
E_C19_Apr_Morrah09_14,...Hum? Por que você está aí parada?
E_C19_Apr_Morrah09_15,"...!? Maria, eu pensei que você tinha ido visitar o túmulo de Oricana..."
E_C19_Apr_Morrah09_16,"Eu já fui, como sempre fiz nos últimos 100 anos..."
E_C19_Apr_Morrah09_17,…
E_C19_Apr_Morrah09_18,"Posso perguntar uma coisa, Maria?"
E_C19_Apr_Morrah09_19,Hum?
E_C19_Apr_Morrah09_20,...Você não... me odeia?
E_C19_Apr_Morrah09_21,Por ter matado aquele... que você considerava ser sua outra metade...
E_C19_Apr_Morrah09_22,…
E_C19_Apr_Morrah09_23,*Suspiro* Nós já não conversamos sobre isso?
E_C19_Apr_Morrah09_24,"...Claro, eu já te odiei."
E_C19_Apr_Morrah09_25,Mas... você também é a última recordação que ele deixou.
E_C19_Apr_Morrah09_26,Além disso... Você não é mais aquela pessoa.
E_C19_Apr_Morrah09_27,Você mudou muito... para eu pedir para você assumir a responsabilidade por seus pecados passados.
E_C19_Apr_Morrah09_28,…
E_C19_Apr_Morrah09_29,Estar liberta das correntes do Senhor das Trevas... e o despertar de minha verdadeira natureza...
E_C19_Apr_Morrah09_30,Foi o último presente... que Oricana deixou.
E_C19_Apr_Morrah09_31,Mesmo que nossa jornada tenha começado em maldições e ressentimentos...
E_C19_Apr_Morrah09_32,As coisas não são mais as mesmas.
E_C19_Apr_Morrah09_33,Oricana pode ter partido... mas agora eu tenho você.
E_C19_Apr_Morrah09_34,E é por isso que o dia em que ele partiu... tecnicamente se tornou o seu aniversário.
E_C19_Apr_Morrah09_35,"Bom, talvez esse tipo de tradução humana não faça muito sentido..."
E_C19_Apr_Morrah09_36,Me desculpe... por não ter cuidado de você até agora.
E_C19_Apr_Morrah09_37,…
E_C19_Apr_Morrah09_38,Obrigada... Maria.
E_C19_Apr_Mediana07_01,"Hum, vamos tentar misturar um pouco disso... e depois..."
E_C19_Apr_Mediana07_02,"Ha-ha, o novo remédio está quase pronto..."
E_C19_Apr_Mediana07_03,"Ah, mal posso esperar para testá-lo..."
E_C19_Apr_Mediana07_04,…
E_C19_Apr_Mediana07_05,Hem-hem
E_C19_Apr_Mediana07_06,Feliz aniversário!
E_C19_Apr_Mediana07_07,?!
E_C19_Apr_Mediana07_08,Hã? Quando foi que você chegou aqui?
E_C19_Apr_Mediana07_09,Do que você está falando? Aniversário...?
E_C19_Apr_Mediana07_10,Já estamos nessa época do ano?
E_C19_Apr_Mediana07_11,"Hahaha, você esqueceu do seu próprio aniversário outra vez por causa de suas pesquisas?"
E_C19_Apr_Mediana07_12,"Bem, não é a primeira vez que você faz isso, Ha-ha..."
E_C19_Apr_Mediana07_13,"Você desapareceu ano passado para ir atrás de algumas ervas, então nem pudemos comemorar direito."
E_C19_Apr_Mediana07_14,"E é por isso que eu sugeri fazer uma festa daquelas esse ano, se tivermos a chance!"
E_C19_Apr_Mediana07_15,"He-he. E, obviamente, trouxemos alguns presentes para você!"
E_C19_Apr_Mediana07_16,Ta-da!
E_C19_Apr_Mediana07_17,"Oh, uau..."
E_C19_Apr_Mediana07_18,Tem certeza de que vai me dar algo tão valioso assim...?
E_C19_Apr_Mediana07_19,"Claro, pode ser raro, mas mercadores têm o dom de encontrar coisas assim!"
E_C19_Apr_Mediana07_20,Posso conseguir mais depois.
E_C19_Apr_Mediana07_21,Ahahaha...
E_C19_Apr_Mediana07_22,"Apesar de eu não ter nenhum... veneno para a sua pesquisa, Mediana..."
E_C19_Apr_Mediana07_23,"Eu fiz um bolo, já que é o seu aniversário."
E_C19_Apr_Mediana07_24,"Oh, mas que bolo lindo."
E_C19_Apr_Mediana07_25,"Obrigada, a vocês duas."
E_C19_Apr_Mediana07_26,Vocês lembraram do meu aniversário enquanto eu mesma acabei esquecendo...
E_C19_Apr_Mediana07_27,He-he...
E_C19_Apr_Mediana07_28,Uau!
E_C19_Apr_Mediana07_29,...? Isso é...?
E_C19_Apr_Mediana07_30,"*Ufa* Perdão, falha minha."
E_C19_Apr_Mediana07_31,"Tive um trabalhão para trazer isso até aqui, porque é tão pesado."
E_C19_Apr_Mediana07_32,"Uau, é um monstro enorme..."
E_C19_Apr_Mediana07_33,"Ah, sim. É um monstro chamado Cão do Inferno Gigante, que vive próximo ao vulcão."
E_C19_Apr_Mediana07_34,Ele é conhecido por ser muito forte e cruel.
E_C19_Apr_Mediana07_35,"Oh... Então, por que você trouxe esse monstro?"
E_C19_Apr_Mediana07_36,"Ah, isso é uma fera demoníaca que atravessou pelo Pandemônio."
E_C19_Apr_Mediana07_37,Eu lembro de algo sobre a Mediana querer testar os remédios dela em demônios ou feras demoníacas...
E_C19_Apr_Mediana07_38,"E é o aniversário dela, né?"
E_C19_Apr_Mediana07_39,Eu não poderia comparecer de mãos vazias.
E_C19_Apr_Mediana07_40,…
E_C19_Apr_Mediana07_41,"Hahaha... Obrigada, pessoal."
E_C19_Apr_Mediana07_42,Obrigada pelos melhores presentes de aniversário que eu já recebi.
E_C19_Apr_Mediana07_43,Pois bem... Vamos começar o experimento?
E_C19_Apr_Mediana07_44,"Oh, mal posso esperar para ver o experimento da Mediana pessoalmente!"
E_C19_Apr_Mediana07_45,"Hahaha, eu não consigo parar de pensar que... a Mediana gosta mesmo dessas pesquisas."
E_C19_Apr_Mediana07_46,Ahahaha...
E_C19_Apr_Roi01_01,"Oh, Cleo! Que tipo de missão é dessa vez?!"
E_C19_Apr_Roi01_02,Estava me perguntando por que ela está tão calada hoje.
E_C19_Apr_Roi01_03,Bom... Acho que foi a mesma coisa nos aniversários passados...
E_C19_Apr_Roi01_04,Cinco anos atrás
E_C19_Apr_Roi01_05,Alvo confirmado. Aproximando da praça central nesse momento.
E_C19_Apr_Roi01_06,Estamos nos aproximando do alvo agora. Você está pronta?
E_C19_Apr_Roi01_07,E-espera. Meus calcanhares... Ugh...
E_C19_Apr_Roi01_08,...Mudança de planos. Eu estou me aproximando do alvo.
E_C19_Apr_Roi01_09,Eu falei para você esperar. Eu não vou perdê-lo dessa vez!
E_C19_Apr_Roi01_10,Shhh! Não saia gritando isso por aí...
E_C19_Apr_Roi01_11,"Oh, céus... Parece que o marido está fugindo."
E_C19_Apr_Roi01_12,Que terrível... Abandonar sua jovem esposa desse jeito...
E_C19_Apr_Roi01_13,...*Suspiro*
E_C19_Apr_Roi01_14,...Vamos recuar por ora.
E_C19_Apr_Roi01_15,Três anos atrás
E_C19_Apr_Roi01_16,Essa é a 44ª bomba!
E_C19_Apr_Roi01_17,"...Então, por que você me chamou aqui hoje?"
E_C19_Apr_Roi01_18,Feliz aniversário!
E_C19_Apr_Roi01_19,Você está... comemorando meu aniversário me deixando enfrentar esses monstros?
E_C19_Apr_Roi01_20,"Isso aí! Assim, posso lhe mostrar o poder de minha nova bomba!"
E_C19_Apr_Roi01_21,"É tão incrível, eu sabia que você ia impressionar você!"
E_C19_Apr_Roi01_22,...Eu nunca mais quero uma comemoração dessas.
E_C19_Apr_Roi01_23,Um ano atrás
E_C19_Apr_Roi01_24,"Eu sabia... que esse dia chegaria, mais cedo ou mais tarde..."
E_C19_Apr_Roi01_25,Trabalhar meio período para conseguir dinheiro para a comida...
E_C19_Apr_Roi01_26,"Por que você está arrastando os pés desse jeito, Roi?!"
E_C19_Apr_Roi01_27,Nós temos que terminar logo para ganharmos o adicional!
E_C19_Apr_Roi01_28,... *Suspiro* Por que eu fui acabar assim...?
E_C19_Apr_Roi01_29,Sim... Ter que fazer coisas para a Cleo parece ter se tornado algo típico no meu aniversário.
E_C19_Apr_Roi01_30,Hum... Deve ser isso. Eu só tenho que pegar o Pergaminho Flamejante aqui?
E_C19_Apr_Roi01_31,Onde está o contato?
E_C19_Apr_Roi01_32,Oh! Esse seu traseiro ainda é tão perfeito quanto eu me lembrava!
E_C19_Apr_Roi01_33,...Essa voz. Você é o contato?
E_C19_Apr_Roi01_34,"Claro! Roi! Eu mesma trouxe pessoalmente esse pergaminho lendário que não pode mais ser encontrado em lugar nenhum do Império, hoje em dia!"
E_C19_Apr_Roi01_35,"Obrigado. Passar bem, então."
E_C19_Apr_Roi01_36,Espera! Eu ainda tenho alguns assuntos inacabados!
E_C19_Apr_Roi01_37,Meu trabalho acaba aqui. Você pode tratar disso com a Cleo.
E_C19_Apr_Roi01_38,"Auun, mas meu assunto é com você! A Cleo falou para eu me divertir com você!"
E_C19_Apr_Roi01_39,"Vamos ter um dia incrível juntos hoje, Roi!"
E_C19_Apr_Roi01_40,"...Ah, é? Legal. Então vou cuidar de você primeiro. E depois da Cleo."
E_C19_Apr_Roi01_41,Esse aniversário... não vai ser nada fácil.
E_C19_Apr_Annette01_01,*Bocejo*... Que belo jeito de começar o dia... Hã?
E_C19_Apr_Annette01_02,"Bom dia, Mestra."
E_C19_Apr_Annette01_03,"Oh, bom dia, Kara. Por que está usando essas roupas?"
E_C19_Apr_Annette01_04,Hoje é o aniversário da Mestra.
E_C19_Apr_Annette01_05,Aniversário. O dia em que a pessoa nasceu. O dia em que se dá presentes para comemorar a alegria de tal pessoa.
E_C19_Apr_Annette01_06,"Meu presente para você hoje, Mestra, é dar o meu melhor para ajudar com a sua pesquisa do dia."
E_C19_Apr_Annette01_07,"Uau! Obrigada, Kara."
E_C19_Apr_Annette01_08,Mas dar o seu melhor para ajudar na minha pesquisa? Isso é um valor resultante incomum para um presente.
E_C19_Apr_Annette01_09,"Kara, você poderia me mostrar os dados científicos sobre presentes de aniversário?"
E_C19_Apr_Annette01_10,"Sim, Mestra. Exibindo os dados."
E_C19_Apr_Annette01_11,Presente de aniversário? ...Não é só dar o que a pessoa mais gosta?
E_C19_Apr_Annette01_12,"O que eu quero de presente? A Princesa, a Demia, o Clause... Há tantos."
E_C19_Apr_Annette01_13,Presente de aniversário... Os presentes feitos à mão são os melhores.
E_C19_Apr_Annette01_14,"Que tal essa boneca de madeira? Ou eu poderia gravar um leão, o símbolo real e..."
E_C19_Apr_Annette01_15,A explicação sobre a boneca de madeira continuou por mais de 30 minutos e foi deletada.
E_C19_Apr_Annette01_16,Presente de aniversário? É claro que deveria ser um novelo de prata de alta qualidade!
E_C19_Apr_Annette01_17,"Digo, que tipo de gato não adoraria isso? Oh, é um presente para um humano?"
E_C19_Apr_Annette01_18,Presente de aniversário? Não precisa dessas coisas. Basta serem felizes todos os dias. Idiotas!
E_C19_Apr_Annette01_19,Ei... Você! Você parece bem forte. Que tal? Quer duelar?
E_C19_Apr_Annette01_20,"Hum, fico honrado por uma garota tão bela vir falar comigo."
