KEY,"Russian"
E_C19_Apr_Morrah09_01,"…"
E_C19_Apr_Morrah09_02,"Мария... Ее здесь нет."
E_C19_Apr_Morrah09_03,"А, кажется, сегодня годовщина..."
E_C19_Apr_Morrah09_04,"Значит, она там..."
E_C19_Apr_Morrah09_05,"У его могилы..."
E_C19_Apr_Morrah09_06,"Я словно шла сквозь густой кровавый туман."
E_C19_Apr_Morrah09_07,"Никаких мыслей."
E_C19_Apr_Morrah09_08,"Никаких сомнений."
E_C19_Apr_Morrah09_09,"Было бы с кем сражаться. А больше ничего и не нужно."
E_C19_Apr_Morrah09_10,"Повелитель тьмы приказал мне истребить драконов и посеять хаос на Земле."
E_C19_Apr_Morrah09_11,"И вот я убила бесчисленное множество драконов и поглотила их силу."
E_C19_Apr_Morrah09_12,"Кровожадная армия дракониксов становилась все могущественнее."
E_C19_Apr_Morrah09_13,"Но во время последней битвы против воина и его товарищей по оружию я..."
E_C19_Apr_Morrah09_14,"Хм? Ты чего здесь стоишь?"
E_C19_Apr_Morrah09_15,"Ой! Мария, я думала, что ты пошла навестить могилу Ориканы..."
E_C19_Apr_Morrah09_16,"Да, я там была. Я делаю это каждый год вот уже 100 лет..."
E_C19_Apr_Morrah09_17,"…"
E_C19_Apr_Morrah09_18,"Мария, можно спросить?"
E_C19_Apr_Morrah09_19,"А?"
E_C19_Apr_Morrah09_20,"Ты меня... не презираешь?"
E_C19_Apr_Morrah09_21,"За то, что я убила того... кто считался твоей второй половиной..."
E_C19_Apr_Morrah09_22,"…"
E_C19_Apr_Morrah09_23,"Ох. Мы же уже об этом говорили."
E_C19_Apr_Morrah09_24,"Когда-то я тебя, конечно, ненавидела."
E_C19_Apr_Morrah09_25,"Но... с другой стороны, ты все, что от него осталось."
E_C19_Apr_Morrah09_26,"К тому же нынешняя ты – это совсем другая личность."
E_C19_Apr_Morrah09_27,"Ты так сильно изменилась, что я не вправе осуждать тебя за твои прошлые грехи."
E_C19_Apr_Morrah09_28,"…"
E_C19_Apr_Morrah09_29,"Освобождение от влияния Повелителя тьмы и пробуждение моей истинной сущности..."
E_C19_Apr_Morrah09_30,"Это был последний подарок, оставленный Ориканой..."
E_C19_Apr_Morrah09_31,"И хотя наши отношения начались с неприязни и проклятий..."
E_C19_Apr_Morrah09_32,"К настоящему времени все изменилось."
E_C19_Apr_Morrah09_33,"Ориканы больше нет... но теперь у меня есть ты."
E_C19_Apr_Morrah09_34,"И, кстати говоря, день его гибели... в определенном смысле стал днем твоего рождения."
E_C19_Apr_Morrah09_35,"Хм, возможно, эта людская традиция несколько бессмысленна..."
E_C19_Apr_Morrah09_36,"Прости... что я раньше о тебе не заботилась."
E_C19_Apr_Morrah09_37,"…"
E_C19_Apr_Morrah09_38,"Спасибо... Мария."
E_C19_Apr_Mediana07_01,"Хм-м, а что если попробовать смешать вот это... и добавить..."
E_C19_Apr_Mediana07_02,"Ха! Новое лекарство почти готово..."
E_C19_Apr_Mediana07_03,"Ох, я так хочу поскорее его испытать..."
E_C19_Apr_Mediana07_04,"…"
E_C19_Apr_Mediana07_05,"Кхе-кхе."
E_C19_Apr_Mediana07_06,"С днем рождения!"
E_C19_Apr_Mediana07_07,"А?!"
E_C19_Apr_Mediana07_08,"Ох! Ну я и напугалась!"
E_C19_Apr_Mediana07_09,"О чем речь? Что за день рождения?.."
E_C19_Apr_Mediana07_10,"Разве он уже сегодня?"
E_C19_Apr_Mediana07_11,"Ха-ха-ха, только не говори, что ты так увлеклась исследованием, что забыла о своем дне рождения!"
E_C19_Apr_Mediana07_12,"Ну да ладно, с тобой это случается уже не впервые, ха-ха..."
E_C19_Apr_Mediana07_13,"В прошлом году ты отправилась на поиски каких-то трав, и мы даже не отпраздновали как следует."
E_C19_Apr_Mediana07_14,"Поэтому я предлагаю устроить в этом году грандиозную вечеринку!"
E_C19_Apr_Mediana07_15,"Хи-хи, ну и разумеется, у нас есть для тебя подарки!"
E_C19_Apr_Mediana07_16,"Поздравляем!"
E_C19_Apr_Mediana07_17,"Ух ты..."
E_C19_Apr_Mediana07_18,"А вы точно уверены, что хотите подарить мне такую роскошь?"
E_C19_Apr_Mediana07_19,"Конечно. Вещь хоть и редкая, но торговцы могут достать что угодно!"
E_C19_Apr_Mediana07_20,"Я при случае прикуплю себе еще."
E_C19_Apr_Mediana07_21,"Ха-ха-ха..."
E_C19_Apr_Mediana07_22,"Хотя у меня нет яда... для твоего исследования, Медиана..."
E_C19_Apr_Mediana07_23,"Мне захотелось порадовать тебя тортом. В конце концов, это же твой день рождения."
E_C19_Apr_Mediana07_24,"Ой, какой замечательный тортик."
E_C19_Apr_Mediana07_25,"Спасибо вам."
E_C19_Apr_Mediana07_26,"Вы помните, что у меня сегодня день рождения, хотя я сама о нем совершенно забыла..."
E_C19_Apr_Mediana07_27,"Хи-хи..."
E_C19_Apr_Mediana07_28,"Ух!"
E_C19_Apr_Mediana07_29,"Хм? Это еще что?.."
E_C19_Apr_Mediana07_30,"Фух. Прошу прощения."
E_C19_Apr_Mediana07_31,"Донести сюда эту тварь было нелегко, ну и тяжеленная зараза!"
E_C19_Apr_Mediana07_32,"Ого, какой большой монстр..."
E_C19_Apr_Mediana07_33,"Ага. Это гигантская адская гончая. Они водятся возле вулкана."
E_C19_Apr_Mediana07_34,"И отличаются невероятной силой и кровожадностью."
E_C19_Apr_Mediana07_35,"Ох... Ну и зачем нам здесь это чудище?"
E_C19_Apr_Mediana07_36,"А, так это же настоящая демоническая тварь, которая прибыла в наш мир из самого Пандемониума."
E_C19_Apr_Mediana07_37,"Я помню, Медиана как-то говорила, что хочет испытать свое лекарство на демонах или демонических созданиях..."
E_C19_Apr_Mediana07_38,"А сегодня у нее день рождения, так?"
E_C19_Apr_Mediana07_39,"Нужно же было ей что-нибудь подарить."
E_C19_Apr_Mediana07_40,"…"
E_C19_Apr_Mediana07_41,"Ха-ха-ха... Спасибо вам всем."
E_C19_Apr_Mediana07_42,"Спасибо за лучшие подарки на день рождения, которые я когда-либо получала."
E_C19_Apr_Mediana07_43,"Так что... Может, начнем эксперимент?"
