KEY,Thai
DAILYMISSION_LOGIN_NAME,การมาเยี่ยมของฮีโร่
DAILYMISSION_LOGIN_DESC,เข้าเกม {1} ครั้งต่อ {1}วัน
DAILYMISSION_DUNGEON_CLEAR_NAME,การผจญภัยที่ไม่รู้จบ
DAILYMISSION_DUNGEON_CLEAR_DESC,ผ่านดันเจี้ยน {1} ครั้ง
DAILYMISSION_ITEM_GET_NAME,นักล่าสมบัติ
DAILYMISSION_ITEM_GET_DESC,ได้รับอุปกรณ์หรือไอเทมจากดันเจี้ยน {1} ครั้ง
DAILYMISSION_MONSTER_KILL_NAME,กำจัดพลังแห่งความมืด!
DAILYMISSION_MONSTER_KILL_DESC,กำจัดมอนสเตอร์ {1} ตัว
DAILYMISSION_EXPEDITION_NAME,เตรียมตัวเดินทาง!
DAILYMISSION_EXPEDITION_DESC,ค้นหาหรือขโมย {1} ครั้ง
DAILYMISSION_ITEM_CRAFT_NAME,ได้ยินมาว่าเจ้าฉลาด
DAILYMISSION_ITEM_CRAFT_DESC,สร้างไอเทม {1} ชิ้น
DAILYMISSION_ITEM_ENHANCE_NAME,มาทำให้อุปกรณ์แข็งแกร่งกันเถอะ!
DAILYMISSION_ITEM_ENHANCE_DESC,อัพเกรดอุปกรณ์ {1} ครั้ง
DAILYMISSION_TRIAL_CLEAR_NAME,สถานที่หลับไหลของดวงวิญญาณ
DAILYMISSION_TRIAL_CLEAR_DESC,เคลียร์ห้องพิสูจน์ตนl {1} ครั้ง
DAILYMISSION_GOLD_GET_NAME,Gold ไหลเป็นสายน้ำ
DAILYMISSION_GOLD_GET_DESC,ได้รับ {1} Gold ในดันเจี้ยน
DAILYMISSION_PVP_NAME,เส้นทางผู้แข็งแกร่งที่สุดในโลก!
DAILYMISSION_PVP_DESC,เข้าร่วมลีคแห่งชัยชนะ {1}ครั้ง
DAILYMISSION_GACHA_NAME,เปิดกล่องสมบัติ
DAILYMISSION_GACHA_DESC,เปิดกล่องสมบัติ {1} กล่อง 
DAILYMISSION_ITEM_BUY_NAME,การเตรียมตัวเป็นสิ่งสำคัญ!
DAILYMISSION_ITEM_BUY_DESC,ซื้อไอเทมจากร้านค้า {1} ชิ้น
DAILYMISSION_TOWER_JOIN_NAME,ไต่ขึ้นไปทีละชั้น
DAILYMISSION_TOWER_JOIN_DESC,สู้ในหอคอยแห่งการท้าทาย {1} ครั้ง
DAILYMISSION_UNDERGROUND_CLEAR_NAME,ไม่เคยมีครั้งใดที่คุกใต้ดินจะสงบ!
DAILYMISSION_UNDERGROUND_CLEAR_DESC,เคลียร์คุกใต้ดิน {1} ครั้ง
MISSION_HERO_LEVEL20_NAME,{1} ฝึกหัด
MISSION_HERO_LEVEL50_NAME,{1} แข็งแกร่งขึ้น
MISSION_HERO_LEVEL100_NAME,{1} ได้ก้าวมาสู่ขีดจำกัด
MISSION_HERO_LEVEL_DESC,{1} มีเลเวล {2}
MISSION_HERO_STAR_NAME,วิวัฒนาการ {1} {2}
MISSION_HERO_STAR_DESC,{1} วิวัฒนาการ เป็น {2}!
MISSION_HERO_GRADE_NAME,ข้ามขีดจำกัด {1} {2}
MISSION_HERO_GRADE_DESC,{1} ข้ามขีดจำกัดเป็น {2}!
MISSION_HERO_SKILL_MASTER_NAME,สกิลมาสเตอร์ {1} {2}
MISSION_HERO_SKILL_MASTER_DESC,{1} อัพสกิลเป็น {2} ในครั้งแรก!
MISSION_HERO_SKILLMASTER_DESC,{1} มาสเตอร์สกิลครบทุกชนิด!
MISSION_EQUIP_GET_NAME,นักสะสมอุปกรณ์ {1}
MISSION_EQUIP_GET_DESC,ได้รับอุปกรณ์ {1} ชิ้น!
MISSION_EQUIP_GET_GRADE_NAME,{1} นักสะสมอุปกรณ์ {2}
MISSION_EQUIP_GET_GRADE_DESC,ได้รับอุปกรณ์ระดับ {1} จำนวน {2} ชิ้น!
MISSION_EQUIP_ENHANCE_NAME,ทำให้อุปกณ์แข็งแกร่งขึ้น! {1}
MISSION_EQUIP_ENHANCE_DESC,อัพเกรดอุปกรณ์ {1} ชิ้น!
MISSION_EQUIP_STAR_NAME,ปลุกพลังที่ซ่อนอยู่ในอุปกรณ์ {1}
MISSION_EQUIP_STAR_DESC,ปลุกพลังอุปกรณ์ {1} ชิ้น!
MISSION_ITEM_CRAFT_NAME,สร้างไอเทมที่เหมาะกับตัวคุณสิ! {1}
MISSION_ITEM_CRAFT_DESC,สร้างไอเทม {1} ชิ้น
MISSION_ITEM_MATERIAL_GET_NAME,สะสมวัตถุดิบ {1}
MISSION_ITEM_MATERIAL_GET_DESC,ได้รับไอเทมประเภทวัตถุดิบ {1} ชิ้น
MISSION_ITEM_RECIPE_GET_NAME,วิธีสร้างไอเทม {1}
MISSION_ITEM_RECIPE_GET_DESC,ได้รับตำราสร้างไอเทม {1} ชิ้น
MISSION_ITEM_EXCHANGE_GET_NAME,กำไรเห็นๆ!
MISSION_ITEM_EXCHANGE_GET_DESC,ได้รับไอเทมสำหรับขาย {1} ชิ้น
MISSION_EQUIP_CRAFT_GREEN_NAME,ช่างตีเหล็กมืออาชีพ {1}
MISSION_EQUIP_CRAFT_BLUE_NAME,ช่างตีเหล็กยอดฝีมือ {1}
MISSION_EQUIP_CRAFT_PURPLE_NAME,ช่างตีเหล็กในตำนาน {1}
MISSION_EQUIP_CRAFT_ORANGE_NAME,ช่างตีเหล็กขั้นเทพ {1}
MISSION_EQUIP_CRAFT_DESC,ได้รับอุปกรณ์ระดับ {1} จำนวน {2} ชิ้น ด้วยการใช้ตำราสร้าง
MISSION_CONSUME_CRAFT_GREEN_NAME,ทำอาหารได้อร่อยมาก! {1}
MISSION_CONSUME_CRAFT_BLUE_NAME,อาหารจานนี้มันสุดยอดเกินไปแล้ว! {1}
MISSION_CONSUME_CRAFT_PURPLE_NAME,ยอดกุ๊กในตำนาน {1}
MISSION_CONSUME_CRAFT_ORANGE_NAME,ยอดกุ๊กขั้นเทพ {1}
MISSION_CONSUME_CRAFT_DESC,ได้รับอาหารระดับ {1}  จำนวน {2} อย่าง ด้วยการใช้ตำราทำอาหาร
MISSION_GOLD_NAME,ฉันนี่แหละจะเป็นมหาเศรษฐี! {1}
MISSION_GOLD_DESC,มี Gold มากกว่า {1} Gold
MISSION_STAMINA_NAME,เป็นคนขยัน {1}
MISSION_STAMINA_DESC,ใช้ค่าสเตมิน่ามากกว่า {1} หน่วย
MISSION_CHAPTER_NORMAL_NAME,ผ่าน {1} ระดับ (ปกติ)!
MISSION_CHAPTER_NORMAL_DESC,ผ่านบท {1}  ระดับ (ปกติ)
MISSION_CHAPTER_HARD_NAME,ผ่าน {1} ระดับ (ยาก)!
MISSION_CHAPTER_HARD_DESC,ผ่านบท {1} ระดับ (ยาก)
MISSION_HERO_GET_NAME,สหายคนใหม่! {1}
MISSION_HERO_GET_DESC,ได้รับสหายคนที่ {1} ร่วมเดินทาง!
MISSION_TRIAL_COUNT_NAME,ต่อสู้กับตัวเอง {1}
MISSION_TRIAL_COUNT_DESC,เอาชนะภารกิจห้องพิสูจน์ตน {1} ครั้ง!
MISSION_HERO_TRIAL_CLEAR1_NAME,{1} เข้าสู่การทดสอบ
MISSION_HERO_TRIAL_CLEAR2_NAME,{1} ค้นหาพลังที่แท้จริง
MISSION_HERO_TRIAL_CLEAR3_NAME,{1} ผู้ก้าวข้ามกำแพง
MISSION_HERO_TRIAL_CLEAR4_NAME,{1} ผู้ก้าวข้ามการทดสอบ
MISSION_HERO_TRIAL_CLEAR5_NAME,{1} ผู้ก้ามข้ามขีดจำกัด
MISSION_HERO_TRIAL_CLEAR_DESC,{1} ผ่านภารกิจห้องพิสูจน์ตน '{2}' เป็นครั้งแรก
MISSION_COLLECT_EXPLORE_NAME,ทีมผจญภัย! {1}
MISSION_COLLECT_EXPLORE_DESC,เตรียมทีมผจญภัย {1} ทีม
MISSION_COLLECT_PLUNDER_NAME,ผู้คุมกฎแห่งป่า {1}
MISSION_COLLECT_PLUNDER_DESC,ตั้งทีมโจร {1} ทีม
MISSION_WALL_NAME,การจู่โจมจากมอนสเตอร์ที่ไม่หยุดหย่อน! {1}
MISSION_WALL_DESC,ผ่านเวฟที่ {1} ใน Castle Wall Defense
MISSION_PVP_COUNT_NAME,เป็นผู้ที่แข็งแกร่งที่สุด! {1}
MISSION_PVP_COUNT_DESC,เข้าร่วมอารีน่า X{1}
MISSION_GUILD_JOIN_NAME,เข้าร่วมกิลด์!
MISSION_GUILD_JOIN_DESC,เข้าร่วมกิลด์ครั้งแรก
MISSION_GUILD_CREATE_NAME,สร้างกิลด์!
MISSION_GUILD_CREATE_DESC,สร้างกิลด์ครั้งแรก
MISSION_GUILD_MERCENARY_USE_NAME,จ้างทหารรับจ้างในกิลด์! {1}
MISSION_GUILD_MERCENARY_USE_DESC,ใช้ทหารรับจ้างของกิลด์ X{1}
MISSION_GUILD_MERCENARY_REGISTER_NAME,รับงานเป็นทหารรับจ้างชั่วคราว {1}
MISSION_GUILD_MERCENARY_REGISTER_DESC,ทหารของคุณถูกจ้างโดยผู้เล่นคนอื่น X{1}
MISSION_TEAMLEVEL_NAME,แข็งแกร่งกว่า Kasel และเพื่อนของเขา {1}
MISSION_TEAMLEVEL_DESC,เพิ่มเลเวลของทีมสำเร็จ {1} 
MISSION_VIPLEVEL_NAME,VIP เลเวลเพิ่มขึ้น!
MISSION_VIPLEVEL_DESC,เพิ่มเลเวลของ VIP สำเร็จ {1}
MISSION_TIERINDEX11_NAME,สำเร็จระดับชั้นทองแดง
MISSION_TIERINDEX11_DESC,สำเร็จระดับชั้นทองแดง
MISSION_TIERINDEX21_NAME,สำเร็จในระดับเงิน
MISSION_TIERINDEX21_DESC,สำเร็จในระดับเงิน
MISSION_TIERINDEX31_NAME,สำเร็จในระดับทอง
MISSION_TIERINDEX31_DESC,สำเร็จในระดับทอง
MISSION_TIERINDEX41_NAME,สำเร็จในระดับแพลทินัม
MISSION_TIERINDEX41_DESC,สำเร็จในระดับแพลทินัม
MISSION_TIERINDEX51_NAME,สำเร็จในระดับเพชร
MISSION_TIERINDEX51_DESC,สำเร็จในระดับเพชร
MISSION_TIERINDEX60_NAME,สำเร็จในระดับมาสเตอร์
MISSION_TIERINDEX60_DESC,สำเร็จในระดับมาสเตอร์
MISSION_TIERINDEX70_NAME,สำเร็จในระดับผู้ท้าทาย
MISSION_TIERINDEX70_DESC,สำเร็จในระดับผู้ท้าทาย
DAILYMISSION_MONTHLY_RUBY_NAME,ได้รับแพ็คเกจรูบี้รายเดือน
DAILYMISSION_MONTHLY_RUBY_DESC,ได้รับแพ็คเกจรูบี้รายเดือน
MISSION_GOLD_BATTLE_NAME,รวบรวมเงินสำหรับผู้กล้า {1}
MISSION_GOLD_BATTLE_DESC,ได้รับ {1} Gold จากการรบ
MISSION_GOLD_ACCUMULATIVE_DESC,สะสม {1} Gold หรือมากกว่า
MISSION_GOLD_SHOP_BUY_NAME,วิธีการใช้ {1}
MISSION_GOLD_SHOP_BUY_DESC,ใช้ {1} Gold ที่ร้านค้า
MISSION_GOLD_DEPLETION_NAME,เงินมีไว้ใช้จ่าย! {1}
MISSION_GOLD_DEPLETION_DESC,ใช้ทองทั้งหมด {1} Gold!
MISSION_EQUIP_UPGRADE_TRY_NAME,อัพเกรดอุปกรณ์ง่ายใช่ไหมล่ะ? {1}
MISSION_EQUIP_UPGRADE_TRY_DESC,อัพเกรดอุปกรณ์ X {1} ครั้ง
MISSION_EQUIP_UPGRADE_NAME,บวกอุปกรณ์ของคุณ! {1}
MISSION_EQUIP_UPGRADE_DESC,อัพเกรดอุปกรณ์ถึง +{1}
MISSION_EQUIP_DROP_STAR_NAME,อุปกรณ์เยี่ยม {1}
MISSION_EQUIP_DROP_STAR_DESC,รับ {1} สำหรับครั้งแรก
MISSION_EQUIP_DROP_GRADE_NAME,เพิ่มพลังอาวุธสำหรับผู้กล้า! {1}
MISSION_EQUIP_DROP_GRADE_DESC,รับ {1} สำหรับครั้งแรก
MISSION_EQUIP_DROP_RELEC_NAME,ไอเทมพร้อมพลังพิเศษ {1}
MISSION_EQUIP_DROP_RELEC_DESC,รับ {1} Artifact
MISSION_EQUIP_PARTY_NAME,ปาร์ตี้แข๋งแกร่งกว่า! {1}
MISSION_EQUIP_PARTY_DESC,ใส่เกียร์ {1} สำหรับ 4 หรือจำนวนฮีโร่ที่มากกว่านั้น
MISSION_BATTLE_MONSTER_NAME,ไม่ปราณีต่อพลังปีศาจ! {1}
MISSION_BATTLE_MONSTER_DESC,กำจัดมอนสเตอร์ {1} ตัว
MISSION_BATTLE_QUEST_NAME,เพื่อสัติแด่ทุกคน! {1}
MISSION_BATTLE_QUEST_DESC,สำเร็จภารกิจพิชิต {1} ครั้ง
DAILYMISSION_EXCAVATION_NAME,Gold Rush {1}
DAILYMISSION_EXCAVATION_DESC,ขุด X{1}
MISSION_CHAPTER1_CLEAR_NAME,ชนะ Lamus Plain!
MISSION_CHAPTER2_CLEAR_NAME,ชนะ Ellidora Forrest!
MISSION_CHAPTER3_CLEAR_NAME,ชนะ Drago Mountains!
MISSION_CHAPTER4_CLEAR_NAME,ชนะ Krad Forest!
MISSION_CHAPTER5_CLEAR_NAME,ยึดครองชายฝั่ง Arrovina
MISSION_CHAPTER1_CLEAR_DESC,ผ่านทั้งหมดในแชปเตอร์ 1
MISSION_CHAPTER2_CLEAR_DESC,ผ่านทั้งหมดในแชปเตอร์ 2
MISSION_CHAPTER3_CLEAR_DESC,ผ่านทั้งหมดในแชปเตอร์ 3
MISSION_CHAPTER4_CLEAR_DESC,ผ่านทั้งหมดในแชปเตอร์ 4
MISSION_CHAPTER5_CLEAR_DESC,ผ่านทั้งหมดในแชปเตอร์ 5
MISSION_ARENA_NAME,การท้าทายอันทรงเกียรติ
MISSION_ARENA_DESC,ลองลีคแห่งชัยชนะเป็นครั้งแรก {1}
MISSION_ARENA_VICTORY_NAME,ขอชัยชนะจงอยู่คู่ท่าน!
MISSION_ARENA_VICTORY_DESC,ได้รับชัยชนะอย่างงดงาม X {1} ในอารีน่า
MISSION_ARENA_LOSE_NAME,เสียใจด้วยที่คุณแพ้...
MISSION_ARENA_LOSE_DESC,พ่ายแพ้อย่างหมดรูป X {1} ในอารีน่า
MISSION_ARENA_RANK_NAME,เพิ่มแต้มเกียรติยศ!
MISSION_ARENA_RANK_DESC,ได้รับอันดับ {1} ในอารีน่าครั้งแรก
MISSION_ARENA_FIRSTRANK_NAME,พิชิตอารีน่า!
MISSION_ARENA_FIRSTRANK_DESC,ทำให้สำเร็จเพื่อที่จะได้เป็นแชมป์ประจำฤดูกาล
MISSION_UNDERGROUND_DUNGEON_NAME,หยุดยั้งมอนสเตอร์!
MISSION_UNDERGROUND_DUNGEON_DESC,ผ่านส่วนที่ {1} ของคุกใต้ดินเป็นครั้งแรก
MISSION_HERO_GROWTH_NAME,{1} ที่โตไม่หยุด {2}
MISSION_HERO_GROWTH_DESC,{1} ได้รับเลเวล {2}
MISSION_HERO_AWAKENING_NAME,{1} ชนะบททดสอบได้รับพลังใหม่ {2}
MISSION_HERO_AWAKENING_DESC,วิวัฒนาการ {1} ถึงระดับ {2}
MISSION_HERO_TRANSCENDENCE_NAME,{1} จุติขีดจำกัดของฮีโร่ {2}
