KEY,ChineseTraditional
E_C19_Jan_Fray01_01,…今年還是又來到這了呢…
E_C19_Jan_Fray01_02,明明什麼也不會記得…我也真是…
E_C19_Jan_Fray01_03,妳是…？？聖光牧師芙萊兒？
E_C19_Jan_Fray01_04,羅蘭大人，好久不見，您好嗎？
E_C19_Jan_Fray01_05,呵呵…多虧有你們辛苦的付出，我過得很好。
E_C19_Jan_Fray01_06,…這麼快就長成大人了…那時明明還是個小嬰兒。
E_C19_Jan_Fray01_07,啊？您怎麼會知道…？
E_C19_Jan_Fray01_08,艾莉絲沒跟妳說嗎？
E_C19_Jan_Fray01_09,最先在這棵世界樹底下發現妳的人就是我。
E_C19_Jan_Fray01_10,我…什麼都不記得…只知道自己是被丟在世界樹底下，被人發現…
E_C19_Jan_Fray01_11,哎…艾莉絲怎麼…但我到現在還記憶猶新。
E_C19_Jan_Fray01_12,在寒冷的冬天裡，那一天格外溫暖。
E_C19_Jan_Fray01_13,所以我才會一大清早出門巡視世界樹。
E_C19_Jan_Fray01_14,結果…在那個地方我看到了發著金光的天使。
E_C19_Jan_Fray01_15,天使？
E_C19_Jan_Fray01_16,對！我看到世界樹的樹根處散發著神聖的光環
E_C19_Jan_Fray01_17,走近一看，發現了一個全身散發著金光的漂亮孩子。
E_C19_Jan_Fray01_18,剛開始我還在想是不是天堂神族，但是沒看到翅膀。
E_C19_Jan_Fray01_19,可是那孩子散發的光芒，普通人身上是不可能會有的。
E_C19_Jan_Fray01_20,.......................................
E_C19_Jan_Fray01_21,所以我趕緊聯絡了艾莉絲。
E_C19_Jan_Fray01_22,後來聽說那孩子被送去聖騎士團團長經營的孤兒院。
E_C19_Jan_Fray01_23,是的，在那之後我就在瑞卡德爺爺的膝下長大。
E_C19_Jan_Fray01_24,跟克勞斯哥哥，還有凱瑟一起。
E_C19_Jan_Fray01_25,可是…艾莉絲大人…為什麼不跟我說這些事情呢？
E_C19_Jan_Fray01_26,一定是有什麼原因。
E_C19_Jan_Fray01_27,艾莉絲所有的一切都聽命於露亞大人…
E_C19_Jan_Fray01_28,…原來是這樣…謝謝您。這真的是我一直想知道的事。
E_C19_Jan_Fray01_29,沒什麼，都怪我多嘴，讓妳在這麼重要的日子心煩意亂的。
E_C19_Jan_Fray01_30,那就祝妳充滿光明…不對，人類世界的問候語應該不太一樣吧。
E_C19_Jan_Fray01_31,祝妳生日快樂，芙萊兒。
E_C19_Jan_Fray01_32,…謝謝。
E_C19_Jan_Fray01_33,...................................................
E_C19_Jan_Fray01_34,…我沒有覺得我現在不幸福。
E_C19_Jan_Fray01_35,但是…我到底是誰呢？露亞大人…
E_C19_Jan_Fray01_36,……我又回到這裡了。
E_C19_Jan_Fray01_37,現在應該能再次見到你了吧…？
E_C19_Jan_Fray01_38,無論你變成什麼模樣…我都要找到你。
E_C19_Jan_Tanya01_01,…依舊把行踪清除得很乾淨嘛，羅伊。
E_C19_Jan_Tanya01_02,…但還是逃不過我的法眼…
E_C19_Jan_Tanya01_03,…
E_C19_Jan_Tanya01_04,…你為什麼要離開呢…羅伊…
E_C19_Jan_Tanya01_05,什麼話也沒跟我說…
E_C19_Jan_Tanya01_06,幾年前
E_C19_Jan_Tanya01_07,呼…呼…嘖，糾纏不休的傢伙…
E_C19_Jan_Tanya01_08,…呃呃…！
E_C19_Jan_Tanya01_09,唔！
E_C19_Jan_Tanya01_10,傷口不要緊吧？
E_C19_Jan_Tanya01_11,…沒什麼，只是小擦傷而已…
E_C19_Jan_Tanya01_12,嗯，知道了，用這個擦擦血吧。
E_C19_Jan_Tanya01_13,…
E_C19_Jan_Tanya01_14,我也不是因為喜歡這麼做才幫妳的。
E_C19_Jan_Tanya01_15,我們現在是聯合作戰。
E_C19_Jan_Tanya01_16,妳受傷了對整個隊伍沒有一點好處。
E_C19_Jan_Tanya01_17,哼…裝什麼厲害…組長有什麼了不起的？
E_C19_Jan_Tanya01_18,戰功…還不都是我立下的。
E_C19_Jan_Tanya01_19,大家都知道妳是出色的刺客。
E_C19_Jan_Tanya01_20,但也會有這一天。
E_C19_Jan_Tanya01_21,馬上止血後離開這裡，痕跡我會擦掉。
E_C19_Jan_Tanya01_22,這是組長的命令。
E_C19_Jan_Tanya01_23,…不用你說我也知道。
E_C19_Jan_Tanya01_24,還有這手帕…我才不需要。
E_C19_Jan_Tanya01_25,不需要的話，妳回去之後就丟了吧。
E_C19_Jan_Tanya01_26,今天是妳生日，就趁機休息一下吧。
E_C19_Jan_Tanya01_27,…？你怎麼知道…
E_C19_Jan_Tanya01_28,…為什麼想起那個時候…
E_C19_Jan_Tanya01_29,最近一直會有這種奇怪的心情…
E_C19_Jan_Tanya01_30,全都要怪…羅伊，那個傢伙…
E_C19_Jan_Loman01_01,今天也一如往常。
E_C19_Jan_Loman01_02,就是說啊，但名義上
E_C19_Jan_Loman01_03,今天可是生日呢。
E_C19_Jan_Loman01_04,我聽說生日是個特殊的日子。
E_C19_Jan_Loman01_05,大家應該都要開心地幫壽星慶生吧？
E_C19_Jan_Loman01_06,嗯…可是一想到洛曼大人那個性
E_C19_Jan_Loman01_07,他會不會不想這麼張揚啊？
E_C19_Jan_Loman01_08,他雖然有點木訥，但不至於如此吧？
E_C19_Jan_Loman01_09,我上次說要買公主殿下的禮物，希望商店的商品可以打個折扣時
E_C19_Jan_Loman01_10,他一口就拒絕我了，還生氣的說要公私分明。
E_C19_Jan_Loman01_11,那不是…理所當然的事嗎？
E_C19_Jan_Loman01_12,因為我實在沒錢，只好擺出攻擊架勢再拜託他一次。
E_C19_Jan_Loman01_13,結果他拿出矛對著我，那天一整天都和洛曼戰鬥，感覺還不錯。
E_C19_Jan_Loman01_14,洛曼那樣子就算了…你也真是的…
E_C19_Jan_Loman01_15,好吧！既然我們現在都是戰友了，我先過去祝他生日快樂。
E_C19_Jan_Loman01_16,等一下！！！！
E_C19_Jan_Loman01_17,嗯？你不是…公主殿下的（乞丐）隨從嗎？
E_C19_Jan_Loman01_18,你好啊！洛曼！！祝你生日…
E_C19_Jan_Loman01_19,你！！公主殿下外出了，你還待在王城裡？
E_C19_Jan_Loman01_20,最近外面的世界這麼凶險，你這個公主殿下的隨從卻…！！！！
E_C19_Jan_Loman01_21,（過了一段時間）
E_C19_Jan_Loman01_22,不僅沒能祝賀，還被臭罵了一頓…
E_C19_Jan_Loman01_23,唉…早就跟你說過了。
E_C19_Jan_Loman01_24,你們！是不是太不了解洛曼了？
E_C19_Jan_Loman01_25,與他應對的時候按照教戰手冊來就可以了～
E_C19_Jan_Loman01_26,不能停頓！你看好了！
E_C19_Jan_Loman01_27,?????
E_C19_Jan_Loman01_28,喂！洛曼，辛苦啦！！！
E_C19_Jan_Loman01_29,喔！！克勞斯！！好久不見，那個…
E_C19_Jan_Loman01_30,啊～！我剛結束在森林討伐魔族的任務回來了。
E_C19_Jan_Loman01_31,今天的任務都順利完成了～
E_C19_Jan_Loman01_32,這樣啊？真是辛苦了。我要交班的時間也快到了。
E_C19_Jan_Loman01_33,哦吼！那我們去朱諾的店喝一杯如何？
