KEY,"French"
Sub1_Theo_1_1_1,"Livre de Theo"
Sub1_Theo_1_1_2,"Je l'ai réalisé après notre rencontre."
Sub1_Theo_1_1_3,"La beauté de ce monde."
Sub1_Theo_1_1_4,"Je n'étais bon qu'à me battre."
Sub1_Theo_1_1_5,"Vous étiez mon ciel et mon soleil. "
Sub1_Theo_1_1_6,"Le jour où je vous ai prêté allégeance,"
Sub1_Theo_1_1_7,"vous étiez si gracieuse au milieu de toutes ces fleurs. "
Sub1_Theo_1_1_8,"Mais leurs couleurs flamboyantes m'importaient peu, "
Sub1_Theo_1_1_9,"car c'est en vous voyant rougir"
Sub1_Theo_1_1_10,"que mon cœur a chaviré."
Sub1_Theo_1_1_11,"Je m'appelle Theo Phil Grayum. "
Sub1_Theo_1_1_12,"Je suis votre chevalier servant, et vous suis dévoué corps et âme."
Sub1_Theo_1_1_13,"Le jour où j'ai tiré un trait sur mon passé"
Sub1_Theo_1_1_14,"pour me tourner vers un avenir à vos côtés,"
Sub1_Theo_1_1_15,"le jour où vous avez pris ma main, calleuse d'avoir brandi une lance pendant tant d'années,"
Sub1_Theo_1_1_16,"j'étais couvert de sang."
Sub1_Theo_1_1_17,"Et pourtant, vous m'avez serré dans vos bras. "
Sub1_Theo_1_1_18,"Ce jour-là, ma décision fut prise."
Sub1_Theo_1_1_19,"Je laisserais mon passé derrière moi pour suivre votre voie."
Sub1_Theo_1_1_20,"C'est vrai, le ciel qui me ramenait à vous était toujours radieux. "
Sub1_Theo_1_1_21,"Même le vent ébouriffant mes cheveux"
Sub1_Theo_1_1_22,"me rappelait la caresse de votre main."
Sub1_Theo_1_1_23,"Oui... Et ce jour-là,"
Sub1_Theo_1_1_24,"le jour où le destin nous a séparés, j'ai compris."
Sub1_Theo_1_1_25,"C'était un bref instant,"
Sub1_Theo_1_1_26,"mais j'ai compris"
Sub1_Theo_1_1_27,"que plus jamais je ne goûterais à ces jours merveilleux."
Sub1_Theo_1_1_28,"Ce jour où vous vous êtes endormie,"
Sub1_Theo_1_1_29,"mon plus grand souhait était de m'endormir à vos côtés. "
Sub1_Theo_1_1_30,"... Et il a été exaucé."
Sub1_Theo_1_1_31,"Je veux vous retrouver..."
Sub1_Theo_2_1_1,"Ma fidèle lance. Des vies sont en danger."
Sub1_Theo_2_1_2,"Vous devez arrêter le Golem berserker."
Sub1_Theo_2_1_3,"Mais, dame Jane !"
Sub1_Theo_2_1_4,"Ne vous en faites pas pour moi, je protégerai cet endroit. "
Sub1_Theo_2_1_5,"J'y attendrai votre retour."
Sub1_Theo_2_1_6,"Mais..."
Sub1_Theo_2_1_7,"Theo..."
Sub1_Theo_2_2_1,"Maintenant que vous n'êtes plus là, il ne reste rien ici."
Sub1_Theo_2_2_2,"Les 100 dernières années n'ont rien laissé derrière elles."
Sub1_Theo_2_2_3,"La République de Gray... "
Sub1_Theo_2_2_4,"Il ne reste rien de la grande République de Gray."
Sub1_Theo_2_2_5,"... !"
Sub1_Theo_2_3_1,"Même si c'est le pouvoir de l'Épée sacrée..."
Sub1_Theo_2_3_2,"Je n'arrive pas à croire que j'aie perdu contre une demi-portion."
Sub1_Theo_2_3_3,"Et cette charogne a enlevé ma fille, ce que j'avais de plus précieux..."
Sub1_Theo_2_3_4,"Il ne reste aucun corps... "
Sub1_Theo_2_3_5,"Ceux de la République de Gray auraient été parfaits..."
Sub1_Theo_2_3_6,"Si j'avais su, j'en aurais capturé quelques-uns pour mener des expériences."
Sub1_Theo_2_4_1,"Vous... "
Sub1_Theo_2_4_2,"Vous... "
Sub1_Theo_2_4_3,"VOUS !"
Sub1_Theo_2_4_4,"Qu... Quoi ?"
Sub1_Theo_2_5_1,"Raaaah !"
Sub1_Theo_2_5_2,"Cette lance rouge..."
Sub1_Theo_2_5_3,"Ce symbole... Cela ne se peut !"
Sub1_Theo_2_6_1,"Préparez-vous à périr !"
Sub1_Theo_2_6_2,"Impossible !"
Sub1_Theo_2_6_3,"Malduk se souvenait."
Sub1_Theo_2_6_4,"L'homme qui ne bronchait pas, même face aux officiers."
Sub1_Theo_2_6_5,"Il soutenait les officiers de loin,"
Sub1_Theo_2_6_6,"il se rappelait donc cette scène."
Sub1_Theo_2_6_7,"Ce terrifiant éclair rouge qui fendait le ciel plusieurs centaines de fois."
Sub1_Theo_2_6_8,"Son allure fantomatique lorsqu'il abattait sa lance sur les démons."
Sub1_Theo_2_6_9,"Pourquoi ? Que faites-vous ici ?"
Sub1_Theo_2_6_10,"Je vous croyais mort depuis cent ans !"
Sub1_Theo_2_7_1,"Aaaah !"
Sub1_Theo_2_7_2,"Peu importe, vous n'êtes qu'un humain !"
Sub1_Theo_2_7_3,"Quoi ? La blessure de sa lance ne se referme pas."
Sub1_Theo_2_7_4,"Damnation ! Même le mana s'échappe !"
Sub1_Theo_2_8_1,"Arrêtez !"
Sub1_Theo_2_8_2,"Silence !"
